T	Origin	Destination	TripTime	Distance
13	1	2	5	3.066
13	0	2	11	19.37909090909091
13	2	2	1	0.8106666666666666
13	1	1	3	2.187037037037037
13	1	3	3	2.9172727272727275
13	2	0	9	18.5584
13	2	1	5	2.994
13	3	2	6	6.616
13	1	0	11	18.41139534883721
13	0	3	12	21.128
13	2	3	6	6.981111111111111
13	3	1	4	2.915631067961165
13	0	1	13	18.803974358974358
13	3	3	2	1.376388888888889
13	0	0	2	2.8313684210526318
13	3	0	10	21.940833333333334
14	1	1	3	2.187037037037037
14	2	0	9	18.5584
14	2	2	1	0.8106666666666666
14	1	0	11	18.41139534883721
14	3	3	2	1.376388888888889
14	0	0	2	2.8313684210526318
14	2	1	5	2.994
14	0	3	12	21.128
14	1	2	5	3.066
14	0	1	13	18.803974358974358
14	3	2	6	6.616
14	2	3	6	6.981111111111111
14	0	2	11	19.37909090909091
14	3	1	4	2.915631067961165
14	1	3	3	2.9172727272727275
14	3	0	10	21.940833333333334
15	3	0	10	21.940833333333334
15	1	2	5	3.066
15	2	3	6	6.981111111111111
15	3	1	4	2.915631067961165
15	1	1	3	2.187037037037037
15	3	2	6	6.616
15	2	2	1	0.8106666666666666
15	2	0	9	18.5584
15	1	3	3	2.9172727272727275
15	1	0	11	18.41139534883721
15	2	1	5	2.994
15	3	3	2	1.376388888888889
15	0	2	11	19.37909090909091
15	0	3	12	21.128
15	0	1	13	18.803974358974358
15	0	0	2	2.8313684210526318
16	3	2	6	6.616
16	0	1	13	18.803974358974358
16	2	0	9	18.5584
16	0	3	12	21.128
16	0	2	11	19.37909090909091
16	2	3	6	6.981111111111111
16	3	1	4	2.915631067961165
16	2	2	1	0.8106666666666666
16	3	0	10	21.940833333333334
16	1	3	3	2.9172727272727275
16	1	1	3	2.187037037037037
16	2	1	5	2.994
16	1	2	5	3.066
16	0	0	2	2.8313684210526318
16	3	3	2	1.376388888888889
16	1	0	11	18.41139534883721
17	2	1	5	2.994
17	0	0	2	2.8313684210526318
17	0	1	13	18.803974358974358
17	2	0	9	18.5584
17	1	3	3	2.9172727272727275
17	1	0	11	18.41139534883721
17	2	2	1	0.8106666666666666
17	3	2	6	6.616
17	3	1	4	2.915631067961165
17	1	1	3	2.187037037037037
17	3	0	10	21.940833333333334
17	0	3	12	21.128
17	3	3	2	1.376388888888889
17	2	3	6	6.981111111111111
17	0	2	11	19.37909090909091
17	1	2	5	3.066
18	3	2	6	6.616
18	2	2	1	0.8106666666666666
18	1	3	3	2.9172727272727275
18	3	1	4	2.915631067961165
18	3	0	10	21.940833333333334
18	2	3	6	6.981111111111111
18	1	2	5	3.066
18	2	1	5	2.994
18	2	0	9	18.5584
18	3	3	2	1.376388888888889
18	1	0	11	18.41139534883721
18	0	3	12	21.128
18	0	2	11	19.37909090909091
18	1	1	3	2.187037037037037
18	0	1	13	18.803974358974358
18	0	0	2	2.8313684210526318
19	2	2	1	0.8106666666666666
19	0	0	2	2.8313684210526318
19	0	1	13	18.803974358974358
19	0	3	12	21.128
19	1	0	11	18.41139534883721
19	1	1	3	2.187037037037037
19	1	2	5	3.066
19	1	3	3	2.9172727272727275
19	0	2	11	19.37909090909091
19	3	1	4	2.915631067961165
19	2	3	6	6.981111111111111
19	3	0	10	21.940833333333334
19	2	0	9	18.5584
19	3	2	6	6.616
19	3	3	2	1.376388888888889
19	2	1	5	2.994
20	0	1	13	18.803974358974358
20	3	3	2	1.376388888888889
20	3	2	6	6.616
20	3	1	4	2.915631067961165
20	3	0	10	21.940833333333334
20	0	2	11	19.37909090909091
20	2	1	5	2.994
20	0	3	12	21.128
20	1	0	11	18.41139534883721
20	2	3	6	6.981111111111111
20	1	1	3	2.187037037037037
20	2	2	1	0.8106666666666666
20	1	2	5	3.066
20	2	0	9	18.5584
20	0	0	2	2.8313684210526318
20	1	3	3	2.9172727272727275
21	3	3	2	1.376388888888889
21	3	2	6	6.616
21	3	1	4	2.915631067961165
21	3	0	10	21.940833333333334
21	2	3	6	6.981111111111111
21	2	2	1	0.8106666666666666
21	2	1	5	2.994
21	2	0	9	18.5584
21	1	3	3	2.9172727272727275
21	1	1	3	2.187037037037037
21	1	0	11	18.41139534883721
21	0	3	12	21.128
21	0	2	11	19.37909090909091
21	0	1	13	18.803974358974358
21	0	0	2	2.8313684210526318
21	1	2	5	3.066
22	2	2	1	0.8106666666666666
22	2	3	6	6.981111111111111
22	0	0	2	2.8313684210526318
22	0	2	11	19.37909090909091
22	3	3	2	1.376388888888889
22	0	3	12	21.128
22	1	0	11	18.41139534883721
22	3	2	6	6.616
22	1	1	3	2.187037037037037
22	3	0	10	21.940833333333334
22	0	1	13	18.803974358974358
22	1	3	3	2.9172727272727275
22	1	2	5	3.066
22	3	1	4	2.915631067961165
22	2	1	5	2.994
22	2	0	9	18.5584
23	1	0	11	18.41139534883721
23	0	3	12	21.128
23	2	1	5	2.994
23	3	3	2	1.376388888888889
23	0	1	13	18.803974358974358
23	1	3	3	2.9172727272727275
23	1	1	3	2.187037037037037
23	2	0	9	18.5584
23	0	0	2	2.8313684210526318
23	3	0	10	21.940833333333334
23	3	1	4	2.915631067961165
23	1	2	5	3.066
23	3	2	6	6.616
23	2	2	1	0.8106666666666666
23	0	2	11	19.37909090909091
23	2	3	6	6.981111111111111
24	2	2	2	1.0710810810810811
24	0	1	14	18.478809523809524
24	1	0	11	18.560068965517242
24	2	3	6	7.034000000000001
24	2	0	9	18.44276595744681
24	0	2	11	20.428
24	0	3	12	20.295
24	0	0	2	4.000280373831775
24	3	0	10	21.22909090909091
24	1	1	3	2.201875
24	3	1	4	2.8926923076923075
24	1	3	3	2.8975
24	3	2	6	6.937777777777778
24	3	3	3	3.4441666666666664
24	1	2	5	2.9752173913043483
24	2	1	5	3.152222222222222
25	1	1	3	2.201875
25	0	0	2	4.000280373831775
25	1	3	3	2.8975
25	1	0	11	18.560068965517242
25	0	3	12	20.295
25	0	1	14	18.478809523809524
25	1	2	5	2.9752173913043483
25	0	2	11	20.428
25	2	0	9	18.44276595744681
25	3	1	4	2.8926923076923075
25	3	3	3	3.4441666666666664
25	2	3	6	7.034000000000001
25	3	2	6	6.937777777777778
25	3	0	10	21.22909090909091
25	2	2	2	1.0710810810810811
25	2	1	5	3.152222222222222
26	3	3	3	3.4441666666666664
26	1	2	5	2.9752173913043483
26	0	0	2	4.000280373831775
26	2	2	2	1.0710810810810811
26	3	2	6	6.937777777777778
26	1	1	3	2.201875
26	3	1	4	2.8926923076923075
26	1	0	11	18.560068965517242
26	1	3	3	2.8975
26	2	1	5	3.152222222222222
26	0	1	14	18.478809523809524
26	2	0	9	18.44276595744681
26	2	3	6	7.034000000000001
26	0	2	11	20.428
26	3	0	10	21.22909090909091
26	0	3	12	20.295
27	3	3	3	3.4441666666666664
27	3	1	4	2.8926923076923075
27	1	0	11	18.560068965517242
27	3	2	6	6.937777777777778
27	0	3	12	20.295
27	1	2	5	2.9752173913043483
27	2	3	6	7.034000000000001
27	2	2	2	1.0710810810810811
27	1	3	3	2.8975
27	0	2	11	20.428
27	0	0	2	4.000280373831775
27	2	1	5	3.152222222222222
27	2	0	9	18.44276595744681
27	0	1	14	18.478809523809524
27	3	0	10	21.22909090909091
27	1	1	3	2.201875
28	1	1	3	2.201875
28	2	3	6	7.034000000000001
28	2	2	2	1.0710810810810811
28	2	1	5	3.152222222222222
28	0	1	14	18.478809523809524
28	2	0	9	18.44276595744681
28	1	3	3	2.8975
28	0	0	2	4.000280373831775
28	0	2	11	20.428
28	3	0	10	21.22909090909091
28	1	2	5	2.9752173913043483
28	3	2	6	6.937777777777778
28	1	0	11	18.560068965517242
28	3	3	3	3.4441666666666664
28	3	1	4	2.8926923076923075
28	0	3	12	20.295
29	2	0	9	18.44276595744681
29	1	1	3	2.201875
29	1	2	5	2.9752173913043483
29	1	3	3	2.8975
29	1	0	11	18.560068965517242
29	0	1	14	18.478809523809524
29	0	0	2	4.000280373831775
29	3	3	3	3.4441666666666664
29	2	2	2	1.0710810810810811
29	0	3	12	20.295
29	0	2	11	20.428
29	3	2	6	6.937777777777778
29	2	3	6	7.034000000000001
29	3	1	4	2.8926923076923075
29	3	0	10	21.22909090909091
29	2	1	5	3.152222222222222
30	3	3	3	3.4441666666666664
30	3	0	10	21.22909090909091
30	0	1	14	18.478809523809524
30	0	2	11	20.428
30	0	3	12	20.295
30	1	0	11	18.560068965517242
30	1	1	3	2.201875
30	1	2	5	2.9752173913043483
30	1	3	3	2.8975
30	3	2	6	6.937777777777778
30	2	0	9	18.44276595744681
30	2	1	5	3.152222222222222
30	0	0	2	4.000280373831775
30	3	1	4	2.8926923076923075
30	2	2	2	1.0710810810810811
30	2	3	6	7.034000000000001
31	1	0	11	18.560068965517242
31	2	3	6	7.034000000000001
31	2	1	5	3.152222222222222
31	3	0	10	21.22909090909091
31	3	1	4	2.8926923076923075
31	2	0	9	18.44276595744681
31	0	0	2	4.000280373831775
31	0	2	11	20.428
31	2	2	2	1.0710810810810811
31	0	3	12	20.295
31	3	2	6	6.937777777777778
31	1	2	5	2.9752173913043483
31	3	3	3	3.4441666666666664
31	1	1	3	2.201875
31	1	3	3	2.8975
31	0	1	14	18.478809523809524
32	2	3	6	7.034000000000001
32	0	3	12	20.295
32	1	0	11	18.560068965517242
32	0	2	11	20.428
32	3	0	10	21.22909090909091
32	0	0	2	4.000280373831775
32	1	1	3	2.201875
32	0	1	14	18.478809523809524
32	3	1	4	2.8926923076923075
32	3	2	6	6.937777777777778
32	1	3	3	2.8975
32	2	1	5	3.152222222222222
32	3	3	3	3.4441666666666664
32	2	0	9	18.44276595744681
32	1	2	5	2.9752173913043483
32	2	2	2	1.0710810810810811
33	2	3	6	7.034000000000001
33	2	1	5	3.152222222222222
33	2	0	9	18.44276595744681
33	3	0	10	21.22909090909091
33	1	3	3	2.8975
33	3	1	4	2.8926923076923075
33	0	2	11	20.428
33	3	2	6	6.937777777777778
33	0	3	12	20.295
33	1	2	5	2.9752173913043483
33	2	2	2	1.0710810810810811
33	1	1	3	2.201875
33	0	0	2	4.000280373831775
33	1	0	11	18.560068965517242
33	3	3	3	3.4441666666666664
33	0	1	14	18.478809523809524
34	1	0	11	18.560068965517242
34	2	2	2	1.0710810810810811
34	1	2	5	2.9752173913043483
34	0	1	14	18.478809523809524
34	1	3	3	2.8975
34	2	3	6	7.034000000000001
34	0	0	2	4.000280373831775
34	3	3	3	3.4441666666666664
34	1	1	3	2.201875
34	0	3	12	20.295
34	0	2	11	20.428
34	3	2	6	6.937777777777778
34	2	1	5	3.152222222222222
34	3	0	10	21.22909090909091
34	3	1	4	2.8926923076923075
34	2	0	9	18.44276595744681
35	2	0	9	18.44276595744681
35	3	2	6	6.937777777777778
35	0	0	2	4.000280373831775
35	1	0	11	18.560068965517242
35	3	1	4	2.8926923076923075
35	2	2	2	1.0710810810810811
35	2	3	6	7.034000000000001
35	0	2	11	20.428
35	1	1	3	2.201875
35	1	3	3	2.8975
35	3	0	10	21.22909090909091
35	2	1	5	3.152222222222222
35	0	3	12	20.295
35	3	3	3	3.4441666666666664
35	0	1	14	18.478809523809524
35	1	2	5	2.9752173913043483
36	2	1	5	2.961
36	0	1	14	18.548384057971017
36	1	0	11	18.71169934640523
36	1	1	3	1.8606451612903225
36	1	3	3	3.325
36	3	1	4	3.2970454545454544
36	3	3	2	1.7149999999999999
36	2	0	10	18.325957446808513
36	2	3	7	6.955
36	3	2	6	6.974545454545455
36	2	2	2	1.6901492537313432
36	1	2	5	3.2036000000000002
36	0	3	11	20.205
36	3	0	12	21.096818181818183
36	0	0	2	3.309490445859873
36	0	2	12	19.188
37	3	2	6	6.974545454545455
37	0	0	2	3.309490445859873
37	3	3	2	1.7149999999999999
37	2	3	7	6.955
37	0	2	12	19.188
37	3	1	4	3.2970454545454544
37	0	1	14	18.548384057971017
37	0	3	11	20.205
37	2	2	2	1.6901492537313432
37	2	1	5	2.961
37	1	1	3	1.8606451612903225
37	1	0	11	18.71169934640523
37	3	0	12	21.096818181818183
37	1	2	5	3.2036000000000002
37	2	0	10	18.325957446808513
37	1	3	3	3.325
38	1	3	3	3.325
38	2	1	5	2.961
38	0	2	12	19.188
38	3	0	12	21.096818181818183
38	0	0	2	3.309490445859873
38	3	1	4	3.2970454545454544
38	2	2	2	1.6901492537313432
38	0	1	14	18.548384057971017
38	3	3	2	1.7149999999999999
38	0	3	11	20.205
38	1	1	3	1.8606451612903225
38	3	2	6	6.974545454545455
38	2	3	7	6.955
38	2	0	10	18.325957446808513
38	1	0	11	18.71169934640523
38	1	2	5	3.2036000000000002
39	3	0	12	21.096818181818183
39	2	0	10	18.325957446808513
39	1	1	3	1.8606451612903225
39	2	3	7	6.955
39	1	2	5	3.2036000000000002
39	3	1	4	3.2970454545454544
39	3	2	6	6.974545454545455
39	0	0	2	3.309490445859873
39	0	1	14	18.548384057971017
39	0	2	12	19.188
39	2	1	5	2.961
39	1	0	11	18.71169934640523
39	0	3	11	20.205
39	2	2	2	1.6901492537313432
39	1	3	3	3.325
39	3	3	2	1.7149999999999999
40	0	0	2	3.309490445859873
40	1	3	3	3.325
40	2	3	7	6.955
40	0	3	11	20.205
40	2	2	2	1.6901492537313432
40	0	2	12	19.188
40	2	1	5	2.961
40	1	0	11	18.71169934640523
40	0	1	14	18.548384057971017
40	3	3	2	1.7149999999999999
40	1	2	5	3.2036000000000002
40	3	0	12	21.096818181818183
40	2	0	10	18.325957446808513
40	1	1	3	1.8606451612903225
40	3	2	6	6.974545454545455
40	3	1	4	3.2970454545454544
41	1	3	3	3.325
41	3	2	6	6.974545454545455
41	3	1	4	3.2970454545454544
41	0	0	2	3.309490445859873
41	3	0	12	21.096818181818183
41	0	1	14	18.548384057971017
41	2	2	2	1.6901492537313432
41	0	3	11	20.205
41	2	1	5	2.961
41	1	0	11	18.71169934640523
41	1	1	3	1.8606451612903225
41	2	0	10	18.325957446808513
41	1	2	5	3.2036000000000002
41	3	3	2	1.7149999999999999
41	0	2	12	19.188
41	2	3	7	6.955
42	0	2	12	19.188
42	3	3	2	1.7149999999999999
42	3	2	6	6.974545454545455
42	3	1	4	3.2970454545454544
42	3	0	12	21.096818181818183
42	2	3	7	6.955
42	2	1	5	2.961
42	2	0	10	18.325957446808513
42	2	2	2	1.6901492537313432
42	1	2	5	3.2036000000000002
42	0	0	2	3.309490445859873
42	0	1	14	18.548384057971017
42	1	1	3	1.8606451612903225
42	1	0	11	18.71169934640523
42	0	3	11	20.205
42	1	3	3	3.325
43	0	3	11	20.205
43	0	0	2	3.309490445859873
43	0	1	14	18.548384057971017
43	0	2	12	19.188
43	1	0	11	18.71169934640523
43	1	3	3	3.325
43	1	1	3	1.8606451612903225
43	2	2	2	1.6901492537313432
43	2	3	7	6.955
43	3	0	12	21.096818181818183
43	3	1	4	3.2970454545454544
43	2	0	10	18.325957446808513
43	3	2	6	6.974545454545455
43	3	3	2	1.7149999999999999
43	1	2	5	3.2036000000000002
43	2	1	5	2.961
44	0	1	14	18.548384057971017
44	3	1	4	3.2970454545454544
44	0	2	12	19.188
44	3	3	2	1.7149999999999999
44	0	0	2	3.309490445859873
44	3	2	6	6.974545454545455
44	1	3	3	3.325
44	0	3	11	20.205
44	2	3	7	6.955
44	1	2	5	3.2036000000000002
44	2	0	10	18.325957446808513
44	2	1	5	2.961
44	1	1	3	1.8606451612903225
44	2	2	2	1.6901492537313432
44	3	0	12	21.096818181818183
44	1	0	11	18.71169934640523
45	3	3	2	1.7149999999999999
45	2	0	10	18.325957446808513
45	1	3	3	3.325
45	3	2	6	6.974545454545455
45	1	2	5	3.2036000000000002
45	1	0	11	18.71169934640523
45	3	1	4	3.2970454545454544
45	2	1	5	2.961
45	2	3	7	6.955
45	1	1	3	1.8606451612903225
45	3	0	12	21.096818181818183
45	2	2	2	1.6901492537313432
45	0	2	12	19.188
45	0	3	11	20.205
45	0	1	14	18.548384057971017
45	0	0	2	3.309490445859873
46	0	0	2	3.309490445859873
46	0	3	11	20.205
46	1	0	11	18.71169934640523
46	1	1	3	1.8606451612903225
46	1	2	5	3.2036000000000002
46	1	3	3	3.325
46	2	1	5	2.961
46	0	2	12	19.188
46	2	2	2	1.6901492537313432
46	2	3	7	6.955
46	3	0	12	21.096818181818183
46	3	3	2	1.7149999999999999
46	2	0	10	18.325957446808513
46	0	1	14	18.548384057971017
46	3	2	6	6.974545454545455
46	3	1	4	3.2970454545454544
47	3	1	4	3.2970454545454544
47	0	2	12	19.188
47	0	3	11	20.205
47	2	2	2	1.6901492537313432
47	2	1	5	2.961
47	1	3	3	3.325
47	0	0	2	3.309490445859873
47	2	3	7	6.955
47	0	1	14	18.548384057971017
47	3	2	6	6.974545454545455
47	1	0	11	18.71169934640523
47	3	0	12	21.096818181818183
47	1	2	5	3.2036000000000002
47	1	1	3	1.8606451612903225
47	3	3	2	1.7149999999999999
47	2	0	10	18.325957446808513
48	1	0	12	18.273488372093023
48	3	3	1	0.63025
48	3	1	4	2.9092307692307693
48	2	1	5	3.097837837837838
48	3	2	6	7.183333333333334
48	1	2	5	3.206296296296296
48	2	0	11	18.347450980392157
48	2	3	6	7.152857142857143
48	1	3	4	3.027272727272727
48	1	1	3	1.4280434782608695
48	2	2	2	0.8548148148148148
48	3	0	11	21.117666666666665
48	0	3	12	20.394
48	0	0	3	4.030909090909091
48	0	2	12	18.719714285714286
48	0	1	13	18.411493506493507
49	1	2	5	3.206296296296296
49	1	0	12	18.273488372093023
49	2	0	11	18.347450980392157
49	3	2	6	7.183333333333334
49	0	0	3	4.030909090909091
49	2	3	6	7.152857142857143
49	0	1	13	18.411493506493507
49	2	1	5	3.097837837837838
49	1	3	4	3.027272727272727
49	0	3	12	20.394
49	2	2	2	0.8548148148148148
49	0	2	12	18.719714285714286
49	3	1	4	2.9092307692307693
49	3	3	1	0.63025
49	1	1	3	1.4280434782608695
49	3	0	11	21.117666666666665
50	3	0	11	21.117666666666665
50	1	3	4	3.027272727272727
50	1	2	5	3.206296296296296
50	2	3	6	7.152857142857143
50	3	1	4	2.9092307692307693
50	1	0	12	18.273488372093023
50	3	2	6	7.183333333333334
50	3	3	1	0.63025
50	0	3	12	20.394
50	0	0	3	4.030909090909091
50	1	1	3	1.4280434782608695
50	2	1	5	3.097837837837838
50	0	2	12	18.719714285714286
50	2	0	11	18.347450980392157
50	0	1	13	18.411493506493507
50	2	2	2	0.8548148148148148
51	2	1	5	3.097837837837838
51	0	0	3	4.030909090909091
51	0	1	13	18.411493506493507
51	3	1	4	2.9092307692307693
51	3	0	11	21.117666666666665
51	2	3	6	7.152857142857143
51	3	3	1	0.63025
51	1	3	4	3.027272727272727
51	1	0	12	18.273488372093023
51	1	2	5	3.206296296296296
51	2	2	2	0.8548148148148148
51	0	3	12	20.394
51	3	2	6	7.183333333333334
51	2	0	11	18.347450980392157
51	0	2	12	18.719714285714286
51	1	1	3	1.4280434782608695
52	3	1	4	2.9092307692307693
52	0	2	12	18.719714285714286
52	0	3	12	20.394
52	3	0	11	21.117666666666665
52	2	0	11	18.347450980392157
52	2	3	6	7.152857142857143
52	0	1	13	18.411493506493507
52	2	1	5	3.097837837837838
52	2	2	2	0.8548148148148148
52	1	3	4	3.027272727272727
52	1	2	5	3.206296296296296
52	0	0	3	4.030909090909091
52	1	0	12	18.273488372093023
52	3	2	6	7.183333333333334
52	3	3	1	0.63025
52	1	1	3	1.4280434782608695
53	0	3	12	20.394
53	3	2	6	7.183333333333334
53	3	0	11	21.117666666666665
53	2	3	6	7.152857142857143
53	3	3	1	0.63025
53	0	0	3	4.030909090909091
53	2	0	11	18.347450980392157
53	1	0	12	18.273488372093023
53	0	2	12	18.719714285714286
53	1	2	5	3.206296296296296
53	0	1	13	18.411493506493507
53	2	1	5	3.097837837837838
53	2	2	2	0.8548148148148148
53	3	1	4	2.9092307692307693
53	1	3	4	3.027272727272727
53	1	1	3	1.4280434782608695
54	2	1	5	3.097837837837838
54	1	2	5	3.206296296296296
54	0	2	12	18.719714285714286
54	3	1	4	2.9092307692307693
54	1	0	12	18.273488372093023
54	0	1	13	18.411493506493507
54	3	3	1	0.63025
54	3	0	11	21.117666666666665
54	2	0	11	18.347450980392157
54	2	3	6	7.152857142857143
54	0	3	12	20.394
54	2	2	2	0.8548148148148148
54	3	2	6	7.183333333333334
54	0	0	3	4.030909090909091
54	1	3	4	3.027272727272727
54	1	1	3	1.4280434782608695
55	2	0	11	18.347450980392157
55	1	3	4	3.027272727272727
55	1	0	12	18.273488372093023
55	0	2	12	18.719714285714286
55	1	2	5	3.206296296296296
55	0	3	12	20.394
55	0	0	3	4.030909090909091
55	1	1	3	1.4280434782608695
55	0	1	13	18.411493506493507
55	3	2	6	7.183333333333334
55	2	3	6	7.152857142857143
55	3	0	11	21.117666666666665
55	2	2	2	0.8548148148148148
55	3	1	4	2.9092307692307693
55	3	3	1	0.63025
55	2	1	5	3.097837837837838
56	3	1	4	2.9092307692307693
56	2	0	11	18.347450980392157
56	0	3	12	20.394
56	3	3	1	0.63025
56	1	1	3	1.4280434782608695
56	0	0	3	4.030909090909091
56	2	3	6	7.152857142857143
56	1	2	5	3.206296296296296
56	3	0	11	21.117666666666665
56	0	1	13	18.411493506493507
56	2	2	2	0.8548148148148148
56	1	3	4	3.027272727272727
56	3	2	6	7.183333333333334
56	1	0	12	18.273488372093023
56	2	1	5	3.097837837837838
56	0	2	12	18.719714285714286
