t,num_new_requests,frac_requests_fulfilled,frac_passenger-carrying_cars,frac_rerouting_cars,frac_charging_cars,frac_idling_cars,num_fulfilled_requests,num_queued_requests,num_abandoned_requests,frac_battery_cars_0,frac_battery_cars_1,frac_battery_cars_2,frac_battery_cars_3,frac_battery_cars_4,frac_battery_cars_5,frac_battery_cars_6,frac_battery_cars_7,frac_battery_cars_8,frac_battery_cars_9,num_trip_requests_0,num_cars_region_0,num_charging_cars_region_0,num_trip_requests_1,num_cars_region_1,num_charging_cars_region_1,num_trip_requests_2,num_cars_region_2,num_charging_cars_region_2,num_trip_requests_3,num_cars_region_3,num_charging_cars_region_3,num_trip_requests_4,num_cars_region_4,num_charging_cars_region_4,trial
128,18.5,0.0,0.0,0.0,0.0,1.0,0.0,18.5,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.5,37.5,0.0,3.5,17.0,0.0,2.5,11.5,0.0,6.0,28.0,0.0,0.5
129,23.5,0.0,0.0,0.0,0.0,1.0,0.0,23.5,18.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,37.5,0.0,6.0,17.0,0.0,2.5,11.5,0.0,7.0,28.0,0.0,0.5
130,19.5,0.0,0.0,0.0,0.0,1.0,0.0,19.5,23.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.5,37.5,0.0,6.5,17.0,0.0,2.5,11.5,0.0,4.0,28.0,0.0,0.5
131,22.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,19.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,9.5,37.5,0.0,4.0,17.0,0.0,3.0,11.5,0.0,5.0,28.0,0.0,0.5
132,26.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,11.0,37.5,0.0,4.0,17.0,0.0,4.0,11.5,0.0,6.5,28.0,0.0,0.5
133,30.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,14.0,37.5,0.0,3.0,17.0,0.0,3.5,11.5,0.0,9.0,28.0,0.0,0.5
134,31.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.5,37.5,0.0,6.0,17.0,0.0,5.0,11.5,0.0,7.5,28.0,0.0,0.5
135,31.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,14.0,37.5,0.0,5.0,17.0,0.0,4.0,11.5,0.0,7.0,28.0,0.0,0.5
136,28.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,10.5,37.5,0.0,3.5,17.0,0.0,3.5,11.5,0.0,10.0,28.0,0.0,0.5
137,22.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,11.5,37.5,0.0,2.5,17.0,0.0,1.5,11.5,0.0,6.0,28.0,0.0,0.5
138,29.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,0.0,10.0,37.5,0.0,3.0,17.0,0.0,2.5,11.5,0.0,12.0,28.0,0.0,0.5
139,25.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,11.5,37.5,0.0,3.0,17.0,0.0,2.0,11.5,0.0,8.0,28.0,0.0,0.5
140,22.5,0.0,0.0,0.0,0.0,1.0,0.0,22.5,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,0.0,10.0,37.5,0.0,2.0,17.0,0.0,4.0,11.5,0.0,5.0,28.0,0.0,0.5
141,25.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,22.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,9.0,37.5,0.0,4.0,17.0,0.0,4.0,11.5,0.0,7.5,28.0,0.0,0.5
142,24.5,0.0,0.0,0.0,0.0,1.0,0.0,24.5,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,9.5,37.5,0.0,2.5,17.0,0.0,3.5,11.5,0.0,8.0,28.0,0.0,0.5
143,26.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,24.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,37.5,0.0,4.5,17.0,0.0,2.0,11.5,0.0,8.5,28.0,0.0,0.5
144,34.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,6.0,0.0,12.5,37.5,0.0,5.0,17.0,0.0,3.5,11.5,0.0,10.5,28.0,0.0,0.5
145,30.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,9.5,37.5,0.0,5.0,17.0,0.0,5.0,11.5,0.0,10.0,28.0,0.0,0.5
146,26.5,0.0,0.0,0.0,0.0,1.0,0.0,26.5,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,37.5,0.0,4.0,17.0,0.0,1.5,11.5,0.0,9.0,28.0,0.0,0.5
147,31.5,0.0,0.0,0.0,0.0,1.0,0.0,31.5,26.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,16.5,37.5,0.0,5.5,17.0,0.0,3.0,11.5,0.0,6.0,28.0,0.0,0.5
148,27.5,0.0,0.0,0.0,0.0,1.0,0.0,27.5,31.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,13.0,37.5,0.0,2.0,17.0,0.0,6.0,11.5,0.0,5.5,28.0,0.0,0.5
149,30.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,27.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,11.0,37.5,0.0,5.5,17.0,0.0,4.5,11.5,0.0,8.5,28.0,0.0,0.5
150,26.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,11.0,37.5,0.0,6.0,17.0,0.0,2.5,11.5,0.0,5.5,28.0,0.0,0.5
151,31.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,13.0,37.5,0.0,3.0,17.0,0.0,4.5,11.5,0.0,8.5,28.0,0.0,0.5
152,24.5,0.0,0.0,0.0,0.0,1.0,0.0,24.5,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,12.0,37.5,0.0,3.0,17.0,0.0,2.5,11.5,0.0,6.0,28.0,0.0,0.5
153,23.5,0.0,0.0,0.0,0.0,1.0,0.0,23.5,24.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,9.5,37.5,0.0,2.5,17.0,0.0,5.0,11.5,0.0,6.5,28.0,0.0,0.5
154,28.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,23.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,10.5,37.5,0.0,4.0,17.0,0.0,3.5,11.5,0.0,9.0,28.0,0.0,0.5
155,29.5,0.0,0.0,0.0,0.0,1.0,0.0,29.5,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,15.0,37.5,0.0,3.5,17.0,0.0,5.5,11.5,0.0,5.5,28.0,0.0,0.5
156,26.5,0.0,0.0,0.0,0.0,1.0,0.0,26.5,29.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,11.5,37.5,0.0,3.5,17.0,0.0,3.5,11.5,0.0,7.5,28.0,0.0,0.5
157,24.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,26.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,10.5,37.5,0.0,2.0,17.0,0.0,3.5,11.5,0.0,7.0,28.0,0.0,0.5
158,35.5,0.0,0.0,0.0,0.0,1.0,0.0,35.5,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,14.0,37.5,0.0,3.0,17.0,0.0,8.0,11.5,0.0,10.0,28.0,0.0,0.5
159,29.5,0.0,0.0,0.0,0.0,1.0,0.0,29.5,35.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,15.0,37.5,0.0,2.5,17.0,0.0,3.0,11.5,0.0,9.0,28.0,0.0,0.5
160,30.5,0.0,0.0,0.0,0.0,1.0,0.0,30.5,29.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.5,37.5,0.0,6.0,17.0,0.0,4.5,11.5,0.0,7.5,28.0,0.0,0.5
161,29.5,0.0,0.0,0.0,0.0,1.0,0.0,29.5,30.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,37.5,0.0,4.0,17.0,0.0,6.0,11.5,0.0,7.5,28.0,0.0,0.5
162,32.5,0.0,0.0,0.0,0.0,1.0,0.0,32.5,29.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,14.0,37.5,0.0,4.5,17.0,0.0,4.5,11.5,0.0,9.0,28.0,0.0,0.5
163,28.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,32.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,12.5,37.5,0.0,6.0,17.0,0.0,2.0,11.5,0.0,6.5,28.0,0.0,0.5
164,29.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,37.5,0.0,4.5,17.0,0.0,2.5,11.5,0.0,9.0,28.0,0.0,0.5
165,31.5,0.0,0.0,0.0,0.0,1.0,0.0,31.5,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,14.0,37.5,0.0,5.5,17.0,0.0,6.0,11.5,0.0,6.0,28.0,0.0,0.5
166,31.5,0.0,0.0,0.0,0.0,1.0,0.0,31.5,31.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,12.5,37.5,0.0,6.0,17.0,0.0,3.5,11.5,0.0,9.0,28.0,0.0,0.5
167,29.5,0.0,0.0,0.0,0.0,1.0,0.0,29.5,31.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,8.5,37.5,0.0,7.0,17.0,0.0,4.0,11.5,0.0,9.0,28.0,0.0,0.5
168,30.5,0.0,0.0,0.0,0.0,1.0,0.0,30.5,29.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,12.5,37.5,0.0,4.0,17.0,0.0,3.5,11.5,0.0,10.0,28.0,0.0,0.5
169,31.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,30.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,15.5,37.5,0.0,3.5,17.0,0.0,2.5,11.5,0.0,8.5,28.0,0.0,0.5
170,27.5,0.0,0.0,0.0,0.0,1.0,0.0,27.5,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,12.0,37.5,0.0,3.0,17.0,0.0,3.5,11.5,0.0,8.5,28.0,0.0,0.5
171,27.5,0.0,0.0,0.0,0.0,1.0,0.0,27.5,27.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,11.0,37.5,0.0,3.5,17.0,0.0,4.0,11.5,0.0,5.0,28.0,0.0,0.5
172,22.5,0.0,0.0,0.0,0.0,1.0,0.0,22.5,27.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,11.5,37.5,0.0,0.5,17.0,0.0,3.5,11.5,0.0,6.5,28.0,0.0,0.5
173,35.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,22.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,15.5,37.5,0.0,6.5,17.0,0.0,3.5,11.5,0.0,9.0,28.0,0.0,0.5
174,31.5,0.0,0.0,0.0,0.0,1.0,0.0,31.5,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,14.0,37.5,0.0,7.0,17.0,0.0,3.0,11.5,0.0,6.5,28.0,0.0,0.5
175,27.5,0.0,0.0,0.0,0.0,1.0,0.0,27.5,31.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,10.5,37.5,0.0,4.5,17.0,0.0,4.0,11.5,0.0,7.5,28.0,0.0,0.5
176,25.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,27.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,8.0,37.5,0.0,5.5,17.0,0.0,1.5,11.5,0.0,9.5,28.0,0.0,0.5
177,26.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,10.5,37.5,0.0,4.0,17.0,0.0,5.0,11.5,0.0,6.0,28.0,0.0,0.5
178,26.5,0.0,0.0,0.0,0.0,1.0,0.0,26.5,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,14.5,37.5,0.0,3.0,17.0,0.0,2.5,11.5,0.0,5.5,28.0,0.0,0.5
179,24.5,0.0,0.0,0.0,0.0,1.0,0.0,24.5,26.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,12.0,37.5,0.0,4.0,17.0,0.0,5.0,11.5,0.0,2.5,28.0,0.0,0.5
180,30.5,0.0,0.0,0.0,0.0,1.0,0.0,30.5,24.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,16.5,37.5,0.0,4.5,17.0,0.0,2.5,11.5,0.0,6.5,28.0,0.0,0.5
181,27.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,30.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,0.0,10.5,37.5,0.0,6.0,17.0,0.0,3.5,11.5,0.0,5.5,28.0,0.0,0.5
182,30.5,0.0,0.0,0.0,0.0,1.0,0.0,30.5,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,14.0,37.5,0.0,3.5,17.0,0.0,2.5,11.5,0.0,9.5,28.0,0.0,0.5
183,23.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,30.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,11.0,37.5,0.0,2.5,17.0,0.0,2.5,11.5,0.0,6.5,28.0,0.0,0.5
184,25.5,0.0,0.0,0.0,0.0,1.0,0.0,25.5,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,10.5,37.5,0.0,3.5,17.0,0.0,2.0,11.5,0.0,8.5,28.0,0.0,0.5
185,36.5,0.0,0.0,0.0,0.0,1.0,0.0,36.5,25.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,0.0,16.0,37.5,0.0,4.5,17.0,0.0,5.0,11.5,0.0,9.5,28.0,0.0,0.5
186,25.5,0.0,0.0,0.0,0.0,1.0,0.0,25.5,36.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,6.0,0.0,7.5,37.5,0.0,4.0,17.0,0.0,3.5,11.5,0.0,8.0,28.0,0.0,0.5
187,28.0,0.011111111111111112,0.005,0.0,0.0,0.995,0.5,28.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,11.0,37.5,0.0,5.0,17.0,0.0,1.0,11.5,0.0,9.0,28.0,0.0,0.5
188,20.5,0.0,0.005,0.0,0.0,0.995,0.0,20.5,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.5,0.0,11.5,37.5,0.0,1.0,17.0,0.0,2.5,11.5,0.0,5.0,28.0,0.0,0.5
189,26.0,0.0,0.005,0.0,0.0,0.995,0.0,26.0,20.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.5,0.0,11.5,37.5,0.0,3.0,17.0,0.0,3.0,11.5,0.0,7.0,28.0,0.0,0.5
190,27.5,0.0,0.0,0.0,0.0,1.0,0.0,27.5,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.5,37.5,0.0,4.0,17.0,0.0,4.0,11.5,0.0,9.0,28.0,0.0,0.5
191,27.5,0.0,0.0,0.0,0.0,1.0,0.0,27.5,27.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,12.5,37.5,0.0,4.0,17.0,0.0,1.0,11.5,0.0,9.0,28.0,0.0,0.5
192,35.0,0.00847457627118644,0.005,0.0,0.0,0.995,0.5,34.5,27.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,15.0,37.5,0.0,4.0,17.0,0.0,7.0,11.5,0.0,8.0,28.0,0.0,0.5
193,21.5,0.0,0.005,0.0,0.0,0.995,0.0,21.5,34.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,7.5,37.5,0.0,5.5,17.0,0.0,2.0,11.5,0.0,6.5,28.0,0.0,0.5
194,22.5,0.0,0.0,0.0,0.0,1.0,0.0,22.5,21.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,10.5,37.5,0.0,5.5,17.0,0.0,1.5,11.5,0.0,4.5,28.0,0.0,0.5
195,28.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,22.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,12.5,37.5,0.0,5.5,17.0,0.0,2.0,11.5,0.0,7.0,28.0,0.0,0.5
196,28.5,0.0,0.0,0.0,0.0,1.0,0.0,28.5,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,14.0,37.5,0.0,5.5,17.0,0.0,0.0,11.5,0.0,7.0,28.0,0.0,0.5
197,31.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,28.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,0.0,18.0,37.5,0.0,3.0,17.0,0.0,1.5,11.5,0.0,7.0,28.0,0.0,0.5
198,33.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,17.0,37.5,0.0,1.5,17.0,0.0,3.0,11.5,0.0,8.5,28.0,0.0,0.5
199,29.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,6.0,0.0,13.5,37.5,0.0,2.5,17.0,0.0,2.0,11.5,0.0,8.5,28.0,0.0,0.5
200,32.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,0.0,13.0,37.5,0.0,5.0,17.0,0.0,2.5,11.5,0.0,10.0,28.0,0.0,0.5
201,39.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,15.5,37.5,0.0,5.0,17.0,0.0,5.0,11.5,0.0,11.5,28.0,0.0,0.5
202,27.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,12.0,37.5,0.0,5.5,17.0,0.0,2.5,11.5,0.0,6.5,28.0,0.0,0.5
203,39.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,19.0,37.5,0.0,6.0,17.0,0.0,4.0,11.5,0.0,9.0,28.0,0.0,0.5
204,44.5,0.0,0.0,0.0,0.0,1.0,0.0,44.5,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,20.0,37.5,0.0,7.0,17.0,0.0,4.0,11.5,0.0,11.5,28.0,0.0,0.5
205,41.5,0.0,0.0,0.0,0.0,1.0,0.0,41.5,44.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,6.0,0.0,15.5,37.5,0.0,6.0,17.0,0.0,7.0,11.5,0.0,10.5,28.0,0.0,0.5
206,51.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,41.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,0.0,22.0,37.5,0.0,8.0,17.0,0.0,5.5,11.5,0.0,14.0,28.0,0.0,0.5
207,42.5,0.005434782608695652,0.005,0.0,0.0,0.995,0.5,42.5,50.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,24.5,37.5,0.0,5.5,17.0,0.0,2.5,11.5,0.0,8.0,28.0,0.0,0.5
208,47.0,0.0,0.005,0.0,0.0,0.995,0.0,47.0,42.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,23.5,37.5,0.0,6.5,17.0,0.0,4.0,11.5,0.0,13.0,28.0,0.0,0.5
209,39.5,0.0,0.0,0.0,0.0,1.0,0.0,39.5,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,23.0,37.5,0.0,5.0,17.0,0.0,2.5,11.5,0.0,8.0,28.0,0.0,0.5
210,31.5,0.0,0.0,0.0,0.0,1.0,0.0,31.5,39.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,13.5,37.5,0.0,5.5,17.0,0.0,2.0,11.5,0.0,8.5,28.0,0.0,0.5
211,50.5,0.0,0.0,0.0,0.0,1.0,0.0,50.5,31.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,29.5,37.5,0.0,6.5,17.0,0.0,5.0,11.5,0.0,9.5,28.0,0.0,0.5
212,45.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,50.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,0.0,21.0,37.5,0.0,7.5,17.0,0.0,3.0,11.5,0.0,12.0,28.0,0.0,0.5
213,41.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,24.0,37.5,0.0,5.0,17.0,0.0,3.0,11.5,0.0,8.5,28.0,0.0,0.5
214,45.5,0.0,0.0,0.0,0.0,1.0,0.0,45.5,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,23.5,37.5,0.0,8.5,17.0,0.0,4.5,11.5,0.0,8.5,28.0,0.0,0.5
215,52.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,45.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,22.0,37.5,0.0,7.0,17.0,0.0,7.5,11.5,0.0,14.5,28.0,0.0,0.5
216,43.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,0.0,19.0,37.5,0.0,8.5,17.0,0.0,4.0,11.5,0.0,10.0,28.0,0.0,0.5
217,51.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,25.0,37.5,0.0,7.0,17.0,0.0,5.5,11.5,0.0,12.5,28.0,0.0,0.5
218,42.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,37.5,0.0,6.5,17.0,0.0,4.5,11.5,0.0,11.0,28.0,0.0,0.5
219,43.5,0.0,0.0,0.0,0.0,1.0,0.0,43.5,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,19.5,37.5,0.0,5.5,17.0,0.0,3.5,11.5,0.0,14.0,28.0,0.0,0.5
220,43.5,0.0,0.0,0.0,0.0,1.0,0.0,43.5,43.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,21.5,37.5,0.0,6.5,17.0,0.0,5.5,11.5,0.0,9.0,28.0,0.0,0.5
221,46.5,0.0,0.0,0.0,0.0,1.0,0.0,46.5,43.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,20.5,37.5,0.0,7.0,17.0,0.0,5.5,11.5,0.0,12.5,28.0,0.0,0.5
222,51.5,0.0,0.0,0.0,0.0,1.0,0.0,51.5,46.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,22.0,37.5,0.0,12.0,17.0,0.0,6.5,11.5,0.0,10.0,28.0,0.0,0.5
