trial,t,num_new_requests,frac_requests_fulfilled,frac_traveling_cars,frac_charging_cars,frac_idling_cars,num_fulfilled_requests,num_queued_requests,num_abandoned_requests,frac_low_battery_cars,frac_med_battery_cars,frac_high_battery_cars,num_trip_requests_0,num_cars_region_0,num_trip_requests_1,num_cars_region_1,num_trip_requests_2,num_cars_region_2,num_trip_requests_3,num_cars_region_3
0,23.5,2.9583333333333335,0.32321503727753725,0.7847222222222222,0.024305555555555552,0.1909722222222222,1.3333333333333333,2.3333333333333335,1.5833333333333333,0.3958333333333333,0.3125,0.2916666666666667,1.0208333333333333,0.9166666666666666,1.1666666666666667,1.0208333333333333,0.4375,1.6666666666666667,0.3333333333333333,0.5208333333333334
1,23.5,2.9791666666666665,0.3166689213564214,0.8298611111111112,0.03125,0.1388888888888889,1.5208333333333333,2.1666666666666665,1.4166666666666667,0.3194444444444444,0.328125,0.3524305555555556,1.2708333333333333,1.125,0.9375,1.5,0.5625,0.5416666666666666,0.20833333333333334,0.5833333333333334
2,23.5,2.8958333333333335,0.3662367724867725,0.8003472222222222,0.020833333333333332,0.17881944444444445,1.6458333333333333,1.8958333333333333,1.1875,0.4010416666666667,0.2916666666666667,0.3072916666666667,1.1041666666666667,1.2083333333333333,1.0833333333333333,0.8333333333333334,0.5208333333333334,0.8125,0.1875,0.9791666666666666
3,23.5,2.9583333333333335,0.3279874639249639,0.8194444444444445,0.026041666666666668,0.15451388888888887,1.5,1.9583333333333333,1.3958333333333333,0.3993055555555556,0.3072916666666667,0.2934027777777778,0.9791666666666666,0.75,1.2083333333333333,1.625,0.5208333333333334,0.7291666666666666,0.25,0.4375
4,23.5,2.75,0.415749007936508,0.828125,0.029513888888888885,0.1423611111111111,1.5208333333333333,1.8125,1.1666666666666667,0.40277777777777773,0.3055555555555555,0.2916666666666667,0.9583333333333334,0.7916666666666666,1.0833333333333333,0.9583333333333334,0.5,1.2708333333333333,0.20833333333333334,0.4791666666666667
5,23.5,2.9166666666666665,0.329728835978836,0.8020833333333334,0.026041666666666668,0.171875,1.5833333333333333,2.1458333333333335,1.2708333333333333,0.3697916666666667,0.3177083333333333,0.3125,1.1458333333333333,1.0625,1.1458333333333333,1.4375,0.4375,1.125,0.1875,0.4791666666666667
6,23.5,2.9166666666666665,0.323514911014911,0.7482638888888888,0.012152777777777778,0.23958333333333334,1.5416666666666667,2.0833333333333335,1.2916666666666667,0.4861111111111111,0.24826388888888887,0.265625,1.0833333333333333,1.0208333333333333,1.1666666666666667,1.4166666666666667,0.5,1.3333333333333333,0.16666666666666666,0.875
7,23.5,3.0833333333333335,0.4542275432900433,0.8385416666666666,0.041666666666666664,0.11979166666666667,2.0416666666666665,1.8125,1.0416666666666667,0.22395833333333334,0.3177083333333333,0.4583333333333333,1.125,0.6875,1.1666666666666667,1.7916666666666667,0.4583333333333333,0.3333333333333333,0.3333333333333333,0.5833333333333334
8,23.5,3.0416666666666665,0.3029431216931217,0.7534722222222222,0.01909722222222222,0.22743055555555555,1.4583333333333333,2.3333333333333335,1.5208333333333333,0.4166666666666667,0.2690972222222222,0.3142361111111111,1.0416666666666667,0.875,1.1666666666666667,1.5416666666666667,0.5625,0.7083333333333334,0.2708333333333333,1.4583333333333333
9,23.5,2.6458333333333335,0.3420056216931217,0.8125,0.027777777777777776,0.15972222222222224,1.3541666666666667,1.875,1.1875,0.3055555555555555,0.3107638888888889,0.3836805555555556,1.0416666666666667,0.7291666666666666,1.0,1.3541666666666667,0.4375,0.75,0.16666666666666666,0.9791666666666666
