trial,t,num_new_requests,frac_requests_fulfilled,frac_traveling_cars,frac_charging_cars,frac_idling_cars,num_fulfilled_requests,num_queued_requests,num_abandoned_requests,frac_low_battery_cars,frac_med_battery_cars,frac_high_battery_cars,num_trip_requests_0,num_cars_region_0,num_trip_requests_1,num_cars_region_1,num_trip_requests_2,num_cars_region_2,num_trip_requests_3,num_cars_region_3
0,23.5,2.6875,0.40807103775853776,0.9010416666666666,0.052083333333333336,0.046875,1.6041666666666667,1.875,1.0625,0.24305555555555555,0.3975694444444444,0.359375,0.9583333333333334,0.8125,1.0416666666666667,0.8125,0.4791666666666667,0.4583333333333333,0.20833333333333334,0.6041666666666666
1,23.5,2.9583333333333335,0.40050580206830205,0.8888888888888888,0.046875,0.0642361111111111,1.7291666666666667,1.8958333333333333,1.1875,0.2604166666666667,0.3576388888888889,0.3819444444444444,1.1875,0.6458333333333334,1.0416666666666667,0.9166666666666666,0.4791666666666667,0.5625,0.25,0.5416666666666666
2,23.5,3.0625,0.2749395858770859,0.8246527777777778,0.04513888888888889,0.13020833333333334,1.3541666666666667,2.2916666666666665,1.5833333333333333,0.3125,0.2986111111111111,0.3888888888888889,0.9583333333333334,0.7708333333333334,1.25,0.8958333333333334,0.5208333333333334,0.9166666666666666,0.3333333333333333,0.8541666666666666
3,23.5,2.9791666666666665,0.285099506974507,0.8645833333333334,0.0625,0.07291666666666667,1.4166666666666667,2.1458333333333335,1.5,0.2065972222222222,0.3680555555555556,0.42534722222222227,1.1041666666666667,1.0833333333333333,1.0625,0.2708333333333333,0.6666666666666666,0.7291666666666666,0.14583333333333334,0.5208333333333334
4,23.5,2.875,0.3974401755651755,0.8993055555555555,0.04340277777777777,0.057291666666666664,1.7083333333333333,1.75,1.125,0.23611111111111113,0.4322916666666667,0.3315972222222222,1.0,0.6875,1.1875,1.0416666666666667,0.5625,0.4166666666666667,0.125,0.6875
5,23.5,2.875,0.3873376623376623,0.8576388888888888,0.05381944444444444,0.08854166666666667,1.6041666666666667,1.9583333333333333,1.25,0.18055555555555555,0.3767361111111111,0.4427083333333333,1.1041666666666667,0.75,1.0,1.1458333333333333,0.5416666666666666,0.8541666666666666,0.22916666666666666,0.625
6,23.5,2.9791666666666665,0.31607969576719575,0.84375,0.034722222222222224,0.12152777777777778,1.6458333333333333,2.2083333333333335,1.2916666666666667,0.34722222222222227,0.3836805555555556,0.2690972222222222,1.0208333333333333,0.625,1.1041666666666667,1.2291666666666667,0.5833333333333334,0.3333333333333333,0.2708333333333333,1.1041666666666667
7,23.5,3.0833333333333335,0.29914847883597884,0.8506944444444445,0.05381944444444444,0.0954861111111111,1.375,2.4791666666666665,1.625,0.1875,0.4270833333333333,0.3854166666666667,1.0833333333333333,0.8541666666666666,1.2291666666666667,0.7916666666666666,0.5,1.0,0.2708333333333333,0.6458333333333334
8,23.5,2.9791666666666665,0.3288690476190476,0.8940972222222222,0.048611111111111105,0.057291666666666664,1.5625,2.0625,1.3125,0.20486111111111113,0.4305555555555556,0.3645833333333333,0.9791666666666666,0.7916666666666666,1.1666666666666667,0.8541666666666666,0.5833333333333334,0.5833333333333334,0.25,0.4375
9,23.5,3.125,0.3436680796055796,0.8420138888888888,0.05381944444444444,0.10416666666666667,1.6041666666666667,2.3125,1.4791666666666667,0.2222222222222222,0.34722222222222227,0.4305555555555556,0.8958333333333334,0.9166666666666666,1.25,1.0,0.5833333333333334,0.5833333333333334,0.3958333333333333,0.8541666666666666
