t,num_new_requests,frac_requests_fulfilled,frac_traveling_cars,frac_charging_cars,frac_idling_cars,num_fulfilled_requests,num_queued_requests,num_abandoned_requests,frac_low_battery_cars,frac_med_battery_cars,frac_high_battery_cars,num_trip_requests_0,num_cars_region_0,num_charging_cars_region_0,num_trip_requests_1,num_cars_region_1,num_charging_cars_region_1,num_trip_requests_2,num_cars_region_2,num_charging_cars_region_2,num_trip_requests_3,num_cars_region_3,num_charging_cars_region_3,num_trip_requests_4,num_cars_region_4,num_charging_cars_region_4,num_trip_requests_5,num_cars_region_5,num_charging_cars_region_5,num_trip_requests_6,num_cars_region_6,num_charging_cars_region_6,num_trip_requests_7,num_cars_region_7,num_charging_cars_region_7,num_trip_requests_8,num_cars_region_8,num_charging_cars_region_8,num_trip_requests_9,num_cars_region_9,num_charging_cars_region_9,trial
103,15.5,0.1588787035737652,0.21800000000000003,0.0,0.782,4.9,11.9,13.2,0.0,0.021,0.9789999999999999,0.0,14.8,0.0,0.6,31.3,0.0,1.8,34.5,0.0,3.3,0.0,0.0,0.8,0.0,0.0,1.1,0.0,0.0,1.1,0.1,0.0,1.5,0.0,0.0,2.8,0.0,0.0,2.5,0.0,0.0,4.5
104,13.2,0.1296496989600438,0.21600000000000003,0.0,0.784,3.1,11.5,10.4,0.0,0.022,0.978,0.0,15.0,0.0,0.0,30.6,0.0,0.8,33.6,0.0,2.3,0.0,0.0,1.7,0.0,0.0,1.3,0.0,0.0,1.2,0.0,0.0,0.8,0.0,0.0,3.3,0.0,0.0,1.8,0.0,0.0,4.5
105,15.7,0.18393562456062457,0.221,0.0,0.779,4.8,12.0,10.3,0.0,0.024,0.976,0.1,14.6,0.0,0.2,31.4,0.0,2.3,34.5,0.0,2.4,0.0,0.0,1.4,0.0,0.0,1.9,0.0,0.0,1.2,0.0,0.0,1.5,0.0,0.0,3.1,0.0,0.0,1.6,0.0,0.0,4.5
106,15.6,0.1317103370767164,0.22400000000000003,0.0,0.776,3.7,12.9,10.9,0.0,0.025,0.975,0.0,14.5,0.0,0.5,31.3,0.0,1.2,33.5,0.0,3.8,0.0,0.0,1.1,0.0,0.0,1.2,0.0,0.0,0.9,0.0,0.0,1.0,0.0,0.0,3.3,0.0,0.0,2.6,0.0,0.0,4.5
107,16.0,0.14158869704770377,0.221,0.0,0.779,4.1,13.0,11.8,0.0,0.027000000000000003,0.9730000000000001,0.1,14.2,0.0,0.1,30.7,0.0,1.7,34.9,0.0,2.3,0.0,0.0,1.0,0.0,0.0,1.2,0.0,0.0,1.4,0.0,0.0,1.7,0.0,0.0,4.0,0.0,0.0,2.5,0.0,0.0,4.5
108,18.3,0.11232869885354672,0.221,0.0,0.779,3.6,15.6,12.1,0.0,0.031,0.969,0.0,14.2,0.0,0.2,30.5,0.0,1.4,34.8,0.0,4.7,0.0,0.0,1.5,0.0,0.0,1.3,0.0,0.0,1.9,0.0,0.0,1.2,0.0,0.0,3.9,0.0,0.0,2.2,0.0,0.0,4.5
109,17.1,0.15351928015776004,0.229,0.0,0.771,4.5,13.8,14.3,0.0,0.033,0.967,0.2,14.2,0.0,0.3,30.1,0.0,1.7,35.0,0.0,4.0,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.9,0.0,0.0,2.8,0.0,0.0,3.4,0.0,0.0,4.5
110,15.0,0.09208159188641084,0.217,0.0,0.783,2.4,13.3,13.0,0.0,0.034,0.966,0.0,14.5,0.0,0.1,29.6,0.0,0.8,35.1,0.0,3.5,0.0,0.0,1.9,0.0,0.0,1.2,0.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,2.9,0.0,0.0,1.6,0.1,0.0,4.5
111,16.6,0.14127208026354138,0.217,0.0,0.783,4.0,13.4,12.5,0.0,0.034999999999999996,0.9650000000000001,0.1,14.7,0.0,0.1,29.7,0.0,1.5,35.6,0.0,3.2,0.2,0.0,1.7,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,1.6,0.0,0.0,3.6,0.0,0.0,2.3,0.0,0.0,4.5
112,16.7,0.1239264111514751,0.22799999999999998,0.0,0.772,3.7,14.2,12.2,0.0,0.036,0.9640000000000001,0.0,14.7,0.0,0.1,29.2,0.0,1.4,34.8,0.0,3.8,0.0,0.0,1.3,0.0,0.0,1.5,0.0,0.0,1.1,0.2,0.0,1.4,0.0,0.0,4.4,0.0,0.0,1.7,0.0,0.0,4.5
113,16.8,0.15092728190477323,0.24,0.0,0.76,4.7,13.0,13.3,0.0,0.037,0.9630000000000001,0.0,15.0,0.0,0.7,29.0,0.0,1.9,34.6,0.0,3.4,0.0,0.0,0.9,0.0,0.0,2.2,0.0,0.0,1.8,0.0,0.0,1.1,0.0,0.0,2.4,0.0,0.0,2.4,0.0,0.0,4.5
114,16.6,0.1400024203847897,0.244,0.0,0.756,4.1,13.5,11.9,0.0,0.039,0.961,0.0,14.8,0.0,0.6,27.9,0.0,1.2,34.7,0.0,3.6,0.1,0.0,1.5,0.1,0.0,1.7,0.0,0.0,1.6,0.0,0.0,1.0,0.0,0.0,3.3,0.0,0.0,2.1,0.0,0.0,4.5
115,13.3,0.1527805253700693,0.256,0.0,0.744,3.9,10.3,12.5,0.0,0.041,0.959,0.0,14.9,0.0,0.5,27.0,0.0,1.8,34.8,0.0,2.4,0.0,0.0,1.1,0.0,0.0,1.4,0.0,0.0,1.5,0.0,0.0,0.7,0.0,0.0,2.0,0.0,0.0,1.9,0.0,0.0,4.5
116,13.9,0.20469547693685625,0.255,0.0,0.745,4.7,10.4,9.1,0.0,0.043,0.9570000000000001,0.2,14.9,0.0,0.1,27.1,0.0,1.6,34.3,0.0,4.0,0.3,0.0,1.2,0.0,0.0,0.5,0.0,0.0,0.9,0.0,0.0,0.6,0.1,0.0,2.7,0.0,0.0,2.1,0.0,0.0,4.5
117,13.9,0.16924091124280877,0.254,0.0,0.746,4.1,10.9,9.3,0.0,0.044,0.9560000000000001,0.1,15.0,0.0,0.6,26.7,0.0,1.4,35.0,0.0,2.2,0.0,0.0,1.8,0.0,0.0,2.0,0.0,0.0,1.4,0.1,0.0,0.8,0.1,0.0,2.5,0.0,0.0,1.1,0.0,0.0,4.5
118,14.7,0.1852489748959078,0.256,0.0,0.744,4.6,11.3,9.7,0.0,0.045,0.9550000000000001,0.1,15.3,0.0,0.3,26.2,0.0,1.8,35.1,0.0,3.0,0.1,0.0,1.9,0.0,0.0,0.6,0.0,0.0,1.0,0.1,0.0,0.9,0.0,0.0,2.5,0.0,0.0,2.6,0.0,0.0,4.5
119,14.7,0.16296826758926303,0.254,0.0,0.746,4.4,11.4,10.2,0.0,0.045,0.9550000000000001,0.0,15.4,0.0,0.1,25.9,0.0,1.5,34.9,0.0,3.2,0.3,0.0,0.9,0.0,0.0,1.5,0.0,0.0,1.8,0.0,0.0,1.2,0.0,0.0,2.4,0.0,0.0,2.1,0.0,0.0,4.5
120,13.3,0.22334579819705674,0.255,0.0,0.745,5.4,9.1,10.2,0.0,0.045,0.9550000000000001,0.0,15.6,0.0,0.2,25.9,0.0,2.2,35.4,0.0,3.4,0.1,0.0,1.3,0.0,0.0,0.8,0.0,0.0,1.2,0.0,0.0,0.8,0.0,0.0,1.8,0.0,0.0,1.6,0.0,0.0,4.5
121,14.1,0.2041601966873706,0.265,0.0,0.735,4.6,10.4,8.2,0.0,0.046,0.954,0.0,15.3,0.0,0.6,25.7,0.0,1.4,34.5,0.0,3.8,0.0,0.0,0.8,0.0,0.0,1.0,0.1,0.0,1.1,0.0,0.0,0.9,0.0,0.0,2.9,0.0,0.0,1.6,0.0,0.0,4.5
122,12.1,0.2139369459043372,0.261,0.0,0.739,4.9,8.6,9.0,0.0,0.048,0.952,0.0,15.2,0.0,0.4,25.3,0.0,1.3,34.8,0.0,2.8,0.0,0.0,0.5,0.0,0.0,1.1,0.1,0.0,1.1,0.1,0.0,0.5,0.1,0.0,2.6,0.0,0.0,1.8,0.0,0.0,4.5
123,9.5,0.1780827067669173,0.24700000000000003,0.0,0.753,3.2,7.3,7.6,0.0,0.048,0.952,0.0,15.3,0.0,0.1,25.1,0.0,1.0,35.5,0.0,1.4,0.3,0.0,0.7,0.0,0.0,1.2,0.1,0.0,1.0,0.1,0.0,0.7,0.1,0.0,2.0,0.0,0.0,1.4,0.0,0.0,4.5
124,11.5,0.3055555555555555,0.253,0.0,0.747,5.6,6.7,6.5,0.0,0.048,0.952,0.0,15.6,0.0,0.1,24.7,0.0,2.2,36.3,0.0,2.5,0.2,0.0,0.8,0.0,0.0,1.0,0.2,0.0,0.7,0.3,0.0,0.3,0.3,0.0,2.4,0.0,0.0,1.5,0.0,0.0,4.5
125,11.4,0.2864396284829721,0.271,0.0,0.729,5.2,6.8,6.1,0.0,0.052000000000000005,0.9480000000000001,0.0,15.4,0.0,0.6,24.4,0.0,2.0,35.7,0.0,2.1,0.0,0.0,0.6,0.0,0.0,0.8,0.2,0.0,1.3,0.2,0.0,0.9,0.2,0.0,1.4,0.0,0.0,1.7,0.0,0.0,4.5
126,12.2,0.23206776024113487,0.262,0.0,0.738,4.1,9.3,5.6,0.0,0.053000000000000005,0.9470000000000001,0.0,15.6,0.0,0.1,23.7,0.0,0.9,35.5,0.0,3.3,0.2,0.0,0.7,0.0,0.0,0.9,0.1,0.0,0.9,0.2,0.0,1.2,0.0,0.0,2.9,0.0,0.0,1.3,0.0,0.0,4.5
127,13.3,0.2558496042477736,0.267,0.0,0.733,5.9,8.6,8.1,0.0,0.054000000000000006,0.946,0.0,15.6,0.0,0.3,23.3,0.0,1.9,36.4,0.0,2.2,0.4,0.0,1.1,0.1,0.0,1.0,0.0,0.0,1.5,0.1,0.0,0.9,0.3,0.0,2.5,0.0,0.0,1.9,0.0,0.0,4.5
128,13.1,0.25726943346508563,0.281,0.0,0.7190000000000001,5.7,8.4,7.5,0.0,0.056999999999999995,0.943,0.0,15.5,0.0,0.6,22.9,0.0,2.2,36.1,0.0,2.9,0.1,0.0,0.8,0.2,0.0,1.4,0.1,0.0,0.7,0.1,0.0,0.5,0.3,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.5
129,13.3,0.2727398434898435,0.29300000000000004,0.0,0.7070000000000001,5.7,8.8,7.2,0.0,0.057999999999999996,0.942,0.0,15.7,0.0,0.9,22.1,0.0,1.6,35.2,0.0,2.8,0.1,0.0,0.8,0.1,0.0,1.0,0.1,0.0,1.1,0.0,0.0,0.8,0.2,0.0,2.7,0.0,0.0,1.6,0.0,0.0,4.5
130,14.9,0.2420025873081466,0.30700000000000005,0.0,0.693,5.7,9.7,8.2,0.0,0.057999999999999996,0.942,0.2,15.7,0.0,0.7,21.5,0.0,2.2,35.2,0.0,2.8,0.1,0.0,1.2,0.3,0.0,1.2,0.1,0.0,1.9,0.0,0.0,0.6,0.0,0.0,2.5,0.0,0.0,1.6,0.1,0.0,4.5
131,11.7,0.24049183801421653,0.29500000000000004,0.0,0.705,4.6,8.2,8.6,0.0,0.06,0.9400000000000001,0.0,15.5,0.0,0.0,21.2,0.0,1.8,35.2,0.0,2.8,0.4,0.0,1.0,0.1,0.0,0.9,0.0,0.0,1.1,0.0,0.0,0.7,0.2,0.0,1.4,0.0,0.0,2.0,0.0,0.0,4.5
132,11.5,0.32449275266444466,0.30500000000000005,0.0,0.6950000000000001,6.2,6.6,6.9,0.0,0.062,0.938,0.0,15.6,0.0,0.9,20.7,0.0,1.8,35.7,0.0,2.5,0.2,0.0,0.9,0.1,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.6,0.4,0.0,2.5,0.0,0.0,0.9,0.1,0.0,4.5
133,11.2,0.26331046948694004,0.30700000000000005,0.0,0.693,4.3,7.7,5.8,0.0,0.064,0.9359999999999999,0.0,15.7,0.0,0.6,19.9,0.0,1.2,35.3,0.0,2.3,0.0,0.0,1.1,0.2,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.7,0.2,0.0,2.0,0.0,0.0,1.7,0.0,0.0,4.5
134,13.3,0.30313946843105055,0.298,0.0,0.7020000000000001,6.2,8.2,6.6,0.0,0.064,0.9359999999999999,0.0,16.2,0.0,0.2,20.1,0.0,2.1,35.8,0.0,3.7,0.1,0.0,0.7,0.1,0.0,0.9,0.2,0.0,1.3,0.1,0.0,0.4,0.4,0.0,2.5,0.1,0.0,1.5,0.1,0.0,4.5
135,12.7,0.2739485175389066,0.308,0.0,0.692,5.3,8.5,7.1,0.0,0.069,0.931,0.0,16.1,0.0,0.2,20.2,0.0,2.3,35.1,0.0,3.0,0.0,0.0,0.8,0.1,0.0,0.6,0.1,0.0,0.8,0.0,0.0,0.9,0.4,0.0,2.2,0.0,0.0,1.9,0.0,0.0,4.5
136,12.1,0.32834147334147334,0.313,0.0,0.687,6.8,7.3,6.5,0.0,0.07,0.93,0.0,16.4,0.0,0.3,20.0,0.0,1.5,33.9,0.0,2.7,0.1,0.0,0.9,0.1,0.0,1.3,0.2,0.0,1.0,0.0,0.0,1.1,0.1,0.0,1.5,0.0,0.0,1.8,0.1,0.0,4.5
137,12.7,0.26801736825266237,0.298,0.0,0.7020000000000001,5.1,8.7,6.2,0.0,0.07100000000000001,0.9289999999999999,0.1,16.4,0.0,0.1,20.5,0.0,1.4,34.8,0.0,3.7,0.2,0.0,0.8,0.1,0.0,1.4,0.0,0.0,0.9,0.1,0.0,0.8,0.1,0.0,2.7,0.0,0.0,0.8,0.0,0.0,4.5
138,13.4,0.34121071332465636,0.319,0.0,0.681,7.6,7.6,6.9,0.0,0.072,0.9279999999999999,0.0,16.5,0.0,1.0,20.1,0.0,2.4,34.6,0.0,3.1,0.3,0.0,1.0,0.0,0.0,1.0,0.2,0.0,0.9,0.2,0.0,0.7,0.1,0.0,1.9,0.0,0.0,1.4,0.0,0.0,4.5
139,10.7,0.28172471061789944,0.312,0.0,0.688,4.9,7.4,5.9,0.0,0.077,0.923,0.1,16.5,0.0,0.1,19.4,0.0,1.1,33.5,0.0,2.4,0.3,0.0,0.7,0.2,0.0,1.0,0.2,0.0,1.5,0.3,0.0,0.2,0.1,0.0,2.7,0.0,0.0,0.9,0.0,0.0,4.5
140,9.3,0.31535664627769894,0.304,0.0,0.696,5.0,5.1,6.6,0.0,0.079,0.921,0.0,16.2,0.0,0.1,19.5,0.0,1.9,34.9,0.0,2.2,0.8,0.0,0.8,0.1,0.0,0.4,0.2,0.0,0.4,0.3,0.0,0.7,0.2,0.0,1.8,0.1,0.0,1.0,0.1,0.0,4.5
141,10.3,0.36940153929318015,0.307,0.0,0.693,5.5,5.8,4.1,0.0,0.082,0.9179999999999999,0.0,16.1,0.0,0.3,19.2,0.0,1.5,35.0,0.0,2.4,1.0,0.0,1.2,0.0,0.0,0.7,0.2,0.0,0.8,0.3,0.0,0.6,0.2,0.0,1.3,0.1,0.0,1.5,0.2,0.0,4.5
142,13.2,0.35631179484842435,0.319,0.0,0.6809999999999999,6.6,7.8,4.6,0.0,0.08499999999999999,0.915,0.0,16.1,0.0,0.6,19.2,0.0,2.1,34.8,0.0,1.8,0.8,0.0,1.1,0.0,0.0,1.0,0.1,0.0,2.1,0.3,0.0,0.7,0.2,0.0,2.2,0.0,0.0,1.6,0.0,0.0,4.5
143,10.9,0.37385900012178785,0.32199999999999995,0.0,0.678,6.4,5.7,6.6,0.0,0.089,0.9109999999999999,0.1,16.1,0.0,0.2,18.6,0.0,1.7,34.3,0.0,3.2,0.9,0.0,0.9,0.0,0.0,0.4,0.0,0.0,0.8,0.2,0.0,0.7,0.2,0.0,1.8,0.4,0.0,1.1,0.0,0.0,4.5
144,11.2,0.34793673818441617,0.32199999999999995,0.0,0.678,5.6,6.6,4.6,0.0,0.091,0.909,0.0,16.0,0.0,0.3,18.8,0.0,1.6,34.4,0.0,3.4,0.7,0.0,1.2,0.1,0.0,0.9,0.1,0.0,0.8,0.2,0.0,0.1,0.0,0.0,2.1,0.2,0.0,0.8,0.1,0.0,4.5
145,12.3,0.3594185422383363,0.326,0.0,0.674,6.2,7.0,5.7,0.0,0.094,0.906,0.0,15.6,0.0,0.6,18.8,0.0,2.5,34.9,0.0,3.3,0.6,0.0,0.5,0.0,0.0,0.5,0.2,0.0,1.0,0.7,0.0,0.4,0.1,0.0,1.4,0.1,0.0,2.1,0.2,0.0,4.5
146,10.1,0.40198532499044004,0.318,0.0,0.682,6.9,4.6,5.6,0.0,0.099,0.901,0.1,16.3,0.0,0.2,18.6,0.0,1.8,34.0,0.0,2.1,0.9,0.0,0.6,0.3,0.0,0.8,0.3,0.0,1.3,0.7,0.0,0.6,0.4,0.0,1.6,0.1,0.0,1.0,0.1,0.0,4.5
147,13.5,0.40767429938482563,0.33599999999999997,0.0,0.6639999999999999,7.1,7.3,3.7,0.0,0.10700000000000001,0.893,0.3,16.1,0.0,0.4,18.7,0.0,2.5,33.5,0.0,3.5,1.4,0.0,0.8,0.3,0.0,0.5,0.3,0.0,1.5,0.4,0.0,0.7,0.3,0.0,1.5,0.1,0.0,1.8,0.1,0.0,4.5
148,10.6,0.42559047127622984,0.33599999999999997,0.0,0.664,7.2,5.5,5.2,0.0,0.10900000000000001,0.891,0.0,16.0,0.0,0.2,18.3,0.0,1.5,32.6,0.0,2.6,1.1,0.0,0.8,0.2,0.0,0.4,0.4,0.0,0.7,0.2,0.0,0.8,0.3,0.0,2.4,0.0,0.0,1.2,0.1,0.0,4.5
149,13.8,0.3870855559129553,0.348,0.0,0.6519999999999999,7.5,7.6,4.2,0.0,0.11200000000000002,0.8880000000000001,0.0,16.1,0.0,0.3,18.4,0.0,2.1,32.0,0.0,4.3,1.0,0.0,0.7,0.4,0.0,0.9,0.4,0.0,1.2,0.3,0.0,0.8,0.3,0.0,1.8,0.0,0.0,1.7,0.0,0.0,4.5
150,14.2,0.33305293342633496,0.358,0.0,0.642,7.1,8.4,6.3,0.0,0.118,0.882,0.1,16.0,0.0,0.4,18.5,0.0,2.6,31.8,0.0,3.4,0.6,0.0,1.1,0.4,0.0,1.1,0.4,0.0,0.6,0.4,0.0,0.6,0.2,0.0,2.5,0.1,0.0,1.8,0.1,0.0,4.5
151,10.6,0.3567940759504227,0.364,0.0,0.6359999999999999,6.2,6.1,6.7,0.0,0.124,0.876,0.0,15.8,0.0,0.2,18.4,0.0,1.7,30.5,0.0,1.9,0.2,0.0,1.3,0.2,0.0,0.8,0.2,0.0,1.0,0.6,0.0,0.5,0.1,0.0,1.7,0.0,0.0,1.5,0.2,0.0,4.5
152,11.4,0.5053028365496396,0.368,0.0,0.632,8.7,4.4,4.4,0.0,0.132,0.868,0.0,15.6,0.0,0.1,18.8,0.0,2.2,30.2,0.0,2.5,0.8,0.0,0.7,0.2,0.0,0.8,0.3,0.0,0.6,0.5,0.0,1.1,0.2,0.0,1.9,0.1,0.0,1.5,0.0,0.0,4.5
153,13.2,0.3834556035639627,0.366,0.0,0.634,6.7,7.1,3.8,0.0,0.142,0.858,0.1,15.4,0.0,0.6,19.0,0.0,1.4,30.1,0.0,3.1,1.1,0.0,1.7,0.2,0.0,1.2,0.1,0.0,1.1,0.8,0.0,0.8,0.1,0.0,2.0,0.0,0.0,1.2,0.0,0.0,4.5
154,11.6,0.339359477124183,0.352,0.0,0.648,6.4,6.8,5.5,0.0,0.149,0.851,0.0,15.3,0.0,0.4,18.5,0.0,1.4,32.0,0.0,2.7,1.0,0.0,1.3,0.2,0.0,0.9,0.0,0.0,1.2,0.8,0.0,0.5,0.0,0.0,1.8,0.0,0.0,1.4,0.0,0.0,4.5
155,12.1,0.37968636721036103,0.355,0.0,0.645,6.8,6.8,5.3,0.0,0.156,0.844,0.0,15.5,0.0,0.2,18.4,0.0,1.8,31.8,0.0,3.4,0.9,0.0,0.7,0.2,0.0,0.5,0.0,0.0,0.7,0.7,0.0,0.8,0.2,0.0,2.4,0.0,0.0,1.6,0.0,0.0,4.5
156,13.2,0.368058240778829,0.355,0.0,0.645,7.4,7.0,5.6,0.0,0.162,0.8380000000000001,0.1,15.4,0.0,0.4,18.7,0.0,2.2,32.2,0.0,2.9,0.8,0.0,1.6,0.5,0.0,1.1,0.0,0.0,0.5,0.7,0.0,0.9,0.1,0.0,2.1,0.0,0.0,1.4,0.0,0.0,4.5
157,16.5,0.3564690668793053,0.379,0.0,0.621,8.3,9.1,6.1,0.0,0.173,0.827,0.1,14.9,0.0,0.8,18.3,0.0,2.7,31.6,0.0,2.7,0.6,0.0,1.7,0.2,0.0,1.5,0.0,0.0,1.0,0.6,0.0,1.5,0.1,0.0,2.1,0.0,0.0,2.4,0.1,0.0,4.5
158,15.2,0.41695741758241756,0.4,0.0,0.6,10.0,6.8,7.5,0.0,0.185,0.8150000000000001,0.0,14.7,0.0,0.7,17.8,0.0,3.2,30.8,0.0,3.1,0.7,0.0,1.1,0.0,0.0,0.6,0.1,0.0,1.1,0.6,0.0,0.8,0.1,0.0,2.7,0.0,0.0,1.9,0.2,0.0,4.5
159,12.5,0.3535546801403579,0.398,0.0,0.6020000000000001,6.8,7.5,5.0,0.0,0.198,0.8019999999999999,0.0,14.8,0.0,0.1,17.6,0.0,1.8,29.1,0.0,2.7,0.5,0.0,0.7,0.1,0.0,1.0,0.1,0.0,0.7,0.5,0.0,1.4,0.3,0.0,2.6,0.0,0.0,1.5,0.0,0.0,4.5
160,15.1,0.3677557896068126,0.396,0.0,0.604,7.9,8.3,6.4,0.0,0.215,0.7849999999999999,0.1,14.9,0.0,0.8,18.2,0.0,2.5,29.8,0.0,4.6,0.7,0.0,1.1,0.2,0.0,0.7,0.1,0.0,0.2,0.3,0.0,0.5,0.2,0.0,3.2,0.0,0.0,1.4,0.1,0.0,4.5
161,14.2,0.3081882397227666,0.39299999999999996,0.0,0.607,6.7,8.8,7.0,0.0,0.223,0.7769999999999999,0.0,15.2,0.0,0.0,17.3,0.0,2.9,29.3,0.0,3.1,0.7,0.0,0.8,0.2,0.0,1.3,0.0,0.0,1.2,0.6,0.0,0.3,0.6,0.0,2.7,0.0,0.0,1.9,0.1,0.0,4.5
162,13.8,0.3372351545982378,0.395,0.0,0.605,7.5,7.7,7.4,0.0,0.23600000000000004,0.764,0.1,15.3,0.0,0.2,17.5,0.0,2.8,29.4,0.0,4.6,0.7,0.0,0.9,0.3,0.0,0.7,0.0,0.0,0.5,0.3,0.0,1.0,0.7,0.0,2.1,0.0,0.0,0.9,0.0,0.0,4.5
163,14.6,0.3802734409525581,0.403,0.0,0.597,8.2,7.7,6.4,0.0,0.254,0.746,0.0,15.1,0.0,0.6,17.1,0.0,2.8,28.8,0.0,3.0,0.9,0.0,1.2,0.7,0.0,0.9,0.0,0.0,0.9,0.3,0.0,0.6,0.7,0.0,2.6,0.1,0.0,2.0,0.0,0.0,4.5
164,12.0,0.3780151038045775,0.40199999999999997,0.0,0.5980000000000001,7.5,6.0,6.2,0.0,0.267,0.733,0.1,15.1,0.0,0.3,16.8,0.0,2.3,28.7,0.0,3.2,1.5,0.0,0.6,0.5,0.0,1.1,0.1,0.0,1.1,0.3,0.0,0.3,0.8,0.0,1.6,0.0,0.0,1.4,0.2,0.0,4.5
165,14.1,0.43146275548833096,0.41,0.0,0.5900000000000001,8.7,6.4,5.0,0.0,0.284,0.716,0.0,15.1,0.0,0.7,16.9,0.0,1.9,27.7,0.0,3.5,1.2,0.0,1.8,0.8,0.0,0.6,0.1,0.0,0.8,0.2,0.0,0.3,0.8,0.0,2.6,0.1,0.0,1.9,0.3,0.0,4.5
166,13.5,0.3754870178840767,0.41200000000000003,0.0,0.588,7.6,7.1,5.2,0.0,0.302,0.6980000000000001,0.0,15.1,0.0,0.1,16.9,0.0,2.2,26.9,0.0,2.9,1.5,0.0,1.2,0.7,0.0,1.2,0.4,0.0,1.2,0.1,0.0,0.9,0.9,0.0,2.1,0.0,0.0,1.7,0.0,0.0,4.5
167,15.2,0.38694988014968834,0.41900000000000004,0.0,0.5810000000000001,8.4,7.9,5.9,0.0,0.318,0.682,0.1,15.5,0.0,0.6,17.2,0.0,2.3,26.5,0.0,3.6,1.5,0.0,1.3,0.5,0.0,0.8,0.6,0.0,1.7,0.2,0.0,1.1,0.7,0.0,2.7,0.0,0.0,1.0,0.0,0.0,4.5
168,13.7,0.44193062926925153,0.41900000000000004,0.0,0.581,9.5,5.4,6.7,0.0,0.33599999999999997,0.6639999999999999,0.1,15.2,0.0,0.4,17.1,0.0,2.5,27.1,0.0,3.6,1.9,0.0,1.2,0.4,0.0,1.1,0.6,0.0,0.9,0.5,0.0,0.8,0.5,0.0,1.8,0.0,0.0,1.3,0.1,0.0,4.5
169,15.9,0.41887017576379015,0.445,0.0,0.5549999999999999,8.9,8.0,4.4,0.0,0.367,0.633,0.4,15.1,0.0,0.9,17.3,0.0,2.5,25.8,0.0,3.8,0.6,0.0,1.3,0.3,0.0,1.2,0.6,0.0,0.8,0.4,0.0,0.8,0.3,0.0,1.8,0.0,0.0,2.4,0.3,0.0,4.5
170,14.7,0.42030025747672806,0.44800000000000006,0.0,0.5519999999999999,9.0,7.8,5.9,0.0,0.39699999999999996,0.603,0.1,14.8,0.0,0.9,16.8,0.0,2.6,25.2,0.0,3.8,0.1,0.0,0.9,0.3,0.0,0.8,0.4,0.0,1.1,0.8,0.0,0.9,0.7,0.0,2.3,0.0,0.0,1.3,0.0,0.0,4.5
171,14.2,0.43575928025169014,0.441,0.0,0.5589999999999999,8.4,8.2,5.4,0.0,0.42699999999999994,0.5730000000000001,0.1,14.8,0.0,0.7,16.5,0.0,2.0,25.3,0.0,4.0,0.3,0.0,1.4,0.5,0.0,0.6,0.4,0.0,0.5,1.0,0.0,1.4,0.4,0.0,2.0,0.2,0.0,1.5,0.0,0.0,4.5
172,14.6,0.4300893512573857,0.44699999999999995,0.0,0.553,9.2,7.4,6.1,0.0,0.457,0.5429999999999999,0.1,14.8,0.0,0.7,15.8,0.0,2.5,25.9,0.0,3.6,0.5,0.0,1.4,0.4,0.0,0.9,0.4,0.0,0.7,1.2,0.0,0.6,0.3,0.0,2.6,0.1,0.0,1.5,0.2,0.0,4.5
173,14.2,0.4044347041847042,0.458,0.0,0.542,8.1,7.7,5.8,0.0,0.47800000000000004,0.522,0.0,15.4,0.0,0.8,15.1,0.0,2.3,24.8,0.0,3.2,0.6,0.0,1.2,0.2,0.0,1.0,0.6,0.0,1.5,1.0,0.0,0.9,0.5,0.0,1.8,0.0,0.0,1.5,0.0,0.0,4.5
174,13.2,0.36770574006391576,0.45899999999999996,0.0,0.541,7.3,7.5,6.0,0.0,0.499,0.501,0.0,15.8,0.0,0.2,14.6,0.0,1.8,24.0,0.0,3.1,1.0,0.0,1.0,0.0,0.0,1.1,0.3,0.0,1.5,1.1,0.0,0.8,0.7,0.0,2.3,0.0,0.0,1.4,0.1,0.0,4.5
175,12.6,0.4488694331983806,0.45,0.0,0.55,8.6,6.2,5.2,0.0,0.523,0.47700000000000004,0.0,16.2,0.0,0.7,14.4,0.0,2.2,25.6,0.0,2.7,0.6,0.0,1.3,0.2,0.0,1.2,0.0,0.0,1.1,0.7,0.0,0.5,0.5,0.0,2.6,0.4,0.0,0.3,0.1,0.0,4.5
176,14.4,0.4200316996908059,0.45999999999999996,0.0,0.54,8.4,6.7,5.5,0.0,0.548,0.45199999999999996,0.1,16.4,0.0,0.3,14.1,0.0,3.5,25.1,0.0,3.0,1.1,0.0,1.1,0.2,0.0,1.2,0.0,0.0,0.9,1.0,0.0,0.7,0.3,0.0,2.1,0.4,0.0,1.5,0.3,0.0,4.5
177,13.6,0.34282203294867863,0.46399999999999997,0.0,0.536,6.7,7.8,5.8,0.0,0.584,0.41600000000000004,0.0,16.5,0.0,0.6,13.5,0.0,1.9,23.2,0.0,3.8,1.6,0.0,1.4,0.1,0.0,1.0,0.0,0.0,0.6,0.9,0.0,0.6,0.4,0.0,2.4,0.2,0.0,1.3,0.3,0.0,4.5
