trial,t,num_new_requests,frac_requests_fulfilled,frac_traveling_cars,frac_charging_cars,frac_idling_cars,num_fulfilled_requests,num_queued_requests,num_abandoned_requests,frac_low_battery_cars,frac_med_battery_cars,frac_high_battery_cars
0,23.5,2.9166666666666665,0.7569196428571429,0.8098958333333334,0.07638888888888888,0.11371527777777778,2.6875,0.9583333333333334,0.16666666666666666,0.19010416666666666,0.3029513888888889,0.5069444444444444
1,23.5,2.9166666666666665,0.7783730158730159,0.8263888888888888,0.06076388888888889,0.11284722222222222,2.7916666666666665,0.7916666666666666,0.10416666666666667,0.21006944444444445,0.3342013888888889,0.4557291666666667
2,23.5,2.9166666666666665,0.8138640873015873,0.8142361111111112,0.07291666666666667,0.11284722222222222,2.7291666666666665,0.7083333333333334,0.14583333333333334,0.18923611111111113,0.3177083333333333,0.4930555555555556
3,23.5,2.9166666666666665,0.6752066798941799,0.7899305555555555,0.05555555555555555,0.15451388888888887,2.3541666666666665,1.1875,0.5208333333333334,0.2777777777777778,0.3159722222222222,0.40625
4,23.5,2.9166666666666665,0.6507771164021164,0.8350694444444445,0.06163194444444445,0.1032986111111111,2.375,1.2083333333333333,0.5,0.18055555555555555,0.3819444444444444,0.4375
5,23.5,2.9166666666666665,0.8380952380952381,0.8454861111111112,0.07725694444444443,0.07725694444444445,2.7708333333333335,0.5625,0.125,0.0954861111111111,0.3515625,0.552951388888889
6,23.5,2.9166666666666665,0.7620535714285714,0.8298611111111112,0.06597222222222222,0.10416666666666667,2.7083333333333335,0.7708333333333334,0.16666666666666666,0.17361111111111113,0.359375,0.4670138888888889
7,23.5,2.9166666666666665,0.7541666666666668,0.8298611111111112,0.06510416666666667,0.10503472222222222,2.7916666666666665,0.8958333333333334,0.08333333333333333,0.19010416666666666,0.3012152777777778,0.5086805555555556
8,23.5,2.9166666666666665,0.756671626984127,0.8315972222222222,0.05555555555555555,0.11284722222222222,2.5833333333333335,0.875,0.3125,0.24131944444444445,0.3342013888888889,0.4244791666666667
9,23.5,2.9166666666666665,0.7064236111111111,0.8211805555555555,0.04600694444444444,0.1328125,2.5833333333333335,0.9375,0.2916666666666667,0.2543402777777778,0.3237847222222222,0.421875
