t,num_new_requests,frac_requests_fulfilled,frac_passenger-carrying_cars,frac_rerouting_cars,frac_charging_cars,frac_idling_cars,num_fulfilled_requests,num_queued_requests,num_abandoned_requests,frac_battery_cars_0,frac_battery_cars_1,frac_battery_cars_2,frac_battery_cars_3,frac_battery_cars_4,frac_battery_cars_5,frac_battery_cars_6,frac_battery_cars_7,frac_battery_cars_8,frac_battery_cars_9,num_trip_requests_0,num_cars_region_0,num_charging_cars_region_0,num_trip_requests_1,num_cars_region_1,num_charging_cars_region_1,num_trip_requests_2,num_cars_region_2,num_charging_cars_region_2,num_trip_requests_3,num_cars_region_3,num_charging_cars_region_3,num_trip_requests_4,num_cars_region_4,num_charging_cars_region_4,num_trip_requests_5,num_cars_region_5,num_charging_cars_region_5,trial
0,9.0,1.0,0.09,0.01,0.0,0.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.992,0.5,15.6,0.0,0.4,15.8,0.0,3.7,15.6,0.0,2.3,16.0,0.0,1.1,16.0,0.0,1.0,20.0,0.0,4.5
1,8.1,1.0,0.166,0.02,0.0,0.8140000000000001,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.9890000000000001,0.0,14.8,0.0,0.1,15.1,0.0,3.8,11.5,0.0,2.2,13.7,0.0,0.9,15.0,0.0,1.1,19.4,0.0,4.5
2,8.1,1.0,0.174,0.025,0.0,0.8009999999999999,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.982,0.2,14.3,0.0,0.6,14.9,0.0,3.9,9.3,0.0,2.1,13.1,0.0,0.5,15.1,0.0,0.8,21.5,0.0,4.5
3,8.2,1.0,0.174,0.031,0.0,0.795,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.977,0.3,13.9,0.0,0.3,14.0,0.0,2.9,8.3,0.0,2.2,12.8,0.0,1.1,16.0,0.0,1.4,22.7,0.0,4.5
4,9.1,0.990909090909091,0.184,0.037,0.0,0.779,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.9730000000000001,0.0,13.4,0.0,0.5,13.2,0.0,3.6,7.8,0.0,2.8,12.5,0.0,0.6,16.0,0.0,1.6,24.0,0.0,4.5
5,8.0,1.0,0.185,0.035,0.0,0.78,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.967,0.1,13.0,0.0,0.2,12.4,0.0,3.8,7.5,0.0,2.1,11.2,0.0,0.8,16.6,0.0,1.0,25.1,0.0,4.5
6,7.3,1.0,0.174,0.041999999999999996,0.0,0.784,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.9629999999999999,0.1,12.6,0.0,0.1,11.8,0.0,3.3,5.9,0.0,2.0,10.9,0.0,0.7,17.5,0.0,1.1,26.8,0.0,4.5
7,7.8,0.9846153846153847,0.162,0.046,0.0,0.792,7.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.9560000000000001,0.2,12.1,0.0,0.4,11.5,0.0,2.6,5.4,0.0,2.2,10.8,0.0,0.9,18.3,0.0,1.5,28.3,0.0,4.5
8,9.9,0.955952380952381,0.182,0.036,0.0,0.782,9.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.952,0.1,11.5,0.0,0.1,10.7,0.0,4.9,5.2,0.0,2.5,10.8,0.0,1.2,18.7,0.0,1.1,29.6,0.0,4.5
9,7.6,0.9033333333333333,0.177,0.034999999999999996,0.0,0.788,6.9,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05600000000000001,0.944,0.2,11.0,0.0,0.5,10.5,0.0,3.6,3.7,0.0,1.4,10.3,0.0,0.8,18.9,0.0,1.1,30.1,0.0,4.5
10,7.8,0.8808333333333334,0.15,0.047,0.0,0.8029999999999999,7.2,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.9410000000000001,0.1,10.7,0.0,0.1,9.8,0.0,3.7,3.9,0.0,1.6,11.0,0.0,0.6,19.8,0.0,1.7,31.5,0.0,4.5
11,7.0,0.9309090909090909,0.15,0.039,0.0,0.8109999999999999,6.8,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.9339999999999999,0.1,10.1,0.0,0.3,9.6,0.0,3.4,3.0,0.0,1.9,12.1,0.0,0.6,19.9,0.0,0.7,31.7,0.0,4.5
12,4.5,0.95,0.126,0.037,0.0,0.837,4.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.933,0.0,9.9,0.0,0.0,9.4,0.0,1.9,3.3,0.0,1.7,11.6,0.0,0.5,20.2,0.0,0.4,32.7,0.0,4.5
13,3.7,0.8191666666666666,0.093,0.048,0.0,0.859,3.2,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.9279999999999999,0.2,9.7,0.0,0.0,9.4,0.0,1.6,3.1,0.0,1.2,11.8,0.0,0.3,20.5,0.0,0.4,33.8,0.0,4.5
14,4.2,0.7333333333333334,0.074,0.046,0.0,0.8800000000000001,3.5,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.9219999999999999,0.1,9.2,0.0,0.0,9.2,0.0,1.8,4.4,0.0,1.0,11.4,0.0,0.3,21.2,0.0,1.0,35.9,0.0,4.5
15,3.5,0.876461038961039,0.078,0.037,0.0,0.885,3.3,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.9199999999999999,0.0,8.9,0.0,0.0,9.2,0.0,1.2,4.6,0.0,1.3,11.2,0.0,0.6,21.5,0.0,0.4,35.7,0.0,4.5
16,4.1,0.8166666666666667,0.079,0.034999999999999996,0.0,0.8859999999999999,4.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08499999999999999,0.915,0.0,8.8,0.0,0.0,9.1,0.0,1.9,5.3,0.0,1.0,10.9,0.0,0.6,22.3,0.0,0.6,35.7,0.0,4.5
17,2.9,0.8133333333333332,0.075,0.04,0.0,0.885,2.8,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.9129999999999999,0.0,8.7,0.0,0.0,9.1,0.0,1.1,4.1,0.0,1.1,10.6,0.0,0.4,22.2,0.0,0.3,36.2,0.0,4.5
18,2.8,0.8833333333333334,0.05900000000000001,0.039,0.0,0.9019999999999999,2.6,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.9109999999999999,0.1,8.6,0.0,0.0,9.1,0.0,1.6,4.5,0.0,0.8,10.8,0.0,0.3,22.7,0.0,0.0,37.1,0.0,4.5
19,4.0,0.807936507936508,0.064,0.033999999999999996,0.0,0.9019999999999999,3.2,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.909,0.0,8.3,0.0,0.0,8.9,0.0,1.7,4.1,0.0,1.5,10.9,0.0,0.3,22.9,0.0,0.5,37.8,0.0,4.5
20,3.7,0.7230769230769231,0.061,0.026000000000000002,0.0,0.913,2.6,1.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.907,0.1,8.3,0.0,0.0,9.1,0.0,2.3,3.4,0.0,0.5,10.7,0.0,0.5,23.4,0.0,0.3,38.7,0.0,4.5
21,3.5,0.6066666666666667,0.05500000000000001,0.032,0.0,0.913,2.7,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.092,0.907,0.0,8.2,0.0,0.0,9.0,0.0,1.7,2.8,0.0,0.9,10.6,0.0,0.5,23.5,0.0,0.4,39.6,0.0,4.5
22,4.6,0.7396428571428572,0.061,0.026000000000000002,0.0,0.913,3.6,1.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.096,0.9029999999999999,0.0,8.0,0.0,0.0,9.0,0.0,2.4,2.2,0.0,0.7,10.3,0.0,0.7,24.4,0.0,0.8,40.4,0.0,4.5
23,4.2,0.7762445887445887,0.069,0.022,0.0,0.909,3.6,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.098,0.901,0.2,7.8,0.0,0.0,9.0,0.0,1.7,2.1,0.0,0.9,10.2,0.0,0.4,24.2,0.0,1.0,40.5,0.0,4.5
24,2.6,0.8166666666666667,0.05800000000000001,0.028000000000000004,0.0,0.914,2.2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.10200000000000001,0.8969999999999999,0.0,7.9,0.0,0.0,9.0,0.0,0.9,1.8,0.0,1.3,10.0,0.0,0.0,24.1,0.0,0.4,40.3,0.0,4.5
25,1.9,0.9266666666666665,0.038,0.03,0.0,0.932,1.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.10300000000000001,0.8959999999999999,0.0,7.9,0.0,0.0,9.0,0.0,1.1,2.3,0.0,0.4,9.8,0.0,0.1,24.4,0.0,0.3,41.0,0.0,4.5
26,2.0,0.8666666666666666,0.037,0.026000000000000002,0.0,0.9369999999999999,1.8,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.10500000000000001,0.8939999999999999,0.0,8.0,0.0,0.0,9.1,0.0,0.9,2.6,0.0,0.4,10.0,0.0,0.5,24.6,0.0,0.2,41.1,0.0,4.5
27,2.5,0.9,0.045,0.024,0.0,0.931,2.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.10900000000000001,0.89,0.0,7.9,0.0,0.0,9.1,0.0,1.1,2.3,0.0,1.0,9.9,0.0,0.2,24.7,0.0,0.2,41.4,0.0,4.5
28,2.2,0.9083333333333334,0.045,0.023,0.0,0.932,1.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.10900000000000001,0.889,0.1,7.7,0.0,0.0,9.1,0.0,0.6,2.0,0.0,0.6,9.4,0.0,0.1,25.1,0.0,0.8,41.7,0.0,4.5
29,2.0,0.7066666666666667,0.036,0.022,0.0,0.942,1.6,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.11199999999999999,0.8859999999999999,0.0,7.5,0.0,0.0,9.3,0.0,0.7,2.0,0.0,0.7,9.5,0.0,0.2,25.4,0.0,0.4,42.1,0.0,4.5
30,2.3,0.7,0.034999999999999996,0.020999999999999998,0.0,0.944,1.6,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.11199999999999999,0.8859999999999999,0.0,7.5,0.0,0.0,9.4,0.0,1.2,1.6,0.0,0.7,9.4,0.0,0.2,25.6,0.0,0.2,42.4,0.0,4.5
31,2.7,0.6875,0.037,0.015,0.0,0.9480000000000001,2.1,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.11699999999999999,0.881,0.1,7.7,0.0,0.0,9.6,0.0,1.4,1.6,0.0,0.5,9.4,0.0,0.2,25.9,0.0,0.5,42.5,0.0,4.5
32,2.4,0.6369047619047619,0.033,0.019,0.0,0.9480000000000001,1.6,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.118,0.8800000000000001,0.0,7.6,0.0,0.0,9.6,0.0,1.1,1.4,0.0,0.4,9.2,0.0,0.2,25.8,0.0,0.7,42.7,0.0,4.5
33,2.7,0.7316666666666667,0.04,0.016999999999999998,0.0,0.943,2.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.122,0.876,0.0,7.5,0.0,0.0,9.6,0.0,1.1,1.2,0.0,0.6,9.6,0.0,0.5,25.7,0.0,0.5,42.7,0.0,4.5
34,2.2,0.7933333333333333,0.034,0.019,0.0,0.9470000000000001,1.5,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.126,0.8720000000000001,0.1,7.4,0.0,0.0,9.8,0.0,1.0,1.3,0.0,0.4,9.1,0.0,0.4,25.7,0.0,0.3,42.7,0.0,4.5
35,1.6,0.6666666666666667,0.023,0.022,0.0,0.9550000000000001,0.8,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.127,0.8699999999999999,0.0,7.2,0.0,0.0,9.9,0.0,0.7,1.4,0.0,0.5,9.3,0.0,0.1,25.7,0.0,0.3,42.7,0.0,4.5
36,1.4,0.6933333333333334,0.018,0.023,0.0,0.959,1.1,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.13,0.866,0.0,7.2,0.0,0.0,9.9,0.0,0.3,1.5,0.0,0.4,9.1,0.0,0.1,26.1,0.0,0.6,43.1,0.0,4.5
37,1.5,0.7566666666666666,0.026000000000000002,0.017,0.0,0.9570000000000001,1.2,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.13,0.865,0.0,7.4,0.0,0.0,10.0,0.0,0.7,1.4,0.0,0.2,8.9,0.0,0.1,25.9,0.0,0.5,43.1,0.0,4.5
38,1.3,0.7266666666666667,0.023,0.016999999999999998,0.0,0.96,0.9,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.134,0.86,0.1,7.2,0.0,0.0,10.1,0.0,0.6,1.6,0.0,0.2,8.6,0.0,0.1,26.1,0.0,0.3,43.0,0.0,4.5
39,0.9,0.75,0.019,0.020999999999999998,0.0,0.96,0.7,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.135,0.858,0.0,7.0,0.0,0.0,10.1,0.0,0.2,1.6,0.0,0.1,8.5,0.0,0.4,26.5,0.0,0.2,43.0,0.0,4.5
40,1.2,0.7833333333333333,0.02,0.016999999999999998,0.0,0.9629999999999999,0.9,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.13899999999999998,0.8540000000000001,0.0,7.1,0.0,0.0,10.3,0.0,0.4,1.8,0.0,0.0,8.6,0.0,0.2,26.3,0.0,0.6,43.1,0.0,4.5
41,1.2,0.3833333333333333,0.018,0.022,0.0,0.96,0.4,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.143,0.85,0.0,7.2,0.0,0.0,10.2,0.0,0.8,1.7,0.0,0.3,8.5,0.0,0.0,26.2,0.0,0.1,42.6,0.0,4.5
42,1.0,0.4333333333333333,0.016999999999999998,0.019999999999999997,0.0,0.9629999999999999,0.3,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.146,0.8470000000000001,0.0,7.5,0.0,0.0,10.4,0.0,0.7,1.6,0.0,0.1,8.2,0.0,0.0,26.2,0.0,0.2,42.7,0.0,4.5
43,1.2,0.475,0.015,0.023,0.0,0.962,0.4,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.146,0.8470000000000001,0.0,7.7,0.0,0.0,10.6,0.0,0.9,1.6,0.0,0.0,8.2,0.0,0.3,26.0,0.0,0.0,42.5,0.0,4.5
44,0.7,0.6,0.011,0.023,0.0,0.966,0.3,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.149,0.844,0.0,7.6,0.0,0.0,10.7,0.0,0.4,1.8,0.0,0.1,8.3,0.0,0.2,25.7,0.0,0.0,42.8,0.0,4.5
45,2.5,0.5285714285714286,0.018,0.02,0.0,0.962,1.3,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.15,0.843,0.0,7.8,0.0,0.0,11.1,0.0,1.5,1.6,0.0,0.6,8.3,0.0,0.2,25.8,0.0,0.2,42.9,0.0,4.5
46,0.6,0.5,0.014000000000000002,0.02,0.0,0.966,0.5,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.152,0.841,0.0,8.1,0.0,0.0,11.4,0.0,0.2,1.3,0.0,0.2,8.1,0.0,0.0,25.7,0.0,0.2,42.5,0.0,4.5
47,1.6,0.425,0.013000000000000001,0.019,0.0,0.968,0.7,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.157,0.836,0.0,8.1,0.0,0.0,11.5,0.0,0.8,1.3,0.0,0.5,8.2,0.0,0.1,25.9,0.0,0.2,42.5,0.0,4.5
48,1.7,0.3761904761904762,0.013000000000000001,0.020999999999999998,0.0,0.966,0.7,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.16499999999999998,0.828,0.0,8.2,0.0,0.0,11.5,0.0,1.0,1.1,0.0,0.4,7.9,0.0,0.1,26.0,0.0,0.2,42.6,0.0,4.5
49,2.2,0.5700000000000001,0.020999999999999998,0.023,0.0,0.9560000000000001,1.4,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.007000000000000001,0.175,0.817,0.0,7.9,0.0,0.0,11.9,0.0,0.7,0.9,0.0,0.5,7.6,0.0,0.2,26.0,0.0,0.8,42.6,0.0,4.5
50,1.6,0.7033333333333334,0.031,0.024,0.0,0.945,1.3,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.009,0.182,0.808,0.0,7.9,0.0,0.0,11.9,0.0,0.2,0.9,0.0,0.4,7.2,0.0,0.4,25.8,0.0,0.6,42.1,0.0,4.5
51,1.5,0.74,0.04,0.03,0.0,0.93,1.2,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.01,0.192,0.7969999999999999,0.0,8.0,0.0,0.0,12.1,0.0,0.3,0.9,0.0,0.1,6.8,0.0,0.3,25.2,0.0,0.8,41.2,0.0,4.5
52,1.4,0.6083333333333333,0.038,0.036,0.0,0.9259999999999999,0.5,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.011,0.194,0.7939999999999999,0.0,8.0,0.0,0.0,12.2,0.0,0.6,1.1,0.0,0.3,6.4,0.0,0.2,24.9,0.0,0.3,40.5,0.0,4.5
53,2.4,0.6721428571428572,0.048,0.037,0.0,0.915,1.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.012,0.202,0.784,0.0,8.0,0.0,0.1,12.6,0.0,0.9,1.3,0.0,0.4,6.2,0.0,0.6,24.8,0.0,0.4,40.3,0.0,4.5
54,2.1,0.663888888888889,0.05,0.041,0.0,0.909,1.8,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.013000000000000001,0.21200000000000002,0.773,0.0,8.0,0.0,0.0,13.3,0.0,0.8,1.2,0.0,0.5,5.5,0.0,0.0,24.2,0.0,0.8,40.0,0.0,4.5
55,1.4,0.6666666666666667,0.046,0.04,0.0,0.914,1.2,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.013000000000000001,0.22000000000000003,0.765,0.0,8.4,0.0,0.0,14.5,0.0,0.8,1.3,0.0,0.2,4.8,0.0,0.1,24.2,0.0,0.3,39.2,0.0,4.5
56,1.5,0.85,0.045,0.041,0.0,0.914,1.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.014000000000000002,0.22999999999999998,0.754,0.0,8.8,0.0,0.0,15.3,0.0,0.1,1.1,0.0,0.3,4.6,0.0,0.2,23.9,0.0,0.9,39.0,0.0,4.5
57,1.5,0.7833333333333333,0.046,0.037,0.0,0.917,1.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.016,0.23600000000000004,0.746,0.1,9.2,0.0,0.0,15.6,0.0,0.3,1.0,0.0,0.5,4.5,0.0,0.3,23.9,0.0,0.3,38.4,0.0,4.5
58,1.5,0.465,0.041,0.033,0.0,0.9259999999999999,0.6,0.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.016,0.23900000000000002,0.743,0.0,9.4,0.0,0.0,16.3,0.0,0.8,1.4,0.0,0.2,4.4,0.0,0.0,23.4,0.0,0.5,38.3,0.0,4.5
59,1.2,0.4666666666666666,0.037,0.032,0.0,0.931,0.6,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.018,0.244,0.736,0.0,10.0,0.0,0.0,17.1,0.0,0.6,1.4,0.0,0.1,4.2,0.0,0.2,23.1,0.0,0.3,37.9,0.0,4.5
60,6.3,0.6746428571428572,0.07200000000000001,0.033999999999999996,0.0,0.8939999999999999,4.8,1.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.019,0.261,0.718,0.1,10.1,0.0,0.0,17.8,0.0,2.2,1.4,0.0,0.9,4.3,0.0,0.7,22.9,0.0,2.4,37.6,0.0,4.5
61,3.9,0.5911111111111111,0.088,0.022,0.0,0.89,3.3,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.023,0.272,0.7030000000000001,0.1,10.2,0.0,0.0,18.5,0.0,1.4,0.7,0.0,0.9,4.1,0.0,0.5,22.3,0.0,1.0,35.8,0.0,4.5
62,4.2,0.7557936507936508,0.082,0.029000000000000005,0.0,0.889,3.4,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.024,0.28,0.694,0.0,10.7,0.0,0.0,19.3,0.0,1.2,0.6,0.0,1.0,3.6,0.0,0.5,22.1,0.0,1.5,35.4,0.0,4.5
63,5.9,0.7691666666666667,0.10900000000000001,0.034999999999999996,0.0,0.8560000000000001,4.9,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.025,0.3,0.6729999999999999,0.0,10.8,0.0,0.0,19.5,0.0,1.2,0.6,0.0,1.7,3.2,0.0,1.5,21.7,0.0,1.5,34.0,0.0,4.5
64,4.3,0.6955555555555556,0.11300000000000002,0.033,0.0,0.8539999999999999,3.3,1.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.027000000000000003,0.318,0.653,0.0,10.8,0.0,0.0,20.2,0.0,1.9,1.2,0.0,1.0,2.4,0.0,0.2,20.6,0.0,1.2,32.4,0.0,4.5
65,4.5,0.6355555555555555,0.10400000000000001,0.044,0.0,0.852,3.4,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.028000000000000004,0.343,0.627,0.2,11.0,0.0,0.0,20.6,0.0,1.7,2.0,0.0,0.9,2.1,0.0,0.4,20.6,0.0,1.3,31.8,0.0,4.5
66,4.4,0.5985714285714285,0.10700000000000001,0.047,0.0,0.8460000000000001,3.2,1.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.028999999999999998,0.358,0.61,0.0,11.0,0.0,0.0,21.4,0.0,1.3,1.5,0.0,1.3,1.9,0.0,0.5,20.9,0.0,1.3,30.8,0.0,4.5
67,2.9,0.5766666666666667,0.11400000000000002,0.043,0.0,0.843,2.8,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.031,0.372,0.5940000000000001,0.0,11.3,0.0,0.0,22.1,0.0,0.8,0.8,0.0,0.7,1.6,0.0,0.4,20.4,0.0,1.0,29.9,0.0,4.5
68,4.1,0.7,0.096,0.059,0.0,0.845,2.8,1.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.033,0.391,0.573,0.0,11.7,0.0,0.1,23.7,0.0,0.9,1.1,0.0,1.2,1.2,0.0,0.4,20.0,0.0,1.5,29.3,0.0,4.5
69,4.8,0.508968253968254,0.101,0.05800000000000001,0.0,0.841,3.3,1.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.036,0.399,0.561,0.0,12.5,0.0,0.1,24.5,0.0,0.9,1.2,0.0,1.8,1.1,0.0,0.4,19.5,0.0,1.6,28.3,0.0,4.5
70,4.8,0.58,0.11299999999999999,0.053000000000000005,0.0,0.834,3.8,1.1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.037,0.41600000000000004,0.542,0.0,12.8,0.0,0.1,25.5,0.0,1.3,1.2,0.0,0.6,0.6,0.0,1.0,19.3,0.0,1.8,27.4,0.0,4.5
71,6.2,0.5608369408369408,0.11200000000000002,0.044,0.0,0.844,3.8,2.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.007000000000000001,0.044,0.42699999999999994,0.522,0.0,13.7,0.0,0.0,26.8,0.0,1.3,1.5,0.0,2.5,0.4,0.0,0.7,18.8,0.0,1.7,26.2,0.0,4.5
72,11.1,0.5427720963247279,0.153,0.04,0.0,0.807,7.1,4.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.045,0.442,0.504,0.3,14.0,0.0,0.0,28.1,0.0,3.6,1.5,0.0,2.0,0.3,0.0,2.3,18.1,0.0,2.9,25.2,0.0,4.5
73,9.6,0.5696952608794714,0.195,0.028999999999999998,0.0,0.776,7.1,3.7,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.046,0.46799999999999997,0.476,0.1,13.9,0.0,0.0,29.2,0.0,2.3,1.2,0.0,2.2,0.1,0.0,1.5,15.8,0.0,3.5,22.9,0.0,4.5
74,11.0,0.5310956690368455,0.198,0.034,0.0,0.768,7.5,4.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.054000000000000006,0.483,0.45099999999999996,0.1,14.2,0.0,0.1,30.7,0.0,3.4,2.7,0.0,2.3,0.0,0.0,1.4,14.7,0.0,3.7,20.3,0.0,4.5
75,10.1,0.6253135065828564,0.22000000000000003,0.041,0.0,0.739,8.8,2.7,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.057999999999999996,0.508,0.421,0.0,14.2,0.0,0.0,31.5,0.0,2.3,3.3,0.0,1.7,0.0,0.0,1.7,14.1,0.0,4.4,17.6,0.0,4.5
76,9.2,0.670580808080808,0.22800000000000004,0.041999999999999996,0.0,0.73,7.3,2.6,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.063,0.5269999999999999,0.394,0.1,15.1,0.0,0.0,32.1,0.0,2.7,3.6,0.0,1.9,0.0,0.0,1.1,12.9,0.0,3.4,14.9,0.0,4.5
77,9.1,0.6414664502164502,0.227,0.049,0.0,0.724,7.2,2.5,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.072,0.5429999999999999,0.369,0.0,15.0,0.0,0.0,33.2,0.0,2.4,4.8,0.0,2.0,0.1,0.0,1.2,11.9,0.0,3.5,13.2,0.0,4.5
78,11.2,0.5588602625444731,0.223,0.05700000000000001,0.0,0.72,7.4,4.5,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.082,0.571,0.32999999999999996,0.1,15.3,0.0,0.0,34.5,0.0,2.9,6.4,0.0,3.9,0.1,0.0,1.4,10.9,0.0,2.9,11.0,0.0,4.5
79,11.4,0.5573531255167411,0.23500000000000001,0.063,0.0,0.702,8.5,3.1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.09,0.595,0.298,0.0,15.6,0.0,0.1,35.6,0.0,2.5,7.1,0.0,2.5,0.0,0.0,2.3,10.0,0.0,4.0,9.7,0.0,4.5
80,8.8,0.6415440115440115,0.231,0.064,0.0,0.705,7.6,2.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.098,0.616,0.269,0.0,16.0,0.0,0.0,37.1,0.0,2.0,8.1,0.0,1.5,0.0,0.0,1.3,8.5,0.0,4.0,7.2,0.0,4.5
81,10.6,0.589504547739842,0.22200000000000003,0.06,0.0,0.718,7.2,3.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.11099999999999999,0.628,0.24300000000000002,0.0,16.1,0.0,0.0,38.8,0.0,2.7,10.5,0.0,2.4,0.0,0.0,1.7,7.5,0.0,3.8,5.2,0.0,4.5
