t,num_new_requests,frac_requests_fulfilled,frac_passenger-carrying_cars,frac_rerouting_cars,frac_charging_cars,frac_idling_cars,num_fulfilled_requests,num_queued_requests,num_abandoned_requests,frac_battery_cars_0,frac_battery_cars_1,frac_battery_cars_2,frac_battery_cars_3,frac_battery_cars_4,frac_battery_cars_5,frac_battery_cars_6,frac_battery_cars_7,frac_battery_cars_8,frac_battery_cars_9,num_trip_requests_0,num_cars_region_0,num_charging_cars_region_0,num_trip_requests_1,num_cars_region_1,num_charging_cars_region_1,num_trip_requests_2,num_cars_region_2,num_charging_cars_region_2,num_trip_requests_3,num_cars_region_3,num_charging_cars_region_3,num_trip_requests_4,num_cars_region_4,num_charging_cars_region_4,num_trip_requests_5,num_cars_region_5,num_charging_cars_region_5,trial
204,29.8,0.19409636325392626,0.475,0.092,0.038,0.395,8.8,23.2,14.8,0.0,0.005,0.024,0.173,0.429,0.238,0.074,0.02,0.030000000000000006,0.007000000000000001,0.2,19.3,8.099999999999998,0.6,24.7,3.549999999999999,14.8,0.0,0.0,3.8,0.0,0.0,3.4,0.0,0.0,7.0,0.0,0.0,4.5
205,32.5,0.19107265169679238,0.481,0.088,0.039,0.392,10.3,26.0,19.3,0.0,0.005,0.026000000000000002,0.186,0.41900000000000004,0.227,0.072,0.024,0.034999999999999996,0.006,0.8,20.0,7.0,1.6,25.0,3.549999999999999,15.2,0.0,0.0,4.1,0.0,0.0,3.3,0.0,0.0,7.5,0.0,0.0,4.5
206,27.9,0.19105461914570684,0.495,0.084,0.041999999999999996,0.379,9.9,22.0,21.9,0.0,0.005,0.023,0.195,0.41100000000000003,0.225,0.074,0.026000000000000002,0.036,0.005,0.8,19.5,7.0,0.8,24.2,3.0,12.7,0.0,0.0,3.3,0.0,0.0,2.6,0.0,0.0,7.7,0.0,0.0,4.5
207,28.9,0.19582126664866323,0.49000000000000005,0.095,0.044,0.371,9.2,23.5,18.2,0.0,0.005,0.026000000000000002,0.20400000000000001,0.396,0.21800000000000003,0.078,0.037,0.032999999999999995,0.003,0.4,18.7,7.549999999999999,0.8,24.0,3.549999999999999,15.3,0.0,0.0,3.4,0.0,0.0,2.9,0.0,0.0,6.1,0.0,0.0,4.5
208,31.0,0.20927260596720793,0.484,0.096,0.048,0.372,10.9,24.8,18.8,0.0,0.005,0.027000000000000003,0.2,0.397,0.21000000000000002,0.077,0.046,0.034999999999999996,0.003,0.1,18.6,7.099999999999998,0.4,23.9,3.0,14.9,0.0,0.0,4.5,0.6,0.0,4.3,0.0,0.0,6.8,0.0,0.0,4.5
209,30.0,0.18114718791788856,0.483,0.093,0.049,0.375,9.9,22.7,22.2,0.0,0.004,0.028000000000000004,0.199,0.391,0.21600000000000003,0.076,0.045,0.039,0.002,0.6,18.8,7.099999999999998,0.7,24.9,3.0,13.8,0.0,0.0,4.2,0.1,0.0,2.8,0.0,0.0,7.9,0.0,0.0,4.5
210,31.1,0.1620579448660912,0.48999999999999994,0.09,0.049,0.371,8.9,24.8,20.1,0.0,0.004,0.027000000000000003,0.197,0.382,0.22999999999999998,0.068,0.044,0.047,0.001,0.2,18.7,7.099999999999998,1.1,24.6,3.0,16.8,0.0,0.0,3.4,0.2,0.0,2.9,0.0,0.0,6.7,0.0,0.0,4.5
211,28.5,0.2423237169623039,0.49400000000000005,0.093,0.046,0.367,12.6,22.1,18.6,0.0,0.005,0.032,0.192,0.372,0.23500000000000001,0.06799999999999999,0.05,0.045,0.001,0.2,18.8,7.099999999999998,0.8,23.5,3.0,14.3,0.0,0.0,4.8,0.2,0.0,2.9,0.0,0.0,5.5,0.0,0.0,4.5
212,30.9,0.22296959549465423,0.491,0.08800000000000001,0.049,0.372,11.3,24.1,17.6,0.0,0.005,0.036,0.203,0.354,0.22999999999999998,0.07200000000000001,0.054000000000000006,0.043,0.003,0.0,18.5,6.549999999999999,0.9,23.9,3.099999999999998,13.2,0.0,0.0,4.0,0.7,1.0999999999999979,4.4,0.0,0.0,8.4,0.0,0.0,4.5
213,27.1,0.205404210530611,0.488,0.096,0.049,0.367,9.9,19.6,21.6,0.0,0.006,0.037,0.20600000000000002,0.337,0.229,0.077,0.06,0.044,0.004,0.3,18.7,7.549999999999999,0.9,23.7,3.099999999999998,14.9,0.0,0.0,3.3,0.8,1.0999999999999979,1.9,0.0,0.0,5.8,0.0,0.0,4.5
214,31.0,0.26589047987982395,0.49399999999999994,0.097,0.046,0.363,12.9,22.4,15.3,0.0,0.006999999999999999,0.033999999999999996,0.213,0.321,0.229,0.086,0.05800000000000001,0.048,0.004,0.1,18.9,7.549999999999999,1.1,23.2,3.099999999999998,16.7,0.0,0.0,4.4,0.5,0.0,3.4,0.0,0.0,5.3,0.0,0.0,4.5
215,32.2,0.22144070802165178,0.505,0.08,0.051000000000000004,0.364,11.9,23.4,19.2,0.0,0.006,0.036,0.22000000000000003,0.31,0.211,0.10800000000000001,0.053000000000000005,0.052000000000000005,0.004,0.3,19.4,8.549999999999999,0.8,22.9,4.099999999999998,16.8,0.0,0.0,3.7,0.0,0.0,3.8,0.0,0.0,6.8,0.0,0.0,4.5
216,33.3,0.19466558817036927,0.51,0.074,0.05,0.366,10.8,26.9,18.9,0.0,0.006,0.036,0.217,0.312,0.20400000000000001,0.10400000000000001,0.066,0.051000000000000004,0.004,0.3,19.9,8.549999999999999,0.5,22.5,3.099999999999998,15.2,0.0,0.0,5.2,0.0,0.0,3.8,0.0,0.0,8.3,0.0,0.0,4.5
217,30.4,0.21830338480541958,0.508,0.077,0.052000000000000005,0.363,12.1,23.4,21.8,0.0,0.006,0.04,0.211,0.31,0.195,0.10700000000000001,0.076,0.051000000000000004,0.004,0.1,19.8,8.549999999999999,0.7,22.5,4.099999999999998,16.2,0.0,0.0,2.8,0.0,0.0,3.7,0.0,0.0,6.9,0.0,0.0,4.5
218,31.2,0.22925877206140255,0.499,0.086,0.048,0.367,12.1,22.9,19.6,0.0,0.005,0.04,0.213,0.308,0.189,0.10300000000000001,0.08499999999999999,0.051000000000000004,0.006,0.2,20.3,8.549999999999999,0.6,21.9,3.549999999999999,13.5,0.0,0.0,4.9,0.0,0.0,3.5,0.0,0.0,8.5,0.0,0.0,4.5
219,33.6,0.23166502586547671,0.505,0.078,0.05,0.367,12.6,25.3,18.6,0.001,0.005,0.044,0.20800000000000002,0.296,0.202,0.09,0.091,0.05600000000000001,0.007000000000000001,0.0,20.7,8.099999999999998,0.8,21.7,4.0,15.0,0.0,0.0,4.8,0.4,0.5499999999999989,4.2,0.0,0.0,8.8,0.0,0.0,4.5
220,33.8,0.232233249289055,0.506,0.082,0.044,0.368,13.5,23.8,21.8,0.001,0.005,0.043,0.21200000000000002,0.292,0.196,0.086,0.10300000000000001,0.05800000000000001,0.004,0.6,20.8,8.099999999999998,0.6,21.4,3.549999999999999,15.5,0.0,0.0,4.7,0.2,0.0,3.9,0.0,0.0,8.5,0.0,0.0,4.5
221,32.5,0.25139760303809966,0.514,0.08,0.04,0.366,13.7,22.7,19.8,0.001,0.005,0.044,0.21400000000000002,0.279,0.21000000000000002,0.078,0.101,0.064,0.004,0.1,20.9,8.0,1.0,20.8,2.549999999999999,15.9,0.0,0.0,4.3,0.2,0.0,3.6,0.0,0.0,7.6,0.0,0.0,4.5
222,36.9,0.23640760361731772,0.5229999999999999,0.069,0.038,0.37,13.6,27.0,19.0,0.001,0.007000000000000001,0.05,0.20400000000000001,0.273,0.21600000000000003,0.076,0.098,0.071,0.004,0.1,21.1,7.099999999999998,0.7,20.4,2.549999999999999,18.6,0.0,0.0,6.3,0.4,0.0,3.6,0.0,0.0,7.6,0.0,0.0,4.5
223,31.3,0.2499135994671128,0.51,0.08299999999999999,0.036,0.371,14.2,21.3,22.7,0.001,0.008,0.046,0.205,0.269,0.225,0.071,0.093,0.078,0.004,0.0,20.9,7.099999999999998,0.7,20.3,3.0,15.6,0.0,0.0,4.0,0.4,0.0,3.3,0.0,0.0,7.7,0.0,0.0,4.5
224,33.7,0.2643073911795587,0.522,0.07,0.037,0.371,14.5,23.6,16.8,0.001,0.008,0.049,0.205,0.256,0.24,0.063,0.09,0.084,0.004,0.2,20.6,7.099999999999998,0.8,21.2,3.0,14.4,0.0,0.0,6.0,0.2,0.0,3.7,0.0,0.0,8.6,0.0,0.0,4.5
225,34.5,0.25837869723802037,0.526,0.06999999999999999,0.037,0.367,14.8,24.1,19.1,0.001,0.007000000000000001,0.057999999999999996,0.20800000000000002,0.24700000000000003,0.244,0.06,0.086,0.086,0.003,0.4,20.0,7.099999999999998,0.9,21.5,3.0,16.8,0.0,0.0,5.0,0.1,0.0,3.5,0.0,0.0,7.9,0.0,0.0,4.5
226,32.0,0.28638758480638277,0.523,0.08,0.041,0.356,15.8,21.9,18.3,0.002,0.006,0.061,0.20600000000000002,0.24700000000000003,0.242,0.06,0.087,0.083,0.006,0.5,19.4,7.649999999999997,1.0,21.0,2.0,15.4,0.0,0.0,4.8,0.8,2.7499999999999947,3.4,0.0,0.0,6.9,0.0,0.0,4.5
227,33.1,0.2746464723497905,0.54,0.069,0.037,0.354,14.6,22.7,17.7,0.003,0.009,0.05700000000000001,0.202,0.254,0.24,0.062,0.081,0.082,0.01,0.1,19.2,6.649999999999997,1.0,20.8,2.549999999999999,17.4,0.0,0.0,3.8,0.9,1.0999999999999979,3.4,0.0,0.0,7.4,0.0,0.0,4.5
228,29.5,0.268621219181543,0.532,0.08299999999999999,0.034999999999999996,0.35,13.8,21.3,17.1,0.003,0.009,0.062,0.196,0.256,0.23900000000000002,0.061,0.07999999999999999,0.081,0.013000000000000001,0.1,19.4,6.549999999999999,0.9,19.7,2.0,14.9,0.0,0.0,3.8,0.4,0.5499999999999989,2.8,0.0,0.0,7.0,0.0,0.0,4.5
229,31.3,0.367378730158312,0.5509999999999999,0.066,0.032,0.351,18.7,19.3,14.4,0.003,0.011,0.065,0.192,0.253,0.23199999999999998,0.073,0.079,0.079,0.013000000000000001,0.1,20.2,5.649999999999997,1.5,19.5,1.549999999999999,15.2,0.1,0.0,3.9,0.7,0.5499999999999989,3.4,0.0,0.0,7.2,0.0,0.0,4.5
230,28.1,0.4171008704514465,0.542,0.077,0.03,0.351,19.1,14.0,14.3,0.004,0.01,0.077,0.182,0.24900000000000003,0.22799999999999998,0.082,0.077,0.077,0.014000000000000002,0.1,20.6,5.199999999999996,0.7,18.2,2.549999999999999,15.7,0.0,0.0,3.2,0.3,0.0,2.6,0.0,0.0,5.8,0.0,0.0,4.5
231,31.7,0.35804366497545714,0.5429999999999999,0.08,0.027000000000000003,0.35,16.2,18.4,11.1,0.004,0.012,0.081,0.174,0.25,0.22200000000000003,0.092,0.074,0.077,0.014000000000000002,0.0,20.7,4.649999999999997,0.9,17.7,2.549999999999999,15.2,0.7,0.0,5.9,0.3,0.0,2.8,0.7,0.5499999999999989,6.9,0.0,0.0,4.5
232,32.1,0.4011336591811393,0.544,0.079,0.028999999999999998,0.348,20.2,18.9,11.4,0.004,0.014000000000000002,0.08499999999999999,0.172,0.248,0.211,0.10500000000000001,0.072,0.077,0.012,0.3,20.8,5.199999999999996,0.8,17.2,2.549999999999999,16.4,0.0,0.0,3.9,0.9,1.6499999999999968,2.8,0.4,0.0,7.9,0.0,0.0,4.5
233,26.1,0.38952196085848867,0.537,0.076,0.028999999999999998,0.358,17.8,13.5,13.7,0.005,0.016,0.091,0.16299999999999998,0.25,0.202,0.11200000000000002,0.074,0.075,0.012,0.2,20.9,5.199999999999996,0.6,17.6,2.099999999999998,13.2,0.0,0.0,4.1,1.8,2.1999999999999957,2.8,0.8,1.0999999999999979,5.2,0.0,0.0,4.5
234,28.9,0.4065483633662269,0.52,0.094,0.029000000000000005,0.35700000000000004,17.2,16.5,8.6,0.006,0.016,0.089,0.159,0.26,0.197,0.10600000000000001,0.08399999999999999,0.071,0.012,0.1,20.9,5.199999999999996,0.7,17.3,1.0,14.0,0.0,0.0,4.8,3.1,4.0,3.2,0.2,0.0,6.1,0.0,0.0,4.5
235,30.3,0.4027344844585725,0.522,0.087,0.035,0.356,18.8,14.5,13.5,0.006,0.017,0.089,0.163,0.252,0.20400000000000001,0.1,0.088,0.07,0.011,0.1,20.7,4.749999999999995,1.3,17.1,1.0,14.9,0.4,0.0,4.3,3.8,4.749999999999995,2.6,0.6,2.549999999999999,7.1,0.0,0.0,4.5
236,30.9,0.44083099199010223,0.549,0.05600000000000001,0.032,0.363,19.9,14.4,11.1,0.006,0.019,0.093,0.152,0.252,0.20400000000000001,0.10400000000000001,0.099,0.062,0.009,0.4,20.3,4.749999999999995,1.0,16.6,1.0,14.8,0.7,0.0,5.5,5.9,5.099999999999998,3.2,1.2,1.0999999999999979,6.0,0.0,0.0,4.5
237,29.4,0.4508124099915304,0.563,0.065,0.033,0.339,19.3,14.0,10.5,0.007000000000000001,0.021,0.093,0.152,0.251,0.201,0.10400000000000001,0.10300000000000001,0.06000000000000001,0.008,0.1,19.7,6.299999999999994,1.1,16.1,1.0,12.9,0.6,0.0,5.5,5.4,4.199999999999996,2.9,0.6,1.0999999999999979,6.9,0.0,0.0,4.5
238,28.4,0.44640375357006745,0.534,0.081,0.039,0.346,18.3,13.7,10.4,0.007000000000000001,0.022,0.092,0.154,0.246,0.20099999999999998,0.11000000000000001,0.095,0.066,0.007000000000000001,0.0,20.2,7.3999999999999915,0.5,15.3,1.0,12.9,0.5,0.0,4.6,6.2,4.749999999999995,3.6,1.0,0.5499999999999989,6.8,0.0,0.0,4.5
239,32.5,0.4562369235755474,0.536,0.07,0.044,0.35,19.9,15.4,10.8,0.006,0.023,0.095,0.154,0.242,0.203,0.11000000000000001,0.091,0.073,0.003,0.4,20.8,6.299999999999994,0.8,15.2,1.0,15.6,0.1,0.0,5.3,8.8,5.649999999999997,2.5,0.1,0.0,7.9,0.0,0.0,4.5
240,25.5,0.42278277657894614,0.528,0.054000000000000006,0.05600000000000001,0.362,16.6,12.1,12.2,0.005,0.019999999999999997,0.091,0.156,0.24500000000000002,0.21000000000000002,0.10600000000000001,0.09,0.074,0.003,0.0,20.8,5.099999999999998,0.8,14.4,0.5499999999999989,13.7,0.0,0.0,3.5,9.7,7.649999999999997,2.5,0.9,0.5499999999999989,5.0,0.0,0.0,4.5
241,26.1,0.5399735547154367,0.523,0.059,0.05900000000000001,0.359,20.3,10.0,7.8,0.004,0.024,0.083,0.13799999999999998,0.269,0.195,0.123,0.095,0.068,0.001,0.4,20.7,4.549999999999999,1.1,14.0,0.5499999999999989,14.7,0.0,0.0,3.0,10.9,7.549999999999999,3.0,1.2,1.0999999999999979,3.9,0.0,0.0,4.5
242,28.0,0.5372932235732883,0.521,0.062,0.066,0.351,19.5,11.8,6.6,0.004,0.025,0.071,0.135,0.273,0.192,0.137,0.10300000000000001,0.06000000000000001,0.0,0.4,20.2,4.549999999999999,1.3,13.2,0.5499999999999989,14.7,0.2,0.0,3.4,12.6,6.549999999999999,2.4,0.5,1.0999999999999979,5.8,0.0,0.0,4.5
243,26.9,0.4920037435320258,0.521,0.072,0.05800000000000001,0.34900000000000003,18.7,11.6,8.4,0.004,0.024,0.069,0.121,0.27,0.20400000000000001,0.146,0.10200000000000001,0.06000000000000001,0.0,0.3,19.6,4.549999999999999,1.7,12.3,0.5499999999999989,13.9,0.0,0.0,3.6,13.3,7.649999999999997,2.2,0.7,1.0,5.2,0.1,0.0,4.5
244,26.7,0.5116513148484756,0.5309999999999999,0.06999999999999999,0.053000000000000005,0.346,19.5,10.4,8.4,0.004,0.022,0.065,0.129,0.259,0.20400000000000001,0.158,0.1,0.05900000000000001,0.0,0.4,19.8,4.0,1.4,10.9,0.5499999999999989,12.4,0.0,0.0,4.8,14.6,6.549999999999999,2.7,1.1,1.6499999999999968,5.0,0.0,0.0,4.5
245,22.6,0.5026089186482358,0.496,0.09,0.05700000000000001,0.357,15.9,10.5,6.5,0.004,0.021,0.05600000000000001,0.11300000000000002,0.27599999999999997,0.21200000000000002,0.16,0.10200000000000001,0.05600000000000001,0.0,0.0,19.0,4.0,0.9,9.8,0.5499999999999989,11.9,0.0,0.0,3.6,15.8,7.649999999999997,1.3,1.1,2.0,4.9,0.0,0.0,4.5
246,23.4,0.48608452593917706,0.48599999999999993,0.076,0.051000000000000004,0.387,16.1,10.3,7.4,0.004,0.02,0.043,0.10800000000000001,0.284,0.221,0.16499999999999998,0.10200000000000001,0.053000000000000005,0.0,0.1,19.2,3.549999999999999,1.0,9.3,0.5499999999999989,10.7,0.6,0.0,3.9,18.3,6.199999999999996,2.3,2.2,3.0,5.4,0.0,0.0,4.5
247,24.9,0.5696734017527394,0.473,0.084,0.041999999999999996,0.40099999999999997,19.5,8.8,6.9,0.003,0.02,0.034,0.1,0.29500000000000004,0.233,0.167,0.101,0.047,0.0,0.5,19.0,3.549999999999999,1.6,9.3,0.5499999999999989,12.8,1.3,0.5499999999999989,4.6,19.8,5.649999999999997,2.0,2.9,2.0,3.4,0.0,0.0,4.5
248,25.2,0.5616738095867838,0.48600000000000004,0.07,0.033,0.41100000000000003,18.7,9.7,5.5,0.004,0.014000000000000002,0.024,0.10500000000000001,0.311,0.23700000000000002,0.16299999999999998,0.098,0.044,0.0,0.1,18.4,3.099999999999998,1.4,8.6,0.0,11.4,0.9,0.5499999999999989,5.1,21.2,4.549999999999999,2.6,3.2,2.549999999999999,4.6,0.3,0.0,4.5
249,25.2,0.5398426447819528,0.501,0.043,0.038,0.418,18.4,9.2,7.2,0.002,0.014000000000000002,0.024,0.096,0.314,0.253,0.156,0.1,0.040999999999999995,0.0,0.1,18.6,3.099999999999998,1.4,7.8,0.0,13.3,1.0,0.0,4.7,21.2,5.549999999999999,1.3,3.8,3.1999999999999957,4.4,0.5,0.5499999999999989,4.5
250,25.4,0.5568702991768008,0.507,0.05,0.028000000000000004,0.41500000000000004,18.6,9.8,6.2,0.001,0.012,0.016,0.095,0.322,0.268,0.151,0.097,0.038,0.0,0.2,18.4,1.0,0.6,7.6,0.0,12.7,0.4,0.0,4.7,21.0,6.099999999999998,2.1,3.7,1.549999999999999,5.1,0.5,0.0,4.5
251,25.7,0.479526147287695,0.4779999999999999,0.061,0.028000000000000004,0.433,16.1,11.9,7.4,0.001,0.009,0.014000000000000002,0.096,0.32300000000000006,0.275,0.156,0.091,0.034999999999999996,0.0,0.2,17.9,1.549999999999999,1.0,7.1,0.0,14.0,0.3,0.0,3.6,21.9,5.549999999999999,1.5,4.0,2.0,5.4,0.4,0.5499999999999989,4.5
252,24.0,0.47998596465773724,0.46099999999999997,0.066,0.021,0.45199999999999996,16.9,9.8,9.1,0.001,0.006,0.01,0.10700000000000001,0.314,0.29000000000000004,0.15,0.09,0.032,0.0,0.4,17.6,1.549999999999999,1.0,7.0,0.0,13.1,0.5,0.0,4.5,23.5,3.549999999999999,1.5,5.4,1.0999999999999979,3.5,0.5,0.5499999999999989,4.5
253,25.2,0.5399987253934622,0.449,0.08,0.013000000000000001,0.458,18.2,9.6,7.1,0.0,0.005,0.006,0.10600000000000001,0.33199999999999996,0.28300000000000003,0.149,0.091,0.028000000000000004,0.0,0.1,16.8,1.549999999999999,1.1,6.6,0.0,11.6,0.0,0.0,5.2,25.2,2.549999999999999,2.4,6.0,1.0,4.8,0.6,0.0,4.5
254,28.3,0.5486016477646912,0.501,0.043,0.01,0.446,20.4,10.5,7.0,0.001,0.002,0.005,0.10400000000000001,0.348,0.281,0.13899999999999998,0.093,0.027000000000000003,0.0,0.1,16.9,2.099999999999998,1.3,6.3,0.0,12.6,0.0,0.0,7.3,26.0,2.099999999999998,2.3,5.6,1.0,4.7,0.5,0.0,4.5
255,23.2,0.6110250739726297,0.524,0.041999999999999996,0.007000000000000001,0.42700000000000005,19.8,7.5,6.4,0.001,0.002,0.003,0.10700000000000001,0.356,0.28200000000000003,0.134,0.093,0.022,0.0,0.4,16.4,2.099999999999998,0.6,6.1,0.0,11.3,0.0,0.0,5.5,22.7,1.0,1.7,5.4,0.5499999999999989,3.7,0.3,0.0,4.5
256,22.9,0.6477441375828473,0.529,0.027000000000000003,0.005,0.43899999999999995,19.0,7.2,4.2,0.001,0.001,0.002,0.11399999999999999,0.361,0.281,0.132,0.088,0.02,0.0,0.3,15.7,1.0999999999999979,1.0,5.9,0.0,10.8,0.0,0.0,4.9,23.4,1.0,1.5,5.3,0.0,4.4,1.0,0.0,4.5
257,24.7,0.6075960005036092,0.517,0.054000000000000006,0.005,0.42400000000000004,19.1,8.0,4.7,0.001,0.001,0.003,0.119,0.364,0.273,0.137,0.086,0.016,0.0,0.2,15.2,1.0999999999999979,0.9,5.6,0.0,13.6,0.3,0.0,4.3,22.6,1.0,2.7,5.4,0.0,3.0,0.6,0.0,4.5
258,24.2,0.5604087301587302,0.479,0.08,0.005,0.43600000000000005,17.9,8.8,5.5,0.001,0.001,0.002,0.125,0.374,0.26,0.142,0.08,0.015000000000000003,0.0,0.0,15.0,1.0999999999999979,1.2,5.5,0.0,13.2,0.2,0.0,5.7,24.1,1.549999999999999,1.2,5.7,0.0,2.9,1.0,0.0,4.5
259,23.8,0.5371037709409803,0.476,0.05500000000000001,0.007000000000000001,0.462,16.6,9.3,6.5,0.001,0.0,0.002,0.135,0.381,0.253,0.142,0.073,0.013000000000000001,0.0,0.1,14.8,1.0999999999999979,0.4,5.2,0.0,12.2,0.0,0.0,4.4,24.3,1.549999999999999,2.4,8.6,1.0,4.3,1.5,0.0,4.5
260,26.4,0.5744711151221817,0.495,0.05900000000000001,0.006,0.44000000000000006,19.9,9.6,6.0,0.0,0.0,0.004,0.137,0.4,0.24,0.136,0.06899999999999999,0.014000000000000002,0.0,0.2,14.5,0.5499999999999989,1.1,5.2,0.0,13.0,0.0,0.0,5.3,24.6,1.549999999999999,3.2,8.1,0.5499999999999989,3.6,0.8,0.0,4.5
261,25.6,0.5516214626407547,0.48600000000000004,0.05500000000000001,0.008,0.45099999999999996,18.7,10.4,6.0,0.0,0.0,0.008,0.13799999999999998,0.40700000000000003,0.23399999999999999,0.133,0.06899999999999999,0.011,0.0,0.2,13.8,0.5499999999999989,2.0,4.9,0.0,11.4,0.0,0.0,4.9,26.7,2.0,2.3,7.7,0.5499999999999989,4.8,0.4,0.0,4.5
262,25.6,0.530065832065832,0.496,0.034,0.008,0.462,18.6,10.2,7.1,0.0,0.0,0.009,0.137,0.42000000000000004,0.22599999999999998,0.132,0.06699999999999999,0.009,0.0,0.1,13.1,0.5499999999999989,1.1,4.0,0.0,11.9,0.0,0.0,4.8,27.5,2.0,2.3,8.8,0.0,5.4,0.3,0.0,4.5
263,26.9,0.5608037471353182,0.517,0.029000000000000005,0.009,0.445,20.2,10.3,6.6,0.0,0.0,0.01,0.141,0.425,0.21800000000000003,0.136,0.064,0.006,0.0,0.1,13.0,0.5499999999999989,1.3,3.7,0.0,13.2,0.0,0.0,5.7,27.1,2.0,1.9,9.0,0.5499999999999989,4.7,0.0,0.0,4.5
264,24.6,0.5498085136016171,0.497,0.048,0.013000000000000001,0.442,18.5,9.0,7.4,0.0,0.0,0.011,0.142,0.43,0.21600000000000003,0.142,0.05500000000000001,0.004,0.0,0.3,12.7,0.5499999999999989,0.8,3.4,0.0,11.4,0.0,0.0,5.5,27.0,2.0,1.7,9.0,0.5499999999999989,4.9,0.0,0.0,4.5
265,22.1,0.6702924371646481,0.501,0.045,0.012,0.442,20.5,5.1,5.5,0.0,0.0,0.01,0.142,0.449,0.205,0.137,0.054000000000000006,0.003,0.0,0.1,12.4,0.5499999999999989,0.9,3.4,0.0,9.9,0.0,0.0,5.4,27.6,3.099999999999998,2.2,9.7,0.5499999999999989,3.6,0.0,0.0,4.5
266,22.5,0.6989924154029838,0.48200000000000004,0.069,0.013000000000000001,0.43600000000000005,18.8,5.9,2.9,0.0,0.0,0.01,0.143,0.458,0.198,0.139,0.052000000000000005,0.0,0.0,0.2,11.8,0.5499999999999989,1.0,2.9,0.0,11.4,1.2,0.0,5.0,26.8,3.099999999999998,1.5,9.7,1.0999999999999979,3.4,0.2,0.0,4.5
267,23.2,0.6982074831230916,0.477,0.068,0.012,0.44299999999999995,19.6,5.8,3.7,0.0,0.0,0.01,0.144,0.45999999999999996,0.20500000000000002,0.131,0.049,0.001,0.0,0.3,11.3,0.5499999999999989,1.1,2.6,0.0,11.8,0.8,0.0,5.0,27.3,2.0,1.9,11.3,1.549999999999999,3.1,0.3,0.0,4.5
268,22.8,0.6434288026810921,0.462,0.081,0.01,0.44699999999999995,17.6,6.2,4.8,0.0,0.0,0.011000000000000001,0.144,0.46699999999999997,0.20800000000000002,0.122,0.048,0.0,0.0,0.2,10.7,0.5499999999999989,1.2,2.4,0.0,11.7,0.8,0.0,4.6,26.6,1.549999999999999,1.7,11.7,1.549999999999999,3.4,2.0,0.5499999999999989,4.5
269,22.8,0.7041082559118494,0.46399999999999997,0.05600000000000001,0.011,0.46900000000000003,20.1,5.4,3.5,0.0,0.0,0.01,0.144,0.483,0.203,0.11600000000000002,0.044,0.0,0.0,0.3,10.2,0.5499999999999989,0.9,1.9,0.0,9.9,0.2,0.0,4.8,27.2,2.099999999999998,2.9,12.8,1.549999999999999,4.0,4.6,1.0999999999999979,4.5
270,22.8,0.633970024456631,0.458,0.064,0.007000000000000001,0.471,17.4,6.7,3.9,0.0,0.0,0.007000000000000001,0.143,0.491,0.207,0.11200000000000002,0.04,0.0,0.0,0.1,9.8,0.0,0.8,1.7,0.0,11.0,0.3,0.0,5.1,26.3,1.549999999999999,2.2,13.4,0.5499999999999989,3.6,5.8,1.0999999999999979,4.5
271,23.6,0.6467413527722083,0.462,0.057999999999999996,0.009,0.471,19.3,6.8,4.2,0.0,0.0,0.007000000000000001,0.145,0.502,0.20400000000000001,0.10500000000000001,0.037,0.0,0.0,0.0,9.7,0.0,0.6,1.6,0.0,11.7,0.0,0.0,6.1,26.0,1.549999999999999,1.7,14.0,0.5499999999999989,3.5,6.4,2.0,4.5
272,22.3,0.5980087785105533,0.44299999999999995,0.046,0.007000000000000001,0.504,17.0,7.4,4.5,0.0,0.0,0.006,0.144,0.513,0.2,0.101,0.036,0.0,0.0,0.4,9.5,0.0,1.3,1.5,0.0,11.1,0.0,0.0,5.2,24.6,1.549999999999999,1.3,14.8,0.0,3.0,9.3,2.0,4.5
273,21.1,0.611066498305653,0.43099999999999994,0.049,0.007000000000000001,0.513,17.2,6.5,4.6,0.0,0.0,0.006,0.145,0.516,0.199,0.101,0.033,0.0,0.0,0.5,9.2,0.0,0.8,1.5,0.0,10.7,0.0,0.0,4.5,24.8,1.549999999999999,1.8,14.9,0.0,2.8,10.0,2.0,4.5
274,22.2,0.6953387578133832,0.446,0.046,0.004,0.504,19.4,5.7,3.4,0.0,0.0,0.006,0.148,0.515,0.21000000000000002,0.088,0.033,0.0,0.0,0.4,8.6,0.0,0.5,1.3,0.0,10.0,0.0,0.0,5.6,24.2,1.0999999999999979,1.7,16.1,0.0,4.0,10.8,1.0999999999999979,4.5
275,22.6,0.6483982917296334,0.449,0.051000000000000004,0.008,0.492,18.0,6.4,3.9,0.0,0.0,0.008,0.151,0.52,0.209,0.08,0.032,0.0,0.0,0.4,8.4,0.0,0.8,1.1,0.0,11.4,0.2,0.0,5.2,23.5,2.099999999999998,1.6,17.1,1.0,3.2,9.6,1.0999999999999979,4.5
276,14.6,0.6495652567246994,0.388,0.05900000000000001,0.005,0.548,13.1,4.2,3.7,0.0,0.001,0.006,0.148,0.533,0.207,0.08,0.025,0.0,0.0,1.0,7.8,0.0,1.0,0.7,0.0,7.3,0.3,0.0,2.7,23.4,1.0,1.2,17.8,1.0,1.4,11.2,0.5499999999999989,4.5
