t,num_new_requests,frac_requests_fulfilled,frac_passenger-carrying_cars,frac_rerouting_cars,frac_charging_cars,frac_idling_cars,num_fulfilled_requests,num_queued_requests,num_abandoned_requests,frac_battery_cars_0,frac_battery_cars_1,frac_battery_cars_2,frac_battery_cars_3,frac_battery_cars_4,frac_battery_cars_5,frac_battery_cars_6,frac_battery_cars_7,frac_battery_cars_8,frac_battery_cars_9,num_trip_requests_0,num_cars_region_0,num_charging_cars_region_0,num_trip_requests_1,num_cars_region_1,num_charging_cars_region_1,num_trip_requests_2,num_cars_region_2,num_charging_cars_region_2,num_trip_requests_3,num_cars_region_3,num_charging_cars_region_3,num_trip_requests_4,num_cars_region_4,num_charging_cars_region_4,num_trip_requests_5,num_cars_region_5,num_charging_cars_region_5,num_trip_requests_6,num_cars_region_6,num_charging_cars_region_6,num_trip_requests_7,num_cars_region_7,num_charging_cars_region_7,num_trip_requests_8,num_cars_region_8,num_charging_cars_region_8,num_trip_requests_9,num_cars_region_9,num_charging_cars_region_9,trial
123,127.1,0.4129331195243857,0.945,0.024333333333333335,0.028666666666666667,0.002,84.8,77.5,43.5,0.179,0.15066666666666667,0.2006666666666667,0.294,0.17333333333333334,0.001,0.0013333333333333335,0.0,0.0,0.0,2.2,1.3,1.0,2.2,1.7,0.5499999999999989,1.2,1.6,0.0,35.3,115.7,7.199999999999996,18.6,69.2,4.099999999999998,14.3,25.8,1.0,2.2,0.8,0.0,9.0,1.9,0.0,15.2,22.4,2.0,26.9,59.6,4.099999999999998,0.0
124,118.1,0.3882992413165946,0.9400000000000001,0.027666666666666666,0.03,0.0023333333333333335,75.8,75.7,44.1,0.18066666666666667,0.149,0.207,0.296,0.16499999999999998,0.001,0.0013333333333333335,0.0,0.0,0.0,1.5,1.2,1.0,2.0,1.6,0.5499999999999989,1.4,1.4,0.0,30.7,113.4,6.199999999999996,17.8,69.5,4.549999999999999,14.5,28.7,2.0,1.4,0.9,0.0,6.2,2.3,0.0,17.3,24.1,2.0,25.3,56.9,4.099999999999998,0.0
125,121.9,0.43670071804580884,0.9436666666666668,0.028999999999999998,0.026666666666666665,0.0006666666666666668,86.1,73.7,37.8,0.179,0.14866666666666667,0.2126666666666667,0.29733333333333334,0.16,0.001,0.0013333333333333335,0.0,0.0,0.0,2.1,1.0,0.5499999999999989,1.3,1.7,0.5499999999999989,1.4,1.6,0.0,28.7,107.8,6.199999999999996,17.2,74.4,3.0,14.6,27.3,1.0,2.9,0.9,0.0,5.6,2.9,0.0,19.7,26.1,1.0,28.4,56.3,4.0,0.0
126,126.0,0.40516857383911986,0.9406666666666667,0.030333333333333334,0.028666666666666667,0.0003333333333333334,80.6,75.5,43.6,0.17733333333333334,0.148,0.21833333333333335,0.2996666666666667,0.15433333333333332,0.001,0.0013333333333333335,0.0,0.0,0.0,1.8,1.0,0.0,1.4,1.6,0.0,1.8,1.4,0.5499999999999989,35.8,109.3,6.099999999999998,17.4,75.3,4.549999999999999,14.5,25.2,1.549999999999999,2.5,1.0,0.0,5.7,3.6,0.0,20.0,24.5,1.0,25.1,57.1,4.0,0.0
127,117.1,0.4117519495081606,0.9326666666666666,0.034999999999999996,0.03166666666666666,0.0006666666666666668,79.3,70.9,42.4,0.176,0.145,0.22566666666666668,0.29566666666666663,0.15533333333333332,0.0013333333333333335,0.0010000000000000002,0.0,0.0,0.0,2.1,1.2,0.0,1.6,1.3,0.0,1.6,1.5,0.5499999999999989,32.8,106.4,5.0,16.4,77.6,5.549999999999999,13.3,24.7,2.549999999999999,1.6,0.9,0.5499999999999989,6.9,4.3,0.0,15.4,24.3,2.549999999999999,25.4,57.8,3.549999999999999,0.0
128,124.3,0.42599649521161514,0.9293333333333333,0.035333333333333335,0.033666666666666664,0.0016666666666666666,82.4,75.9,36.9,0.17566666666666667,0.149,0.229,0.29100000000000004,0.153,0.0013333333333333335,0.0010000000000000002,0.0,0.0,0.0,2.3,1.1,0.0,1.6,1.3,0.0,2.2,1.9,1.0999999999999979,34.2,102.3,6.199999999999996,15.4,76.0,5.099999999999998,15.5,25.5,2.549999999999999,2.0,1.1,0.5499999999999989,6.1,4.7,0.0,16.8,25.4,3.099999999999998,28.2,60.7,4.099999999999998,0.0
129,124.8,0.4423501750763009,0.9356666666666668,0.035666666666666666,0.028666666666666667,0.0,88.0,71.1,41.6,0.179,0.14633333333333334,0.24366666666666664,0.2806666666666667,0.148,0.001666666666666667,0.0006666666666666668,0.0,0.0,0.0,2.8,1.0,0.0,1.9,1.7,0.0,2.2,1.7,0.5499999999999989,31.9,100.5,5.649999999999997,19.8,77.0,3.549999999999999,15.2,23.3,2.549999999999999,1.8,1.0,0.5499999999999989,7.8,4.8,0.0,16.7,25.4,3.0,24.7,63.6,4.199999999999996,0.0
130,122.3,0.3852455026057352,0.932,0.03866666666666667,0.02266666666666667,0.006666666666666666,74.2,75.7,43.5,0.178,0.154,0.24666666666666667,0.27466666666666667,0.14466666666666667,0.0013333333333333335,0.0006666666666666668,0.0,0.0,0.0,2.6,1.3,0.0,0.9,1.7,0.0,1.5,1.8,0.5499999999999989,31.6,107.3,4.649999999999997,18.2,74.5,3.099999999999998,13.2,24.0,2.099999999999998,2.3,1.1,0.0,6.6,4.4,0.5499999999999989,18.2,24.2,1.549999999999999,27.2,59.7,3.649999999999997,0.0
131,121.5,0.42202039564231697,0.9403333333333332,0.03666666666666667,0.022333333333333334,0.0006666666666666668,83.2,74.2,39.8,0.17766666666666667,0.157,0.2526666666666667,0.267,0.14366666666666666,0.0013333333333333335,0.0006666666666666668,0.0,0.0,0.0,1.8,1.5,0.5499999999999989,2.3,1.6,0.0,1.7,2.2,0.0,30.2,108.5,4.0,18.5,72.9,3.099999999999998,16.5,26.4,2.0,2.1,0.9,0.0,6.9,4.0,0.5499999999999989,17.6,24.4,2.0,23.9,57.6,3.099999999999998,0.0
132,124.6,0.4364852004942737,0.9423333333333334,0.034,0.023666666666666666,0.0,86.0,70.9,41.9,0.17966666666666667,0.16299999999999998,0.2526666666666667,0.26433333333333336,0.13833333333333334,0.0013333333333333335,0.0006666666666666668,0.0,0.0,0.0,2.1,1.4,0.5499999999999989,1.6,1.6,0.0,1.8,2.1,0.0,36.1,113.9,4.549999999999999,18.3,71.2,4.099999999999998,12.8,25.7,2.549999999999999,2.5,1.1,0.0,7.5,3.2,0.5499999999999989,15.2,24.9,1.549999999999999,26.7,54.9,3.549999999999999,0.0
133,123.6,0.4002415279792363,0.9369999999999999,0.034666666666666665,0.025666666666666664,0.002666666666666667,76.2,80.0,38.3,0.17833333333333332,0.16666666666666669,0.2553333333333333,0.2583333333333333,0.13933333333333334,0.0013333333333333335,0.0006666666666666668,0.0,0.0,0.0,2.0,1.1,0.5499999999999989,1.2,1.7,0.0,2.2,2.1,0.0,33.8,110.0,5.199999999999996,17.7,72.0,4.0,13.1,24.7,3.099999999999998,2.0,1.2,0.0,7.2,3.2,0.5499999999999989,18.2,28.1,1.0,26.2,55.9,4.099999999999998,0.0
134,127.9,0.42221592172531175,0.9410000000000001,0.034999999999999996,0.02266666666666667,0.0013333333333333335,87.2,78.6,42.1,0.17833333333333334,0.17233333333333334,0.255,0.261,0.131,0.001666666666666667,0.0003333333333333334,0.0003333333333333334,0.0,0.0,2.2,1.1,0.0,1.0,1.5,0.0,2.1,1.7,0.0,39.0,118.9,5.0,21.8,69.2,2.0,13.6,24.4,3.099999999999998,2.1,1.4,0.0,5.3,2.9,0.5499999999999989,17.2,26.5,1.0,23.6,52.4,3.549999999999999,0.0
135,123.4,0.3820489724121589,0.9433333333333334,0.033666666666666664,0.021333333333333336,0.0016666666666666666,76.3,83.3,42.4,0.18066666666666667,0.173,0.2613333333333333,0.253,0.13,0.0013333333333333335,0.0003333333333333334,0.0003333333333333334,0.0,0.0,2.0,1.1,0.0,2.2,1.6,0.0,1.7,1.6,0.0,35.3,111.1,4.0,18.3,70.2,2.549999999999999,12.2,26.6,1.549999999999999,2.6,1.3,0.0,8.2,3.0,0.5499999999999989,17.4,27.2,1.0,23.5,56.3,3.0,0.0
136,130.0,0.3686134657812655,0.9513333333333334,0.028000000000000004,0.019,0.001666666666666667,78.2,91.2,43.9,0.182,0.178,0.2626666666666667,0.24900000000000003,0.12633333333333333,0.0013333333333333335,0.0003333333333333334,0.0003333333333333334,0.0,0.0,2.6,1.3,0.0,2.1,2.0,0.5499999999999989,1.5,1.0,0.0,37.6,114.5,4.549999999999999,21.1,70.7,2.0,14.1,26.2,2.649999999999997,2.4,1.0,0.0,7.0,2.8,0.0,17.0,24.3,1.0,24.6,56.2,2.0,0.0
137,119.3,0.4128820526350479,0.9556666666666667,0.024333333333333335,0.019333333333333334,0.0006666666666666668,86.7,82.6,41.2,0.18233333333333332,0.18666666666666668,0.26366666666666666,0.24333333333333335,0.122,0.0013333333333333335,0.0003333333333333334,0.0003333333333333334,0.0,0.0,2.5,1.1,0.0,1.2,1.8,0.5499999999999989,2.1,1.1,0.0,34.6,119.7,4.549999999999999,19.4,69.1,2.0,11.9,27.2,2.099999999999998,1.5,0.5,0.0,7.3,3.1,0.0,15.3,22.9,1.0,23.5,53.5,2.0,0.0
138,119.9,0.38261090979883117,0.9626666666666667,0.017,0.019,0.0013333333333333335,77.4,82.7,42.4,0.18566666666666667,0.186,0.27566666666666667,0.233,0.11766666666666667,0.0013333333333333335,0.0003333333333333334,0.0003333333333333334,0.0,0.0,1.9,1.3,0.0,1.6,1.4,0.5499999999999989,2.1,0.8,0.0,35.4,112.7,3.549999999999999,17.9,73.6,2.549999999999999,11.9,29.4,2.549999999999999,2.1,0.3,0.0,6.9,2.8,0.0,15.7,22.2,1.0,24.4,55.5,2.0,0.0
139,125.9,0.36669590245868894,0.9656666666666667,0.013000000000000001,0.019333333333333334,0.002,76.6,86.9,45.1,0.18833333333333332,0.18966666666666668,0.278,0.22833333333333333,0.11366666666666667,0.0013333333333333335,0.0003333333333333334,0.0003333333333333334,0.0,0.0,1.9,1.4,0.0,1.8,1.6,0.0,1.1,0.9,0.0,38.0,104.3,3.0,18.6,75.5,3.0,16.6,32.8,2.549999999999999,2.0,0.2,0.0,5.1,2.9,0.0,15.5,26.9,2.0,25.3,53.5,2.549999999999999,0.0
140,122.7,0.40725336019294583,0.97,0.007333333333333333,0.019333333333333334,0.003333333333333333,84.8,83.4,41.4,0.18833333333333332,0.19433333333333333,0.2836666666666667,0.219,0.11266666666666666,0.0013333333333333335,0.0003333333333333334,0.0003333333333333334,0.0,0.0,1.7,1.4,0.0,1.5,1.5,0.0,2.0,0.8,0.0,34.9,101.5,3.0,20.0,74.6,2.549999999999999,12.9,33.2,2.549999999999999,2.8,0.3,0.0,7.3,2.6,0.0,17.1,28.6,1.0,22.5,55.5,3.549999999999999,0.0
141,124.7,0.37213154861634024,0.97,0.007000000000000001,0.020666666666666667,0.0023333333333333335,77.3,87.1,43.7,0.18933333333333333,0.199,0.28200000000000003,0.21566666666666667,0.11200000000000002,0.0013333333333333335,0.0003333333333333334,0.0003333333333333334,0.0,0.0,2.5,1.0,0.0,2.3,1.5,0.0,1.0,0.7,0.0,38.7,98.4,5.099999999999998,17.8,75.3,3.549999999999999,12.1,33.0,1.0,2.3,0.3,0.0,7.5,2.5,0.0,17.2,26.9,1.549999999999999,23.3,60.4,2.549999999999999,0.0
142,125.1,0.3661238074266442,0.966,0.009666666666666667,0.023666666666666666,0.0006666666666666668,77.6,91.8,42.8,0.19133333333333333,0.2,0.284,0.21166666666666667,0.11100000000000002,0.0013333333333333335,0.0003333333333333334,0.0003333333333333334,0.0,0.0,1.6,0.6,0.5499999999999989,1.7,1.6,0.0,2.0,0.7,0.0,39.0,100.7,5.0,18.0,73.5,3.549999999999999,13.5,34.7,2.549999999999999,1.8,0.4,0.0,5.8,2.7,0.0,17.9,24.7,2.0,23.8,60.4,2.0,0.0
143,129.5,0.3696734292258369,0.961,0.010333333333333333,0.025666666666666664,0.003,81.6,94.2,45.5,0.18933333333333333,0.20233333333333334,0.288,0.20833333333333334,0.11033333333333332,0.0010000000000000002,0.0003333333333333334,0.0003333333333333334,0.0,0.0,1.9,0.6,0.5499999999999989,2.1,1.3,0.5499999999999989,1.4,0.6,0.0,36.6,110.0,4.549999999999999,20.3,69.2,4.0,14.7,33.0,2.549999999999999,1.8,0.4,0.0,7.9,2.2,0.0,17.0,22.7,2.0,25.8,60.0,3.099999999999998,0.0
144,136.8,0.3508558452108774,0.961,0.012,0.026000000000000002,0.0010000000000000002,80.8,102.6,47.6,0.19166666666666668,0.20400000000000001,0.292,0.2026666666666667,0.10800000000000001,0.0010000000000000002,0.0003333333333333334,0.0003333333333333334,0.0,0.0,3.0,0.6,0.5499999999999989,2.4,1.6,0.5499999999999989,2.0,0.7,0.0,38.3,106.0,4.549999999999999,21.9,69.2,4.0,15.3,33.4,3.549999999999999,2.0,0.4,0.5499999999999989,6.7,2.4,0.0,16.9,23.8,1.549999999999999,28.3,61.9,5.099999999999998,0.0
145,128.5,0.3613715918194139,0.9626666666666667,0.009666666666666667,0.027000000000000003,0.0006666666666666668,83.3,94.3,53.5,0.19,0.21200000000000002,0.29033333333333333,0.195,0.11099999999999999,0.0010000000000000002,0.0003333333333333334,0.0003333333333333334,0.0,0.0,1.6,0.5,0.0,1.5,1.1,0.5499999999999989,2.4,0.7,0.0,37.0,106.5,4.549999999999999,22.1,69.9,5.099999999999998,12.4,34.2,3.0,3.0,0.5,0.5499999999999989,7.1,2.4,0.0,16.4,23.2,2.099999999999998,25.0,61.0,4.549999999999999,0.0
146,124.2,0.35090117145950106,0.9643333333333333,0.008666666666666666,0.026000000000000002,0.001,76.0,93.1,49.4,0.18933333333333333,0.22166666666666668,0.2826666666666667,0.19233333333333333,0.11266666666666666,0.0010000000000000002,0.0,0.0003333333333333334,0.0,0.0,1.5,0.6,0.0,2.0,0.7,0.0,1.7,0.7,0.0,42.3,97.1,3.0,19.3,70.1,6.749999999999995,12.6,36.6,4.099999999999998,1.0,0.5,0.5499999999999989,5.7,2.4,0.0,17.0,26.1,2.099999999999998,21.1,65.2,3.549999999999999,0.0
147,127.3,0.35221283670893344,0.9603333333333334,0.010666666666666666,0.028666666666666667,0.0003333333333333334,77.5,94.1,48.8,0.18733333333333332,0.22566666666666668,0.284,0.18366666666666667,0.118,0.0010000000000000002,0.0,0.0003333333333333334,0.0,0.0,2.2,0.6,0.0,2.2,0.6,0.0,1.4,1.0,0.0,35.5,96.5,4.0,20.8,69.4,5.8499999999999925,13.4,36.6,3.549999999999999,2.1,0.4,0.0,6.7,2.3,0.0,17.6,28.4,2.649999999999997,25.4,64.2,3.0,0.0
148,124.4,0.3600177189930239,0.9630000000000001,0.008333333333333335,0.027666666666666666,0.001,78.5,93.7,46.3,0.18866666666666668,0.22999999999999998,0.2793333333333333,0.18,0.12066666666666667,0.0010000000000000002,0.0,0.0003333333333333334,0.0,0.0,1.8,0.5,0.0,2.4,0.7,0.0,1.5,1.3,0.0,38.5,105.4,4.549999999999999,20.0,65.1,3.549999999999999,12.8,37.3,3.549999999999999,1.8,0.4,0.0,6.0,2.2,0.0,15.4,26.3,1.549999999999999,24.2,60.8,3.549999999999999,0.0
149,132.9,0.34742142096939005,0.9626666666666667,0.008333333333333335,0.028666666666666667,0.0003333333333333334,78.1,102.3,46.2,0.19066666666666668,0.23333333333333334,0.275,0.176,0.12366666666666667,0.0010000000000000002,0.0003333333333333334,0.0,0.0,0.0,1.9,0.2,0.0,1.7,0.3,0.0,1.7,1.3,0.0,39.6,111.7,5.099999999999998,21.3,66.6,3.549999999999999,13.6,33.4,3.0,1.4,0.3,0.5499999999999989,6.7,2.4,0.0,18.4,22.7,2.0,26.6,61.1,4.649999999999997,0.0
150,122.4,0.35421966251436177,0.9646666666666667,0.008666666666666666,0.025666666666666664,0.001,79.0,94.0,51.7,0.19666666666666666,0.23833333333333334,0.266,0.173,0.125,0.0006666666666666668,0.0003333333333333334,0.0,0.0,0.0,1.5,0.1,0.0,2.8,0.2,0.0,2.4,1.1,0.0,35.1,114.8,5.099999999999998,17.5,68.3,3.549999999999999,15.1,30.8,2.0,2.5,0.2,0.5499999999999989,5.4,2.7,0.0,15.3,22.1,2.099999999999998,24.8,59.7,4.649999999999997,0.0
151,136.0,0.3734178492873287,0.9656666666666667,0.008,0.025,0.0013333333333333335,85.3,97.9,46.8,0.1993333333333333,0.24666666666666667,0.25766666666666665,0.16933333333333334,0.126,0.0006666666666666668,0.0003333333333333334,0.0,0.0,0.0,1.3,0.1,0.0,1.9,0.4,0.0,1.9,1.0,0.0,39.0,118.5,5.0,20.8,71.2,3.0,15.5,28.7,3.099999999999998,2.6,0.1,0.5499999999999989,8.7,2.3,0.5499999999999989,15.7,20.1,1.549999999999999,28.6,57.6,2.549999999999999,0.0
152,124.4,0.32673970940816066,0.9720000000000001,0.002666666666666667,0.025,0.0003333333333333334,72.5,96.3,53.5,0.201,0.25,0.252,0.16866666666666666,0.12766666666666665,0.0003333333333333334,0.0003333333333333334,0.0,0.0,0.0,1.8,0.2,0.0,1.7,0.4,0.0,1.6,0.8,0.5499999999999989,37.3,114.4,4.0,19.7,72.6,3.099999999999998,14.3,31.4,2.549999999999999,1.6,0.0,0.0,6.7,2.1,1.0,15.3,21.3,1.549999999999999,24.4,56.8,3.549999999999999,0.0
153,130.9,0.3631763177165004,0.9720000000000001,0.001,0.027000000000000003,0.0,81.9,98.7,46.6,0.2006666666666667,0.25833333333333336,0.24733333333333335,0.16433333333333333,0.12866666666666665,0.0003333333333333334,0.0003333333333333334,0.0,0.0,0.0,1.6,0.1,0.0,2.4,0.5,0.0,2.7,0.8,0.5499999999999989,39.0,111.2,3.0,18.0,73.0,2.549999999999999,15.1,33.3,3.0,2.2,0.0,0.0,7.0,2.3,1.0,16.8,22.5,1.549999999999999,26.1,56.3,4.099999999999998,0.0
154,130.2,0.33929491711972937,0.9736666666666667,0.0016666666666666666,0.024666666666666667,0.0,77.1,101.2,50.6,0.20700000000000002,0.255,0.24633333333333335,0.16266666666666668,0.12833333333333335,0.0003333333333333334,0.0003333333333333334,0.0,0.0,0.0,2.1,0.2,0.0,2.3,0.3,0.0,1.6,0.8,0.5499999999999989,37.8,107.4,3.549999999999999,22.0,73.7,2.0,15.4,35.1,2.549999999999999,1.5,0.2,0.0,7.1,2.3,0.5499999999999989,16.6,23.6,1.549999999999999,23.8,56.4,3.0,0.0
155,128.1,0.36419032187175754,0.975,0.0013333333333333335,0.023333333333333334,0.0003333333333333334,81.9,97.1,50.3,0.21233333333333335,0.255,0.24366666666666664,0.15933333333333333,0.129,0.0003333333333333334,0.0003333333333333334,0.0,0.0,0.0,1.6,0.2,0.0,1.6,0.5,0.0,1.6,0.7,0.0,37.0,112.2,4.099999999999998,22.1,72.1,3.549999999999999,14.2,34.7,2.0,2.2,0.2,0.0,6.2,2.3,0.5499999999999989,16.6,21.8,1.0,25.0,55.3,4.0,0.0
156,131.1,0.33850810871020004,0.9743333333333334,0.002,0.023,0.0006666666666666668,77.0,100.4,50.8,0.21133333333333332,0.261,0.23866666666666667,0.15866666666666668,0.12966666666666665,0.0003333333333333334,0.0003333333333333334,0.0,0.0,0.0,1.7,0.4,0.0,2.0,0.5,0.0,1.0,0.6,0.0,38.4,114.1,5.099999999999998,21.8,71.9,3.099999999999998,13.8,33.1,1.549999999999999,2.3,0.3,0.0,8.2,2.7,0.5499999999999989,16.2,22.5,2.0,25.7,53.9,5.0,0.0
157,128.6,0.3646601291590303,0.975,0.0016666666666666666,0.023333333333333334,0.0,83.2,94.5,51.3,0.21733333333333332,0.2633333333333333,0.238,0.15133333333333335,0.12933333333333336,0.0003333333333333334,0.0003333333333333334,0.0,0.0,0.0,1.6,0.6,0.0,2.6,0.5,0.0,2.2,0.6,0.0,41.1,107.6,6.099999999999998,17.8,69.6,3.0,15.1,33.6,2.0,2.5,0.3,0.0,6.7,3.4,0.5499999999999989,15.9,24.3,2.0,23.1,59.5,3.549999999999999,0.0
158,128.9,0.372475722048906,0.9746666666666666,0.0023333333333333335,0.023,0.0,83.2,90.6,49.6,0.22200000000000003,0.269,0.22800000000000004,0.15366666666666667,0.12666666666666665,0.0003333333333333334,0.0003333333333333334,0.0,0.0,0.0,1.8,0.5,0.0,2.2,0.5,0.0,1.9,0.7,0.0,39.3,101.8,4.0,20.2,75.4,2.549999999999999,15.7,32.3,2.0,2.3,0.2,0.0,7.0,3.4,0.0,14.5,26.3,2.0,24.0,58.9,3.0,0.0
159,134.8,0.34268039029128544,0.976,0.0013333333333333335,0.021333333333333336,0.0013333333333333335,77.0,98.6,49.8,0.22599999999999998,0.27166666666666667,0.22333333333333333,0.153,0.12533333333333335,0.0003333333333333334,0.0003333333333333334,0.0,0.0,0.0,1.3,0.6,0.0,1.8,0.7,0.0,1.8,0.6,0.0,43.1,94.5,5.099999999999998,24.2,74.1,2.549999999999999,16.5,34.8,2.0,2.7,0.2,0.0,6.7,3.4,0.0,13.6,28.7,1.0,23.1,62.4,2.0,0.0
160,126.6,0.3707922602862216,0.9753333333333334,0.0013333333333333335,0.02266666666666667,0.0006666666666666668,83.2,92.7,49.3,0.23133333333333334,0.276,0.21600000000000003,0.15366666666666667,0.12233333333333334,0.0003333333333333334,0.0003333333333333334,0.0,0.0,0.0,2.0,0.6,0.0,2.4,0.5,0.0,1.7,0.4,0.0,37.5,92.5,5.549999999999999,21.9,73.1,3.549999999999999,16.6,34.4,2.0,1.9,0.3,0.0,6.9,3.0,0.0,12.0,30.0,2.099999999999998,23.7,65.2,2.549999999999999,0.0
161,136.1,0.36743128332716035,0.975,0.001666666666666667,0.022333333333333334,0.001,83.5,100.9,44.4,0.23633333333333334,0.278,0.21033333333333334,0.154,0.12066666666666667,0.0003333333333333334,0.0003333333333333334,0.0,0.0,0.0,1.4,0.6,0.0,2.8,0.5,0.0,2.2,0.5,0.0,41.3,96.5,4.549999999999999,20.8,72.3,2.549999999999999,15.5,32.8,2.0,2.1,0.3,0.0,7.6,3.0,0.5499999999999989,17.4,31.0,1.6499999999999968,25.0,62.5,3.549999999999999,0.0
162,129.3,0.32124225323655536,0.9730000000000001,0.001666666666666667,0.024,0.0013333333333333335,73.6,100.0,56.6,0.23933333333333334,0.275,0.20800000000000002,0.15466666666666667,0.12233333333333334,0.0003333333333333334,0.0003333333333333334,0.0,0.0,0.0,2.4,0.4,0.0,2.7,0.6,0.0,1.8,0.4,0.0,40.5,99.7,4.549999999999999,19.3,72.4,4.099999999999998,14.2,31.2,2.549999999999999,1.5,0.4,0.0,8.3,3.1,0.5499999999999989,14.3,29.0,2.099999999999998,24.3,62.8,3.099999999999998,0.0
163,130.9,0.37265351485700166,0.9713333333333333,0.0020000000000000005,0.026666666666666665,0.0,85.8,97.5,47.6,0.242,0.27999999999999997,0.19766666666666668,0.15566666666666668,0.124,0.0003333333333333334,0.0003333333333333334,0.0,0.0,0.0,2.1,0.5,0.0,2.1,0.9,0.0,2.4,0.4,0.0,41.6,104.1,4.0,18.6,71.5,4.549999999999999,15.2,28.8,2.549999999999999,1.9,0.2,0.0,7.7,3.0,0.5499999999999989,14.0,28.5,2.099999999999998,25.3,62.1,3.549999999999999,0.0
164,134.2,0.3499403684463267,0.9696666666666667,0.004,0.025666666666666664,0.0006666666666666668,81.2,102.0,48.5,0.24899999999999997,0.2803333333333333,0.191,0.158,0.121,0.0003333333333333334,0.0003333333333333334,0.0,0.0,0.0,1.6,0.5,0.0,2.3,0.8,0.0,2.3,0.4,0.0,42.3,107.5,3.549999999999999,21.8,69.9,4.0,15.3,28.8,2.549999999999999,2.5,0.1,0.0,6.5,3.1,0.0,14.1,27.7,2.549999999999999,25.5,61.2,3.549999999999999,0.0
165,133.5,0.34030341710610956,0.9696666666666667,0.004666666666666667,0.025,0.0006666666666666668,79.8,104.2,51.5,0.258,0.275,0.18733333333333332,0.15833333333333333,0.12066666666666667,0.0003333333333333334,0.0003333333333333334,0.0,0.0,0.0,1.8,0.5,0.0,3.0,0.6,0.0,1.6,0.4,0.0,39.6,108.6,3.099999999999998,24.7,66.8,3.0,14.6,31.2,3.549999999999999,2.0,0.1,0.0,5.9,2.8,0.0,16.3,27.8,2.549999999999999,24.0,61.2,3.549999999999999,0.0
166,132.9,0.3315238376519098,0.9730000000000001,0.004,0.021666666666666667,0.0013333333333333335,78.5,106.7,51.9,0.2673333333333333,0.268,0.18633333333333332,0.156,0.12166666666666667,0.0003333333333333334,0.0003333333333333334,0.0,0.0,0.0,2.4,0.5,0.0,3.0,0.8,0.0,1.7,0.3,0.0,41.6,109.4,3.099999999999998,20.6,65.4,2.0,16.1,31.8,2.549999999999999,1.9,0.2,0.0,6.3,2.5,0.0,15.2,30.9,2.549999999999999,24.1,58.2,3.0,0.0
167,130.1,0.3527718469607446,0.969,0.004333333333333333,0.025,0.001666666666666667,82.9,104.2,49.7,0.2753333333333333,0.26066666666666666,0.18366666666666667,0.16,0.11966666666666667,0.0003333333333333334,0.0003333333333333334,0.0,0.0,0.0,1.6,0.5,0.5499999999999989,2.2,0.8,0.0,1.2,0.3,0.0,39.1,106.8,3.0,22.5,64.3,4.099999999999998,14.1,31.9,3.549999999999999,2.2,0.4,0.0,8.5,2.7,0.5499999999999989,14.9,30.4,3.099999999999998,23.8,61.9,3.549999999999999,0.0
168,130.3,0.3207551009102334,0.969,0.004,0.025333333333333336,0.001666666666666667,74.6,106.3,53.6,0.2806666666666667,0.25633333333333336,0.179,0.16533333333333333,0.11800000000000002,0.0003333333333333334,0.0003333333333333334,0.0,0.0,0.0,2.6,0.4,0.5499999999999989,2.2,0.7,1.0,2.1,0.3,0.0,35.1,101.8,2.549999999999999,22.7,66.4,3.549999999999999,17.4,31.4,3.549999999999999,1.6,0.4,0.0,6.5,2.8,0.5499999999999989,15.6,31.4,2.549999999999999,24.5,64.4,4.649999999999997,0.0
169,130.5,0.33801374782739046,0.968,0.002666666666666667,0.028333333333333332,0.0010000000000000002,80.0,104.2,52.6,0.2853333333333333,0.253,0.175,0.16633333333333333,0.12,0.0,0.0003333333333333334,0.0,0.0,0.0,1.9,0.4,0.5499999999999989,2.1,0.8,1.0,1.2,0.4,0.0,40.4,102.2,4.0,20.5,68.5,4.0,15.6,29.7,3.0,2.9,0.4,0.0,7.7,3.2,0.5499999999999989,13.1,29.7,3.0,25.1,64.7,3.549999999999999,0.0
170,130.0,0.3424868220551136,0.9693333333333334,0.001,0.028000000000000004,0.001666666666666667,79.9,100.7,53.6,0.28933333333333333,0.25166666666666665,0.16933333333333334,0.16766666666666669,0.12166666666666666,0.0,0.0003333333333333334,0.0,0.0,0.0,2.3,0.2,0.0,2.6,0.9,1.0,2.8,0.4,0.0,41.5,96.6,4.0,20.5,69.9,3.549999999999999,14.4,30.3,3.0,1.8,0.4,0.0,5.6,3.5,0.0,15.0,31.5,2.0,23.5,66.3,3.549999999999999,0.0
171,132.9,0.41089005219395514,0.966,0.0006666666666666668,0.03266666666666666,0.0006666666666666668,95.2,97.6,40.8,0.29133333333333333,0.24900000000000003,0.16333333333333333,0.16899999999999998,0.127,0.0003333333333333334,0.0,0.0,0.0,0.0,1.8,0.1,0.0,2.5,0.4,0.0,2.4,0.2,0.0,41.0,91.8,5.549999999999999,20.5,71.7,3.549999999999999,15.6,29.7,2.549999999999999,2.5,0.4,0.0,7.5,3.3,0.5499999999999989,13.7,32.8,2.549999999999999,25.4,69.6,4.549999999999999,0.0
