t,num_new_requests,frac_requests_fulfilled,frac_passenger-carrying_cars,frac_rerouting_cars,frac_charging_cars,frac_idling_cars,num_fulfilled_requests,num_queued_requests,num_abandoned_requests,frac_battery_cars_0,frac_battery_cars_1,frac_battery_cars_2,frac_battery_cars_3,frac_battery_cars_4,frac_battery_cars_5,frac_battery_cars_6,frac_battery_cars_7,frac_battery_cars_8,frac_battery_cars_9,num_trip_requests_0,num_cars_region_0,num_charging_cars_region_0,num_trip_requests_1,num_cars_region_1,num_charging_cars_region_1,num_trip_requests_2,num_cars_region_2,num_charging_cars_region_2,num_trip_requests_3,num_cars_region_3,num_charging_cars_region_3,num_trip_requests_4,num_cars_region_4,num_charging_cars_region_4,num_trip_requests_5,num_cars_region_5,num_charging_cars_region_5,num_trip_requests_6,num_cars_region_6,num_charging_cars_region_6,num_trip_requests_7,num_cars_region_7,num_charging_cars_region_7,num_trip_requests_8,num_cars_region_8,num_charging_cars_region_8,num_trip_requests_9,num_cars_region_9,num_charging_cars_region_9,trial
0,67.2,0.8818954031356865,0.197,0.7493333333333333,0.0013333333333333335,0.05233333333333333,59.1,8.1,0.0,0.0,0.0,0.0,0.0,0.9463333333333332,0.05233333333333333,0.0,0.0,0.0013333333333333335,0.0,1.2,30.0,0.5499999999999989,1.0,30.0,0.5499999999999989,1.0,30.0,0.0,20.7,30.0,0.0,11.0,30.0,0.0,13.5,30.0,0.0,1.2,30.0,0.0,4.1,30.0,0.0,5.9,30.0,0.5499999999999989,7.6,30.0,0.5499999999999989,0.0
1,63.7,0.8927402495794518,0.217,0.78,0.0013333333333333335,0.0016666666666666666,63.7,7.2,0.9,0.0,0.0,0.0,0.0006666666666666668,0.9966666666666667,0.0013333333333333335,0.0,0.0,0.0013333333333333335,0.0,0.5,6.5,0.5499999999999989,0.9,6.1,0.5499999999999989,0.9,4.1,0.0,23.9,64.3,0.0,10.7,58.8,0.0,11.6,37.2,0.0,1.2,8.8,0.0,3.8,25.5,0.0,6.0,41.7,0.5499999999999989,4.2,47.0,0.5499999999999989,0.0
2,65.3,0.7740340136578504,0.30633333333333335,0.6816666666666666,0.0016666666666666666,0.010333333333333333,55.4,14.9,2.2,0.0,0.0,0.0,0.009000000000000001,0.9893333333333333,0.0,0.0,0.0003333333333333334,0.0013333333333333335,0.0,1.1,7.8,0.5499999999999989,1.0,7.2,0.5499999999999989,1.2,4.7,0.0,21.7,56.1,0.0,11.9,58.4,0.0,13.2,35.2,0.0,1.4,10.0,0.0,3.4,26.4,0.0,4.9,43.4,0.5499999999999989,5.5,50.8,1.0,0.0
3,67.6,0.9353933778413058,0.42266666666666663,0.568,0.0003333333333333334,0.009000000000000001,76.6,4.8,1.1,0.0,0.0,0.0,0.04,0.9583333333333334,0.0,0.0,0.0013333333333333335,0.0003333333333333334,0.0,0.4,8.4,0.0,0.6,7.3,0.0,0.8,4.7,0.0,22.9,57.5,0.0,12.8,63.5,0.0,12.9,35.5,0.0,0.8,10.5,0.0,2.9,27.2,0.0,5.7,39.4,0.0,7.8,46.0,0.5499999999999989,0.0
4,64.1,0.9629613633567121,0.5243333333333333,0.4573333333333333,0.0006666666666666668,0.017666666666666667,66.3,2.6,0.0,0.0,0.0,0.0,0.11000000000000001,0.8880000000000001,0.0,0.0,0.0013333333333333335,0.0006666666666666668,0.0,1.3,10.7,0.0,0.9,8.3,0.0,0.4,5.5,0.0,21.3,52.1,0.5499999999999989,11.7,67.8,0.0,9.9,36.3,0.0,1.0,10.4,0.0,3.5,28.0,0.0,6.5,36.2,0.0,7.6,44.7,0.5499999999999989,0.0
5,62.7,0.9899523668677519,0.584,0.39766666666666667,0.0003333333333333334,0.018,64.6,0.7,0.0,0.0,0.0,0.0,0.21033333333333334,0.7876666666666667,0.0,0.0,0.0016666666666666666,0.0003333333333333334,0.0,1.3,11.6,0.0,1.1,8.2,0.0,1.3,6.3,0.0,17.9,48.9,0.5499999999999989,9.9,68.9,0.0,11.4,39.7,0.0,1.2,11.5,0.0,3.5,29.0,0.0,6.4,36.9,0.0,8.7,39.0,0.0,0.0
6,65.2,0.9818606980371687,0.5469999999999999,0.4373333333333333,0.001,0.014666666666666666,64.7,1.1,0.1,0.0,0.0,0.0,0.31566666666666665,0.6816666666666666,0.0,0.0,0.0023333333333333335,0.0003333333333333334,0.0,1.7,12.0,0.0,0.6,8.6,0.0,0.9,5.0,0.0,20.5,52.4,0.5499999999999989,10.5,61.0,0.5499999999999989,11.6,38.3,0.0,1.3,11.8,0.0,4.7,30.5,0.5499999999999989,6.1,39.6,0.0,7.3,40.8,0.0,0.0
7,62.3,0.9830030674370424,0.5303333333333333,0.45266666666666666,0.0006666666666666668,0.01633333333333333,62.3,1.0,0.1,0.0,0.0,0.002,0.44800000000000006,0.5473333333333333,0.0,0.0003333333333333334,0.0023333333333333335,0.0,0.0,0.8,11.6,0.0,0.9,8.8,0.0,0.9,5.8,0.0,19.6,53.2,0.0,12.2,59.8,0.5499999999999989,10.5,32.4,0.0,1.8,13.1,0.0,3.4,32.4,0.5499999999999989,6.3,40.0,0.0,5.9,42.9,0.0,0.0
8,68.6,0.972857231962546,0.5196666666666666,0.4663333333333333,0.0006666666666666668,0.013333333333333332,67.7,1.8,0.1,0.0,0.0,0.005,0.5883333333333333,0.404,0.0,0.0003333333333333334,0.0023333333333333335,0.0,0.0,1.0,13.4,0.0,1.3,8.3,0.0,1.0,5.6,0.0,22.6,53.3,0.0,12.2,55.9,0.5499999999999989,11.6,31.0,0.0,1.3,13.2,0.0,4.4,32.5,0.5499999999999989,5.7,41.7,0.0,7.5,45.1,0.0,0.0
9,60.7,0.9578419449139048,0.5126666666666667,0.475,0.0,0.012333333333333333,59.8,2.6,0.1,0.0,0.0,0.009,0.6983333333333334,0.29,0.0,0.001,0.0016666666666666666,0.0,0.0,0.3,14.3,0.0,1.3,8.7,0.0,1.3,5.7,0.0,21.4,48.7,0.0,10.1,53.5,0.0,11.3,30.1,0.0,1.2,16.2,0.0,3.8,36.1,0.0,5.2,43.7,0.0,4.8,43.0,0.0,0.0
10,60.4,0.9768639424762497,0.48266666666666663,0.5006666666666667,0.0003333333333333334,0.01633333333333333,61.5,1.3,0.2,0.0,0.0,0.019333333333333334,0.7986666666666666,0.179,0.0,0.001,0.002,0.0,0.0,1.0,14.0,0.0,0.5,8.9,0.0,0.6,5.3,0.0,19.0,48.0,0.0,10.7,54.3,0.0,11.6,31.4,0.0,0.9,17.0,0.0,3.7,37.1,0.0,5.6,42.3,0.0,6.8,41.7,0.5499999999999989,0.0
11,61.3,0.9538231690066274,0.4746666666666666,0.507,0.0003333333333333334,0.018,59.5,2.8,0.3,0.0,0.0,0.04666666666666667,0.8436666666666668,0.10666666666666666,0.0,0.001,0.002,0.0,0.0,0.9,13.2,0.0,0.9,8.2,0.0,0.9,6.1,0.0,21.5,51.0,0.0,9.5,52.9,0.0,10.7,33.9,0.0,1.1,15.6,0.0,3.1,37.0,0.0,5.7,40.7,0.0,7.0,41.4,0.5499999999999989,0.0
12,32.9,0.9798893355791929,0.44266666666666665,0.5366666666666667,0.001,0.01966666666666667,34.9,0.5,0.3,0.0,0.0003333333333333334,0.08966666666666667,0.8553333333333333,0.051000000000000004,0.0,0.001,0.002666666666666667,0.0,0.0,1.0,13.4,0.0,0.6,8.1,0.0,1.0,5.6,0.0,8.8,51.2,0.0,6.3,54.1,0.5499999999999989,6.7,32.0,0.0,0.6,14.4,0.5499999999999989,2.2,39.2,0.0,2.9,37.5,0.0,2.8,44.5,0.5499999999999989,0.0
13,37.7,0.9898143748143748,0.383,0.5936666666666667,0.0006666666666666668,0.02266666666666667,37.8,0.4,0.0,0.0,0.0003333333333333334,0.15533333333333332,0.8223333333333332,0.018333333333333333,0.0,0.0013333333333333335,0.0023333333333333335,0.0,0.0,1.1,12.8,0.0,0.7,8.4,0.0,0.4,5.4,0.0,13.8,56.4,0.0,5.6,55.8,0.5499999999999989,5.7,31.9,0.0,1.3,13.0,0.5499999999999989,2.1,36.4,0.0,3.4,36.1,0.0,3.6,43.8,0.0,0.0
14,33.8,0.9862579281183933,0.31399999999999995,0.6546666666666667,0.0006666666666666668,0.03066666666666667,33.7,0.5,0.0,0.0,0.0013333333333333335,0.231,0.7596666666666667,0.004333333333333333,0.0,0.002,0.0016666666666666666,0.0,0.0,0.5,12.6,0.0,0.8,9.3,0.0,0.5,6.4,0.0,10.6,56.3,0.0,6.8,58.3,0.5499999999999989,6.4,32.3,0.0,0.7,13.6,0.5499999999999989,1.9,36.8,0.0,2.7,33.4,0.0,2.9,41.0,0.0,0.0
15,33.5,0.9943351691581432,0.284,0.694,0.0,0.022,33.8,0.2,0.0,0.0,0.002666666666666667,0.31133333333333335,0.681,0.0013333333333333335,0.0,0.003333333333333333,0.0003333333333333334,0.0,0.0,0.6,13.5,0.0,0.7,9.8,0.0,0.7,7.2,0.0,11.9,58.5,0.0,6.5,55.1,0.0,5.0,31.4,0.0,1.0,14.3,0.0,1.6,38.0,0.0,2.6,32.1,0.0,2.9,40.1,0.0,0.0
16,35.9,0.9960000000000001,0.281,0.6926666666666667,0.0,0.02633333333333333,35.9,0.2,0.0,0.0,0.006,0.41566666666666663,0.5743333333333334,0.0003333333333333334,0.0,0.003333333333333333,0.0003333333333333334,0.0,0.0,0.6,13.7,0.0,0.2,10.8,0.0,0.6,7.5,0.0,12.1,57.0,0.0,6.4,55.5,0.0,6.9,30.6,0.0,1.7,15.4,0.0,2.3,37.4,0.0,2.5,32.9,0.0,2.6,39.2,0.0,0.0
17,35.3,1.0,0.27466666666666667,0.6950000000000001,0.0003333333333333334,0.03,35.5,0.0,0.0,0.0,0.011333333333333334,0.5173333333333334,0.46733333333333327,0.0,0.0006666666666666668,0.003,0.0003333333333333334,0.0,0.0,0.5,14.8,0.0,0.4,9.5,0.0,0.7,7.3,0.0,10.9,56.7,0.0,6.7,56.1,0.0,6.3,26.6,0.0,0.9,16.3,0.0,3.4,36.2,0.5499999999999989,2.3,35.8,0.0,3.2,40.7,0.0,0.0
18,37.8,1.0,0.27566666666666667,0.6926666666666667,0.0006666666666666668,0.031,37.8,0.0,0.0,0.0,0.027000000000000003,0.6133333333333333,0.35533333333333333,0.0,0.001,0.002666666666666667,0.0006666666666666668,0.0,0.0,1.0,16.6,0.0,1.1,9.9,0.0,0.5,6.8,0.0,11.8,57.1,0.0,7.0,51.9,0.0,7.0,30.7,0.0,0.8,15.5,0.0,2.7,36.1,0.5499999999999989,3.1,36.4,0.0,2.8,39.0,0.5499999999999989,0.0
19,35.0,1.0,0.2833333333333333,0.6943333333333334,0.0006666666666666668,0.021666666666666667,35.0,0.0,0.0,0.0,0.05566666666666666,0.6893333333333334,0.2506666666666667,0.0,0.001,0.002666666666666667,0.0006666666666666668,0.0,0.0,0.6,16.4,0.0,0.9,9.6,0.0,0.8,7.5,0.0,12.3,52.8,0.0,7.0,51.1,0.0,5.1,30.1,0.0,1.1,15.8,0.0,1.9,39.2,0.5499999999999989,2.1,35.5,0.0,3.2,42.0,0.5499999999999989,0.0
20,37.0,0.9899802241265656,0.2776666666666667,0.6896666666666667,0.0003333333333333334,0.03233333333333334,36.6,0.4,0.0,0.0003333333333333334,0.097,0.7263333333333334,0.172,0.0,0.0013333333333333335,0.002666666666666667,0.0003333333333333334,0.0,0.0,0.3,14.3,0.0,0.3,8.9,0.0,0.4,7.8,0.0,11.5,51.7,0.0,6.5,47.5,0.0,7.3,35.3,0.0,1.2,17.3,0.0,3.2,37.7,0.0,3.4,40.0,0.0,2.9,39.5,0.5499999999999989,0.0
21,35.9,0.9932126696832579,0.2753333333333333,0.689,0.0,0.035666666666666666,36.1,0.2,0.0,0.0006666666666666668,0.14333333333333334,0.74,0.11166666666666666,0.0,0.002,0.002,0.0003333333333333334,0.0,0.0,0.6,13.5,0.0,0.9,9.4,0.0,0.6,7.6,0.0,11.0,51.7,0.0,6.3,51.8,0.0,6.9,34.7,0.0,0.8,19.4,0.0,1.2,36.0,0.0,3.3,39.8,0.0,4.3,36.1,0.0,0.0
22,35.8,0.9971428571428571,0.28633333333333333,0.6856666666666666,0.0003333333333333334,0.027666666666666666,35.9,0.1,0.0,0.0013333333333333335,0.20366666666666666,0.7203333333333333,0.06999999999999999,0.0,0.002666666666666667,0.0013333333333333335,0.0006666666666666668,0.0,0.0,0.7,13.0,0.0,0.7,8.5,0.0,0.3,6.8,0.0,10.9,51.5,0.5499999999999989,8.7,56.5,0.0,4.7,31.0,0.0,1.1,16.4,0.0,2.1,36.8,0.0,3.5,40.1,0.0,3.1,39.4,0.0,0.0
23,35.7,0.9943381180223285,0.2813333333333333,0.6936666666666667,0.0006666666666666668,0.024333333333333335,35.6,0.2,0.0,0.005333333333333334,0.2803333333333333,0.6693333333333333,0.04,0.0003333333333333334,0.003,0.0013333333333333335,0.0003333333333333334,0.0,0.0,0.6,14.6,0.0,0.4,7.6,0.0,0.6,7.4,0.0,12.1,52.6,0.5499999999999989,6.4,55.8,0.0,6.2,33.4,0.0,1.2,16.2,0.0,2.3,34.4,0.0,3.4,39.3,0.0,2.5,38.7,0.5499999999999989,0.0
24,24.0,0.976762896523766,0.2593333333333333,0.7073333333333334,0.0006666666666666668,0.03266666666666666,23.6,0.5,0.1,0.01,0.354,0.6103333333333334,0.020666666666666667,0.0003333333333333334,0.003333333333333333,0.001,0.0003333333333333334,0.0,0.0,0.7,15.5,0.0,0.5,8.6,0.0,0.9,5.3,0.0,6.6,53.5,0.5499999999999989,4.1,53.0,0.0,3.7,34.2,0.0,0.5,14.2,0.0,1.5,36.6,0.0,2.4,37.3,0.0,3.1,41.8,0.5499999999999989,0.0
25,23.4,0.9961538461538462,0.21933333333333332,0.7443333333333333,0.0006666666666666668,0.035666666666666666,23.8,0.0,0.1,0.019333333333333334,0.43666666666666665,0.528,0.010666666666666668,0.0003333333333333334,0.003333333333333333,0.001666666666666667,0.0,0.0,0.0,0.6,17.2,0.0,0.7,8.6,0.0,0.1,6.3,0.0,6.3,53.8,0.5499999999999989,4.1,52.1,0.0,4.1,32.6,0.0,0.5,13.0,0.0,1.3,38.0,0.0,3.3,37.7,0.0,2.4,40.7,0.5499999999999989,0.0
26,22.5,0.9960000000000001,0.18666666666666668,0.7746666666666666,0.0006666666666666668,0.038,22.4,0.1,0.0,0.034666666666666665,0.5186666666666666,0.4373333333333333,0.0036666666666666666,0.0006666666666666668,0.003333333333333333,0.001666666666666667,0.0,0.0,0.0,0.5,17.9,0.0,0.1,8.8,0.0,0.3,6.7,0.0,7.0,54.2,0.5499999999999989,4.4,52.4,0.0,4.7,28.8,0.0,0.7,13.7,0.0,1.6,42.7,0.0,1.7,35.5,0.5499999999999989,1.5,39.3,0.0,0.0
27,23.6,0.9966666666666667,0.18533333333333332,0.7816666666666666,0.0006666666666666668,0.03233333333333334,23.6,0.1,0.0,0.059,0.5850000000000001,0.34900000000000003,0.0013333333333333335,0.0013333333333333335,0.003,0.0013333333333333335,0.0,0.0,0.0,0.6,17.2,0.0,0.2,9.1,0.0,0.5,6.9,0.0,7.3,55.0,0.5499999999999989,3.9,53.2,0.0,3.8,28.7,0.0,0.8,14.1,0.0,2.1,41.6,0.0,2.2,37.8,0.5499999999999989,2.2,36.4,0.0,0.0
28,21.9,1.0,0.175,0.7943333333333333,0.0003333333333333334,0.030333333333333334,22.0,0.0,0.0,0.093,0.6383333333333333,0.263,0.0,0.0016666666666666666,0.002666666666666667,0.0013333333333333335,0.0,0.0,0.0,0.2,15.9,0.0,0.6,10.3,0.0,0.8,7.9,0.0,6.3,53.3,0.0,4.0,53.8,0.0,3.5,28.2,0.0,0.8,14.4,0.0,1.5,41.3,0.0,2.6,39.1,0.5499999999999989,1.6,35.8,0.0,0.0
29,22.9,1.0,0.17266666666666666,0.7929999999999999,0.0,0.034333333333333334,22.9,0.0,0.0,0.13466666666666666,0.6676666666666666,0.192,0.0,0.0016666666666666666,0.002666666666666667,0.0013333333333333335,0.0,0.0,0.0,0.6,16.5,0.0,0.5,10.3,0.0,0.3,6.5,0.0,6.6,51.5,0.0,4.6,56.5,0.0,3.4,27.0,0.0,0.4,16.2,0.0,1.7,42.9,0.0,3.1,37.0,0.0,1.7,35.6,0.0,0.0
30,23.2,1.0,0.184,0.7846666666666666,0.0006666666666666668,0.03066666666666667,23.2,0.0,0.0,0.19633333333333333,0.6609999999999999,0.13633333333333333,0.0,0.002,0.002666666666666667,0.0016666666666666666,0.0,0.0,0.0,0.6,14.6,0.0,0.5,11.1,0.0,0.9,6.3,0.0,7.1,51.7,0.0,4.2,53.9,0.5499999999999989,3.5,28.7,0.0,1.1,17.2,0.0,1.1,42.7,0.0,2.3,38.4,0.0,1.9,35.4,0.5499999999999989,0.0
31,23.9,0.9918333333333333,0.18366666666666667,0.7823333333333333,0.0006666666666666668,0.03333333333333334,23.7,0.2,0.0,0.267,0.6316666666666666,0.095,0.0003333333333333334,0.0016666666666666666,0.002666666666666667,0.0016666666666666666,0.0,0.0,0.0,0.9,16.1,0.0,0.3,10.1,0.0,0.9,4.8,0.0,7.6,49.7,0.0,5.0,51.0,0.5499999999999989,3.9,30.6,0.0,0.3,17.2,0.0,1.5,43.7,0.0,1.6,38.4,0.0,1.9,38.4,0.5499999999999989,0.0
32,23.9,0.9844402277039848,0.18166666666666667,0.7826666666666667,0.001,0.034666666666666665,23.7,0.3,0.1,0.33799999999999997,0.5963333333333333,0.059,0.0006666666666666668,0.0023333333333333335,0.0023333333333333335,0.0013333333333333335,0.0,0.0,0.0,0.5,15.9,0.0,0.4,9.7,0.0,1.1,6.7,0.0,6.5,50.6,0.0,3.6,52.7,0.5499999999999989,4.1,33.2,0.0,1.1,17.6,0.0,1.2,43.0,0.0,3.3,37.3,0.0,2.1,33.3,1.0,0.0
33,20.9,0.9916666666666666,0.17666666666666667,0.7816666666666666,0.0006666666666666668,0.041,21.0,0.0,0.2,0.41633333333333333,0.5429999999999999,0.033666666666666664,0.001,0.0023333333333333335,0.002666666666666667,0.001,0.0,0.0,0.0,0.4,17.6,0.0,0.9,9.6,0.0,0.6,7.0,0.0,6.7,50.0,0.5499999999999989,3.7,52.8,0.0,3.2,31.5,0.0,0.2,17.1,0.0,1.9,43.6,0.0,1.7,36.9,0.0,1.6,33.9,0.5499999999999989,0.0
34,22.6,1.0,0.17133333333333334,0.7876666666666667,0.002,0.039,22.6,0.0,0.0,0.501,0.4706666666666667,0.02,0.001,0.004,0.002666666666666667,0.0006666666666666668,0.0,0.0,0.0,1.1,18.1,0.0,0.9,8.8,0.0,0.5,7.6,0.0,6.6,48.5,1.0,3.5,51.2,0.0,3.4,30.7,0.0,1.1,16.8,0.0,1.2,44.4,0.0,2.6,38.0,0.0,1.7,35.9,1.0,0.0
35,23.8,0.9935483870967742,0.17733333333333334,0.777,0.003,0.04266666666666667,23.6,0.2,0.0,0.5813333333333334,0.4003333333333333,0.008666666666666666,0.001,0.005666666666666667,0.0023333333333333335,0.0006666666666666668,0.0,0.0,0.0,0.9,19.1,1.0999999999999979,0.5,10.1,0.0,0.8,7.4,0.0,7.4,46.8,1.0,3.9,49.3,0.0,3.5,30.3,0.0,0.8,14.9,0.0,1.9,46.1,0.5499999999999989,2.0,37.7,0.0,2.1,38.3,1.549999999999999,0.0
36,14.4,0.9746031746031745,0.15833333333333333,0.7713333333333333,0.005333333333333334,0.065,14.2,0.4,0.0,0.6543333333333334,0.3283333333333333,0.005333333333333334,0.0013333333333333335,0.007666666666666667,0.0023333333333333335,0.0006666666666666668,0.0,0.0,0.0,0.5,18.6,1.0999999999999979,0.5,10.5,0.0,0.5,7.1,0.0,3.8,47.5,0.5499999999999989,1.8,50.5,0.5499999999999989,2.2,30.7,0.0,0.6,14.1,0.5499999999999989,1.5,43.0,1.0999999999999979,1.5,41.0,0.0,1.5,37.0,2.549999999999999,0.0
37,14.2,1.0,0.13,0.794,0.009666666666666667,0.06633333333333333,14.6,0.0,0.0,0.7223333333333334,0.257,0.003,0.002,0.012333333333333333,0.002666666666666667,0.0006666666666666668,0.0,0.0,0.0,0.3,19.5,1.549999999999999,0.3,10.4,0.5499999999999989,0.3,7.6,0.0,3.9,51.9,2.099999999999998,2.4,49.8,2.099999999999998,1.8,30.8,0.0,0.6,14.4,0.5499999999999989,1.2,40.8,1.549999999999999,2.0,37.5,0.0,1.4,37.3,3.549999999999999,0.0
38,14.5,0.975,0.11133333333333333,0.786,0.014666666666666666,0.088,14.2,0.3,0.0,0.778,0.19666666666666666,0.0013333333333333335,0.0023333333333333335,0.018333333333333333,0.003,0.0003333333333333334,0.0,0.0,0.0,0.5,18.1,1.0,0.6,11.6,0.5499999999999989,0.5,8.4,0.0,3.2,50.0,2.099999999999998,3.2,49.3,3.0,1.2,29.2,0.0,0.8,15.3,1.0,0.8,42.1,2.649999999999997,1.7,36.9,0.0,2.0,39.1,4.0,0.0
39,15.1,0.9933333333333334,0.10466666666666666,0.764,0.025,0.10633333333333332,15.3,0.0,0.1,0.8206666666666667,0.142,0.0003333333333333334,0.002666666666666667,0.03166666666666666,0.0023333333333333335,0.0003333333333333334,0.0,0.0,0.0,0.6,16.2,1.549999999999999,0.5,11.8,0.5499999999999989,0.2,9.8,0.0,5.2,48.4,4.549999999999999,2.3,52.3,4.099999999999998,2.3,30.7,0.0,0.2,15.5,1.0999999999999979,1.1,41.9,3.549999999999999,1.4,36.8,0.5499999999999989,1.3,36.6,4.099999999999998,0.0
40,14.7,0.9928571428571429,0.10233333333333335,0.7096666666666667,0.03666666666666667,0.15133333333333335,14.6,0.1,0.0,0.8493333333333334,0.096,0.0003333333333333334,0.004666666666666667,0.04733333333333333,0.002,0.0003333333333333334,0.0,0.0,0.0,0.5,15.7,1.0999999999999979,0.7,13.2,2.649999999999997,0.3,12.0,0.0,4.7,52.1,7.0,1.9,50.4,5.0,2.0,26.8,0.0,0.7,16.5,1.0999999999999979,1.1,37.5,3.0,1.6,37.8,0.5499999999999989,1.2,38.0,5.549999999999999,0.0
41,16.5,0.9779605263157893,0.10866666666666666,0.6626666666666667,0.065,0.16366666666666668,16.2,0.4,0.0,0.8413333333333334,0.06933333333333333,0.0003333333333333334,0.007666666666666667,0.079,0.0023333333333333335,0.0,0.0,0.0,0.0,0.5,16.2,1.549999999999999,0.6,15.0,5.3999999999999915,0.7,12.3,0.0,4.3,49.5,9.549999999999999,2.5,46.4,6.0,2.7,27.9,0.0,0.8,16.2,1.549999999999999,1.4,35.7,4.549999999999999,1.2,39.8,1.0,1.8,41.0,12.649999999999997,0.0
42,12.9,0.9718253968253968,0.10600000000000001,0.605,0.07466666666666667,0.21433333333333335,13.0,0.3,0.0,0.8436666666666668,0.044333333333333336,0.0003333333333333334,0.010666666666666668,0.099,0.002,0.0,0.0,0.0,0.0,0.3,16.8,1.549999999999999,0.1,13.9,5.3999999999999915,0.5,12.3,0.5499999999999989,3.6,53.0,10.549999999999999,2.7,43.1,7.0,1.6,28.0,0.0,0.3,16.3,2.0,1.2,35.5,5.099999999999998,1.2,40.1,0.5499999999999989,1.4,41.0,12.199999999999996,0.0
43,15.3,0.9673214285714286,0.10700000000000001,0.5546666666666666,0.10300000000000001,0.23533333333333334,15.1,0.5,0.0,0.8156666666666667,0.027000000000000003,0.0006666666666666668,0.014000000000000002,0.14100000000000001,0.0013333333333333335,0.0,0.0003333333333333334,0.0,0.0,0.8,17.3,3.099999999999998,0.5,14.1,3.1999999999999957,0.5,13.3,1.0,3.9,55.3,10.549999999999999,2.4,40.4,7.549999999999999,1.7,28.6,1.0,0.3,17.5,2.0,1.5,35.2,9.0,1.3,38.5,1.0,2.4,39.8,18.099999999999998,0.0
44,15.6,0.9402389788573998,0.1,0.5046666666666667,0.10333333333333332,0.292,15.2,0.7,0.2,0.7933333333333333,0.014333333333333333,0.0013333333333333335,0.018333333333333333,0.17133333333333334,0.001,0.0,0.0003333333333333334,0.0,0.0,0.5,18.1,3.0,0.5,14.1,3.7499999999999947,0.7,11.9,1.0,4.1,53.6,12.099999999999998,2.6,39.7,9.0,2.1,28.0,4.8499999999999925,0.6,18.2,1.0,0.9,35.0,9.549999999999999,2.0,40.2,0.5499999999999989,1.6,41.2,13.549999999999999,0.0
45,14.3,0.9216788766788767,0.10166666666666666,0.45633333333333337,0.12633333333333335,0.31566666666666665,13.8,0.7,0.5,0.754,0.008,0.002,0.026000000000000002,0.20833333333333334,0.0013333333333333335,0.0,0.0003333333333333334,0.0,0.0,0.4,19.0,6.8499999999999925,0.1,14.7,3.2999999999999936,0.2,12.0,1.549999999999999,3.9,53.4,14.749999999999995,2.1,39.6,10.549999999999999,2.2,27.4,4.8499999999999925,0.5,16.7,2.549999999999999,1.6,36.9,10.549999999999999,2.0,43.1,1.0,1.3,37.2,27.199999999999996,0.0
46,15.5,0.935202585512183,0.101,0.42733333333333334,0.11633333333333333,0.35533333333333333,15.1,0.7,0.4,0.7216666666666667,0.005,0.002,0.04166666666666667,0.22833333333333333,0.001,0.0,0.0003333333333333334,0.0,0.0,0.2,20.6,8.199999999999996,0.4,15.9,5.099999999999998,0.6,12.0,1.0999999999999979,3.5,50.8,16.549999999999997,2.5,38.5,10.549999999999999,2.8,29.3,4.8499999999999925,0.5,16.0,2.549999999999999,1.4,36.1,9.549999999999999,2.2,44.4,0.5499999999999989,1.4,36.4,15.0,0.0
47,12.7,0.9547979797979798,0.10033333333333334,0.39466666666666667,0.12133333333333333,0.38366666666666666,12.8,0.3,0.3,0.6836666666666666,0.003,0.002666666666666667,0.060333333333333336,0.24900000000000003,0.001,0.0,0.0003333333333333334,0.0,0.0,0.7,21.3,9.549999999999999,0.2,16.8,5.649999999999997,0.5,12.8,1.549999999999999,3.3,51.3,17.099999999999998,2.1,37.5,9.549999999999999,1.7,30.7,0.5499999999999989,0.2,15.7,3.549999999999999,0.8,32.4,10.099999999999998,1.7,45.7,0.5499999999999989,1.5,35.8,15.0,0.0
48,10.7,0.923641456582633,0.09133333333333334,0.38,0.11100000000000002,0.4176666666666667,10.2,0.7,0.1,0.65,0.0013333333333333335,0.004666666666666667,0.07633333333333334,0.26666666666666666,0.0006666666666666668,0.0,0.0003333333333333334,0.0,0.0,0.1,22.6,7.099999999999998,0.1,16.7,5.649999999999997,0.3,13.3,2.0,2.3,50.3,19.099999999999998,2.0,35.0,7.0,1.5,32.8,1.0,0.7,16.2,4.0,1.3,31.9,8.649999999999997,0.9,45.5,2.549999999999999,1.5,35.7,20.549999999999997,0.0
49,11.8,0.9199999999999999,0.088,0.3736666666666667,0.10700000000000001,0.43133333333333335,11.4,0.8,0.3,0.6183333333333334,0.0013333333333333335,0.006333333333333334,0.097,0.27566666666666667,0.001,0.0,0.0003333333333333334,0.0,0.0,0.6,24.8,7.649999999999997,0.3,19.5,5.649999999999997,0.5,14.8,3.0,2.3,54.0,16.39999999999999,1.8,32.0,6.549999999999999,1.7,32.9,1.549999999999999,0.4,15.3,4.549999999999999,1.4,29.5,13.299999999999994,1.5,46.9,2.549999999999999,1.3,30.3,14.399999999999991,0.0
50,12.1,0.9397724089635855,0.08633333333333333,0.364,0.12,0.4296666666666667,12.1,0.6,0.2,0.5663333333333334,0.0013333333333333335,0.01,0.12233333333333334,0.29833333333333334,0.001,0.0,0.0006666666666666668,0.0,0.0,0.4,27.4,9.599999999999987,0.2,19.7,4.0,0.6,15.0,4.0,2.9,53.1,17.65,2.2,29.8,7.0,1.2,36.0,2.549999999999999,1.0,14.6,3.649999999999997,1.2,29.0,13.299999999999994,1.1,49.3,3.549999999999999,1.3,26.1,14.099999999999998,0.0
