trial,t,num_new_requests,frac_requests_fulfilled,frac_traveling_cars,frac_charging_cars,frac_idling_cars,num_fulfilled_requests,num_queued_requests,num_abandoned_requests,frac_low_battery_cars,frac_med_battery_cars,frac_high_battery_cars,num_trip_requests_0,num_cars_region_0,num_trip_requests_1,num_cars_region_1,num_trip_requests_2,num_cars_region_2,num_trip_requests_3,num_cars_region_3
0,23.5,14.0625,0.36557419020461607,0.8350694444444445,0.0462962962962963,0.11863425925925926,8.4375,10.166666666666666,5.3125,0.29108796296296297,0.33275462962962965,0.37615740740740744,4.479166666666667,2.3958333333333335,4.770833333333333,3.25,2.9583333333333335,1.5208333333333333,1.8541666666666667,2.3333333333333335
1,23.5,13.895833333333334,0.37485582483683183,0.8391203703703703,0.04224537037037037,0.11863425925925926,8.020833333333334,9.645833333333334,5.625,0.2916666666666667,0.38252314814814814,0.3258101851851852,4.6875,2.4583333333333335,4.645833333333333,3.4791666666666665,2.9791666666666665,1.5625,1.5833333333333333,2.3333333333333335
2,23.5,13.604166666666666,0.3775893753923025,0.859375,0.05613425925925925,0.08449074074074074,8.145833333333334,9.4375,5.270833333333333,0.25752314814814814,0.3553240740740741,0.38715277777777773,4.5,2.8541666666666665,4.583333333333333,3.1041666666666665,2.7083333333333335,1.4375,1.8125,1.2708333333333333
3,23.5,14.270833333333334,0.3705727058553035,0.8252314814814815,0.04571759259259259,0.12905092592592593,8.375,10.291666666666666,5.583333333333333,0.2991898148148148,0.3616898148148148,0.3391203703703704,5.0625,2.5,4.5625,3.3125,2.6875,1.3541666666666667,1.9583333333333333,2.6041666666666665
4,23.5,13.979166666666666,0.35719030245435257,0.8443287037037037,0.06018518518518518,0.0954861111111111,8.1875,10.25,5.5625,0.25925925925925924,0.3130787037037037,0.42766203703703703,4.8125,2.1041666666666665,4.6875,4.145833333333333,2.8958333333333335,1.5416666666666667,1.5833333333333333,1.6458333333333333
5,23.5,13.854166666666666,0.3492536144715019,0.8668981481481483,0.05150462962962963,0.08159722222222222,8.083333333333334,10.104166666666666,5.5625,0.21817129629629628,0.3796296296296296,0.4021990740740741,4.4375,2.7291666666666665,4.9375,2.8125,2.7083333333333335,1.0208333333333333,1.7708333333333333,1.8541666666666667
6,23.5,13.520833333333334,0.3564780943750536,0.8003472222222222,0.03993055555555555,0.15972222222222224,7.770833333333333,9.5625,5.479166666666667,0.35185185185185186,0.2934027777777778,0.3547453703703704,4.5,2.375,4.5,3.8958333333333335,2.8958333333333335,2.0208333333333335,1.625,2.9583333333333335
7,23.5,13.791666666666666,0.36848011825938043,0.8287037037037037,0.04108796296296296,0.13020833333333334,7.916666666666667,9.875,5.666666666666667,0.3020833333333333,0.3744212962962963,0.3234953703703704,4.708333333333333,3.1041666666666665,4.458333333333333,4.208333333333333,2.6666666666666665,1.8541666666666667,1.9583333333333333,1.125
8,23.5,13.3125,0.3649999986340757,0.8333333333333334,0.0474537037037037,0.11921296296296297,7.895833333333333,9.770833333333334,5.1875,0.30960648148148145,0.37789351851851855,0.3125,4.666666666666667,2.6875,4.291666666666667,2.875,2.7083333333333335,1.9166666666666667,1.6458333333333333,2.0625
9,23.5,13.375,0.3546564550186045,0.8153935185185185,0.045717592592592594,0.1388888888888889,7.958333333333333,9.833333333333334,5.1875,0.2638888888888889,0.38078703703703703,0.3553240740740741,4.4375,2.3541666666666665,4.458333333333333,3.5625,2.7083333333333335,2.4791666666666665,1.7708333333333333,2.1666666666666665
