trial,t,num_new_requests,frac_requests_fulfilled,frac_traveling_cars,frac_charging_cars,frac_idling_cars,num_fulfilled_requests,num_queued_requests,num_abandoned_requests,frac_low_battery_cars,frac_med_battery_cars,frac_high_battery_cars,num_trip_requests_0,num_cars_region_0,num_trip_requests_1,num_cars_region_1,num_trip_requests_2,num_cars_region_2,num_trip_requests_3,num_cars_region_3
0,23.5,2.9166666666666665,0.33600363756613755,0.7638888888888888,0.015625,0.22048611111111113,1.4166666666666667,2.375,1.4583333333333333,0.43402777777777773,0.3350694444444444,0.2309027777777778,1.0833333333333333,1.6041666666666667,1.3333333333333333,0.6458333333333334,0.3333333333333333,1.2083333333333333,0.16666666666666666,0.625
1,23.5,2.9166666666666665,0.42385085978835974,0.7934027777777778,0.022569444444444444,0.1840277777777778,1.8541666666666667,1.8541666666666667,1.0416666666666667,0.42534722222222227,0.3003472222222222,0.2743055555555555,1.0833333333333333,1.5,1.3333333333333333,1.1458333333333333,0.3333333333333333,0.4583333333333333,0.16666666666666666,0.7083333333333334
2,23.5,2.9166666666666665,0.3449239417989418,0.7326388888888888,0.01909722222222222,0.24826388888888887,1.3958333333333333,2.2916666666666665,1.4583333333333333,0.4913194444444444,0.2569444444444445,0.2517361111111111,1.0833333333333333,0.6666666666666666,1.3333333333333333,1.6041666666666667,0.3333333333333333,1.4791666666666667,0.16666666666666666,0.625
3,23.5,2.9166666666666665,0.4500661375661376,0.8038194444444445,0.024305555555555552,0.171875,1.9583333333333333,1.8333333333333333,0.9375,0.3888888888888889,0.3177083333333333,0.2934027777777778,1.0833333333333333,0.5833333333333334,1.3333333333333333,1.5833333333333333,0.3333333333333333,0.7916666666666666,0.16666666666666666,0.5416666666666666
4,23.5,2.9166666666666665,0.3603422619047619,0.7829861111111112,0.020833333333333332,0.19618055555555555,1.5833333333333333,2.0833333333333335,1.2916666666666667,0.4513888888888889,0.2708333333333333,0.2777777777777778,1.0833333333333333,1.1666666666666667,1.3333333333333333,1.3958333333333333,0.3333333333333333,1.2291666666666667,0.16666666666666666,0.16666666666666666
5,23.5,2.9166666666666665,0.3310350529100529,0.7378472222222222,0.027777777777777776,0.234375,1.5208333333333333,2.3333333333333335,1.3541666666666667,0.4079861111111111,0.28125,0.3107638888888889,1.0833333333333333,1.2916666666666667,1.3333333333333333,1.1666666666666667,0.3333333333333333,1.6041666666666667,0.16666666666666666,0.4791666666666667
6,23.5,2.9166666666666665,0.3659970238095238,0.7413194444444445,0.015625,0.24305555555555555,1.5208333333333333,2.1666666666666665,1.3125,0.4791666666666667,0.2378472222222222,0.2829861111111111,1.0833333333333333,0.8958333333333334,1.3333333333333333,1.0833333333333333,0.3333333333333333,2.0416666666666665,0.16666666666666666,0.3541666666666667
7,23.5,2.9166666666666665,0.36928736772486775,0.8125,0.03298611111111111,0.1545138888888889,1.6875,2.0,1.1875,0.3489583333333333,0.2621527777777778,0.3888888888888889,1.0833333333333333,0.9166666666666666,1.3333333333333333,1.5208333333333333,0.3333333333333333,0.5833333333333334,0.16666666666666666,0.5416666666666666
8,23.5,2.9166666666666665,0.41621197089947093,0.8229166666666666,0.03298611111111111,0.1440972222222222,1.8125,1.8541666666666667,1.0833333333333333,0.3142361111111111,0.3194444444444445,0.3663194444444444,1.0833333333333333,1.0208333333333333,1.3333333333333333,1.875,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.25
9,23.5,2.9166666666666665,0.41078869047619043,0.8003472222222222,0.03472222222222222,0.16493055555555555,1.8125,2.0208333333333335,1.0625,0.3298611111111111,0.3038194444444445,0.3663194444444444,1.0833333333333333,0.9791666666666666,1.3333333333333333,1.2291666666666667,0.3333333333333333,0.3125,0.16666666666666666,1.25
