t,num_new_requests,frac_requests_fulfilled,frac_traveling_cars,frac_charging_cars,frac_idling_cars,num_fulfilled_requests,num_queued_requests,num_abandoned_requests,frac_low_battery_cars,frac_med_battery_cars,frac_high_battery_cars,num_trip_requests_0,num_cars_region_0,num_charging_cars_region_0,num_trip_requests_1,num_cars_region_1,num_charging_cars_region_1,num_trip_requests_2,num_cars_region_2,num_charging_cars_region_2,num_trip_requests_3,num_cars_region_3,num_charging_cars_region_3,trial
0,6.0,0.8319444444444445,0.5916666666666667,0.0,0.4083333333333333,5.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.9,3.0,0.0,2.6,3.0,0.0,1.5,3.0,0.0,4.5
1,5.2,0.20785714285714282,0.7166666666666667,0.0,0.2833333333333333,1.3,4.1,0.8,0.0,0.0,1.0,0.8,1.9,0.0,1.0,5.8,0.0,2.2,0.7,0.0,1.2,1.2,0.0,4.5
2,4.7,0.286031746031746,0.6666666666666667,0.0,0.33333333333333337,2.5,4.0,2.3,0.0,0.0,1.0,0.9,0.8,0.0,0.9,1.8,0.0,1.8,0.7,0.0,1.1,4.7,0.0,4.5
3,6.0,0.42689393939393944,0.9416666666666667,0.0,0.05833333333333333,4.3,3.9,1.8,0.0,0.0,1.0,1.3,0.8,0.0,0.9,2.3,0.0,2.5,0.4,0.0,1.3,3.1,0.0,4.5
4,4.0,0.21619047619047618,0.825,0.0,0.175,1.7,3.3,2.9,0.0,0.025,0.975,0.5,0.5,0.0,0.3,3.5,0.0,1.7,0.2,0.0,1.5,0.4,0.0,4.5
5,3.5,0.2998917748917749,0.8333333333333334,0.0,0.16666666666666666,2.0,2.5,2.3,0.0,0.05833333333333333,0.9416666666666667,0.6,1.2,0.0,0.6,2.5,0.0,1.1,0.6,0.0,1.2,1.1,0.0,4.5
6,4.2,0.34997113997113993,0.8333333333333334,0.0,0.16666666666666666,2.4,2.5,1.8,0.0,0.25,0.75,0.7,3.3,0.0,0.5,2.3,0.0,1.8,0.3,0.0,1.2,1.3,0.0,4.5
7,3.8,0.15055555555555555,0.8083333333333333,0.0,0.19166666666666665,0.8,3.3,2.2,0.0,0.31666666666666665,0.6833333333333333,0.2,1.9,0.0,0.8,2.8,0.0,2.0,0.3,0.0,0.8,0.5,0.0,4.5
8,2.8,0.42968253968253967,0.8583333333333334,0.0,0.14166666666666666,2.2,1.5,2.4,0.0,0.4666666666666667,0.5333333333333334,0.7,2.4,0.0,0.6,1.2,0.0,1.1,1.2,0.0,0.4,0.5,0.0,4.5
9,2.6,0.40166666666666667,0.9083333333333334,0.0,0.09166666666666666,1.4,1.8,0.9,0.0,0.5833333333333333,0.4166666666666667,0.8,1.3,0.0,0.1,2.5,0.0,0.8,0.3,0.0,0.9,0.2,0.0,4.5
10,4.2,0.4341666666666667,0.8666666666666666,0.0,0.13333333333333333,2.5,2.4,1.1,0.0,0.7833333333333333,0.21666666666666665,1.2,1.9,0.0,0.9,3.2,0.0,1.0,0.8,0.0,1.1,0.3,0.0,4.5
11,2.7,0.49297619047619046,0.9,0.0,0.1,2.4,1.3,1.4,0.0,0.8333333333333334,0.16666666666666666,0.7,0.4,0.0,0.8,2.4,0.0,0.7,0.3,0.0,0.5,0.4,0.0,4.5
12,4.3,0.5048809523809523,0.8833333333333334,0.0,0.11666666666666665,2.7,2.1,0.8,0.008333333333333333,0.8583333333333334,0.13333333333333333,1.1,1.6,0.0,1.7,2.0,0.0,0.7,0.4,0.0,0.8,0.4,0.0,4.5
