t,num_new_requests,frac_requests_fulfilled,frac_traveling_cars,frac_charging_cars,frac_idling_cars,num_fulfilled_requests,num_queued_requests,num_abandoned_requests,frac_low_battery_cars,frac_med_battery_cars,frac_high_battery_cars,num_trip_requests_0,num_cars_region_0,num_charging_cars_region_0,num_trip_requests_1,num_cars_region_1,num_charging_cars_region_1,num_trip_requests_2,num_cars_region_2,num_charging_cars_region_2,num_trip_requests_3,num_cars_region_3,num_charging_cars_region_3,trial
0,8.72,0.8586639471639472,0.6841666666666667,0.0,0.3158333333333333,7.27,0.0,1.45,0.0,0.0,1.0,1.4,2.08,0.0,2.46,2.93,0.0,2.38,2.99,0.0,2.48,3.0,0.0,49.5
1,8.76,0.5961345549874961,0.5075,0.0,0.4925,5.09,0.0,3.67,0.0,0.0,1.0,1.67,6.42,0.0,2.37,1.63,0.0,2.46,1.66,0.0,2.26,1.29,0.0,49.5
2,8.84,0.5117433865154453,0.44416666666666665,0.0,0.5558333333333334,4.33,0.0,4.51,0.0,0.0,1.0,1.77,7.39,0.0,2.29,1.1,0.0,2.49,1.22,0.0,2.29,1.29,0.0,49.5
3,9.08,0.46299290986790986,0.4275,0.0,0.5725,4.14,0.0,4.94,0.0,0.0,1.0,1.51,7.56,0.0,2.46,1.25,0.0,2.56,1.25,0.0,2.55,0.95,0.0,49.5
4,8.73,0.4673045981795982,0.41916666666666663,0.0,0.5808333333333333,4.03,0.0,4.7,0.0,0.0,1.0,1.6,7.98,0.0,2.5,0.88,0.0,2.28,1.1,0.0,2.35,1.04,0.0,49.5
5,9.28,0.45872955557514383,0.42333333333333334,0.0,0.5766666666666667,4.08,0.0,5.2,0.0,0.0,1.0,1.57,7.96,0.0,2.5,0.79,0.0,2.69,1.17,0.0,2.52,1.08,0.0,49.5
6,8.3,0.45728914141414145,0.38666666666666666,0.0,0.6133333333333334,3.66,0.0,4.64,0.0,0.0,1.0,1.32,8.07,0.0,2.23,0.87,0.0,2.47,1.0,0.0,2.28,1.08,0.0,49.5
7,8.97,0.4722355977355977,0.41666666666666663,0.0,0.5833333333333334,4.01,0.0,4.96,0.0,0.0,1.0,1.6,8.21,0.0,2.59,0.91,0.0,2.29,0.92,0.0,2.49,0.97,0.0,49.5
8,8.34,0.44720271395271394,0.38166666666666665,0.0,0.6183333333333334,3.6,0.0,4.74,0.0,0.0,1.0,1.31,8.15,0.0,2.46,1.02,0.0,2.38,0.98,0.0,2.19,0.87,0.0,49.5
9,8.43,0.42950466200466203,0.38,0.0,0.62,3.56,0.0,4.87,0.0,0.0,1.0,1.42,8.29,0.0,2.47,0.86,0.0,2.53,0.98,0.0,2.01,0.87,0.0,49.5
10,8.44,0.4805416805416805,0.405,0.0,0.595,3.88,0.0,4.56,0.0,0.0,1.0,1.52,8.13,0.0,2.19,0.88,0.0,2.3,1.06,0.0,2.43,0.95,0.0,49.5
11,8.34,0.4554528110778111,0.39583333333333337,0.0,0.6041666666666666,3.75,0.0,4.59,0.0,0.0125,0.9875,1.45,8.11,0.0,2.25,0.87,0.0,2.21,0.89,0.0,2.43,1.13,0.0,49.5
12,8.59,0.43104327045503515,0.3875,0.0,0.6125,3.66,0.0,4.93,0.0,0.0375,0.9625,1.48,8.15,0.0,2.36,0.81,0.0,2.2,1.07,0.0,2.55,0.98,0.0,49.5
13,8.79,0.4126154459575512,0.38083333333333336,0.0,0.6191666666666666,3.6,0.0,5.19,0.0,0.08333333333333334,0.9166666666666667,1.36,8.09,0.0,2.59,0.89,0.0,2.22,1.01,0.0,2.62,1.04,0.0,49.5
14,8.64,0.44620196470196466,0.4008333333333334,0.0,0.5991666666666666,3.81,0.0,4.83,0.0,0.16583333333333333,0.8341666666666667,1.58,8.13,0.0,2.36,0.8,0.0,2.23,1.14,0.0,2.47,0.93,0.0,49.5
15,8.41,0.4567274531024531,0.3983333333333334,0.0,0.6016666666666667,3.79,0.0,4.62,0.0,0.2675,0.7325,1.43,7.91,0.0,1.98,0.9,0.0,2.55,1.3,0.0,2.45,0.9,0.0,49.5
16,8.72,0.4414465534465534,0.39,0.0,0.61,3.68,0.0,5.04,0.0,0.37166666666666665,0.6283333333333334,1.4,7.98,0.0,2.13,0.89,0.0,2.43,1.04,0.0,2.76,1.09,0.0,49.5
17,9.39,0.4503791551585669,0.42083333333333334,0.0,0.5791666666666666,4.06,0.0,5.33,0.0,0.5075,0.4925,1.73,8.02,0.0,2.65,0.96,0.0,2.55,1.03,0.0,2.46,1.0,0.0,49.5
18,8.91,0.4752740960020372,0.42166666666666663,0.0,0.5783333333333334,4.07,0.0,4.84,0.0,0.6383333333333333,0.36166666666666664,1.6,7.83,0.0,2.33,1.11,0.0,2.36,1.04,0.0,2.62,1.03,0.0,49.5
19,8.85,0.433014900304374,0.39666666666666667,0.0,0.6033333333333334,3.76,0.0,5.09,0.0,0.745,0.255,1.42,7.91,0.0,2.46,1.1,0.0,2.47,0.94,0.0,2.5,1.05,0.0,49.5
20,7.91,0.4406901431901432,0.35833333333333334,0.0,0.6416666666666667,3.3,0.0,4.61,0.0,0.8216666666666668,0.17833333333333332,1.12,7.96,0.0,2.2,1.16,0.0,2.42,0.89,0.0,2.17,0.99,0.0,49.5
21,8.89,0.4630365884115884,0.4108333333333334,0.0,0.5891666666666666,3.93,0.0,4.96,0.0,0.8841666666666668,0.11583333333333334,1.57,8.15,0.0,2.6,1.27,0.0,2.44,0.76,0.0,2.28,0.82,0.0,49.5
22,8.47,0.47466566766566765,0.4033333333333334,0.0,0.5966666666666667,3.84,0.0,4.63,0.0,0.9408333333333333,0.05916666666666667,1.57,8.07,0.0,2.49,1.01,0.0,2.12,0.86,0.0,2.29,1.06,0.0,49.5
23,8.68,0.47031121900974837,0.4141666666666666,0.0,0.5858333333333333,3.97,0.0,4.71,0.0,0.9691666666666667,0.030833333333333334,1.67,7.91,0.0,2.18,0.95,0.0,2.36,0.99,0.0,2.47,1.15,0.0,49.5
24,8.75,0.45607879293908704,0.4041666666666666,0.0,0.5958333333333333,3.85,0.0,4.9,0.0,0.9775,0.0225,1.37,7.72,0.0,2.4,1.14,0.0,2.46,1.05,0.0,2.52,1.09,0.0,49.5
25,8.04,0.4609221334221334,0.385,0.0,0.615,3.64,0.0,4.4,0.0,0.9883333333333333,0.011666666666666665,1.38,8.03,0.0,2.11,1.02,0.0,2.13,1.12,0.0,2.42,0.85,0.0,49.5
26,8.55,0.4508997995468584,0.4008333333333334,0.0,0.5991666666666666,3.81,0.0,4.74,0.0,0.9958333333333332,0.004166666666666667,1.55,8.06,0.0,2.48,1.19,0.0,2.2,0.91,0.0,2.32,0.84,0.0,49.5
27,9.34,0.4340710744793562,0.4091666666666666,0.0,0.5908333333333333,3.91,0.0,5.43,0.0,0.9975,0.0025,1.58,7.87,0.0,2.34,1.1,0.0,2.64,1.11,0.0,2.78,0.92,0.0,49.5
28,8.59,0.46572134246902047,0.41,0.0,0.59,3.92,0.0,4.67,0.005,0.9941666666666668,0.0008333333333333333,1.38,7.73,0.0,2.27,0.98,0.0,2.45,1.11,0.0,2.49,1.18,0.0,49.5
29,8.74,0.43412540237540237,0.3983333333333334,0.0008333333333333333,0.6008333333333333,3.79,0.0,4.95,0.010833333333333332,0.9891666666666667,0.0,1.4,8.09,0.0,2.34,0.89,0.0,2.32,0.93,0.0,2.68,1.1,0.0,49.5
30,8.4,0.4479016955266955,0.385,0.004166666666666667,0.6108333333333333,3.62,0.0,4.78,0.023333333333333334,0.9758333333333333,0.0008333333333333333,1.53,8.27,0.0,2.47,0.97,0.0,2.16,0.89,0.0,2.24,0.87,0.0,49.5
31,8.52,0.4892900155400155,0.415,0.006666666666666666,0.5783333333333334,3.98,0.0,4.54,0.0475,0.9475,0.005,1.54,7.97,0.04999999999999716,2.23,0.92,0.0,2.54,1.05,0.0,2.21,1.06,0.0,49.5
32,8.61,0.46370104895104897,0.4091666666666666,0.018333333333333333,0.5725,3.93,0.0,4.68,0.08833333333333333,0.9,0.011666666666666665,1.52,8.04,1.0,2.38,1.03,0.0,2.45,0.92,0.0,2.26,1.03,0.04999999999999716,49.5
33,8.69,0.4807701048951049,0.4141666666666666,0.028333333333333335,0.5575,3.97,0.0,4.72,0.135,0.835,0.03,1.71,8.08,2.0,2.21,0.98,0.0,2.45,0.99,0.0,2.32,0.95,0.04999999999999716,49.5
34,9.15,0.4604518577827401,0.42083333333333334,0.04166666666666666,0.5375,4.05,0.0,5.1,0.18083333333333332,0.7608333333333333,0.05833333333333333,1.51,7.8,2.0,2.47,1.05,0.0,2.6,1.15,0.0,2.57,1.0,0.04999999999999716,49.5
