T	Origin	Destination	Count
0	0	0	8.79231473010064
0	1	1	5.95608417200366
0	2	0	5.06469742517318
0	2	1	7.75236352546508
0	2	2	3.272573720881131
0	2	3	1.7017383348581883
0	3	0	3.592558706922842
0	3	1	11.91216834400732
0	3	2	1.4181152790484903
0	3	3	3.7816407441293074
0	1	0	11.817627325404088
0	0	3	1.8908203720646537
0	1	3	1.796279353461421
0	0	2	5.267285322180107
0	1	2	1.4181152790484903
0	0	1	7.657822506861848
1	3	2	1.4181152790484903
1	3	1	11.91216834400732
1	3	0	3.592558706922842
1	2	2	3.272573720881131
1	2	1	7.75236352546508
1	2	0	5.06469742517318
1	3	3	3.7816407441293074
1	2	3	1.7017383348581883
1	1	1	5.95608417200366
1	1	0	11.817627325404088
1	0	3	1.8908203720646537
1	0	2	5.267285322180107
1	0	1	7.657822506861848
1	0	0	8.79231473010064
1	1	2	1.4181152790484903
1	1	3	1.796279353461421
2	3	3	3.7816407441293074
2	0	2	5.267285322180107
2	3	2	1.4181152790484903
2	3	1	11.91216834400732
2	3	0	3.592558706922842
2	0	0	8.79231473010064
2	2	2	3.272573720881131
2	2	1	7.75236352546508
2	2	0	5.06469742517318
2	1	3	1.796279353461421
2	2	3	1.7017383348581883
2	1	2	1.4181152790484903
2	0	3	1.8908203720646537
2	1	0	11.817627325404088
2	1	1	5.95608417200366
2	0	1	7.657822506861848
3	0	2	5.267285322180107
3	0	1	7.657822506861848
3	3	2	1.4181152790484903
3	3	3	3.7816407441293074
3	3	1	11.91216834400732
3	1	0	11.817627325404088
3	1	1	5.95608417200366
3	1	2	1.4181152790484903
3	1	3	1.796279353461421
3	2	0	5.06469742517318
3	2	1	7.75236352546508
3	2	2	3.272573720881131
3	2	3	1.7017383348581883
3	0	0	8.79231473010064
3	0	3	1.8908203720646537
3	3	0	3.592558706922842
4	3	1	9.737724916132967
4	2	0	5.06469742517318
4	2	1	7.563281488258615
4	1	3	1.7332520077259328
4	1	1	5.4698732191870345
4	0	0	8.981396767307105
4	0	3	1.4181152790484903
4	2	2	3.038818455103908
4	1	0	12.195791399817017
4	2	3	1.5953796889295515
4	0	2	3.4665040154518656
4	3	3	4.254345837145471
4	0	1	7.90092798327016
4	3	2	2.3635254650808175
4	3	0	4.6411045496132415
4	1	2	2.3635254650808175
5	1	2	2.3635254650808175
5	3	0	4.6411045496132415
5	0	0	8.981396767307105
5	3	1	9.737724916132967
5	2	3	1.5953796889295515
5	3	2	2.3635254650808175
5	0	1	7.90092798327016
5	1	3	1.7332520077259328
5	3	3	4.254345837145471
5	2	2	3.038818455103908
5	1	1	5.4698732191870345
5	1	0	12.195791399817017
5	0	3	1.4181152790484903
5	2	0	5.06469742517318
